county	time	grade	pct_dtap_medical_exempt	pct_dtap_nonmedical_exempt	pct_hepb_medical_exempt	pct_hepb_nonmedical_exempt	pct_hib_medical_exempt	pct_hib_nonmedical_exempt	pct_mmr_medical_exempt	pct_mmr_nonmedical_exempt	pct_pcv_medical_exempt	pct_pcv_nonmedical_exempt	pct_polio_medical_exempt	pct_polio_nonmedical_exempt	pct_varicella_medical_exempt	pct_varicella_nonmedical_exempt	pct_tdap_medical_exempt	pct_tdap_nonmedical_exempt	geography	state	geography_name	N_dtap	N_polio	N_mmr	N_hep_b	N_varicella	N_personal_exempt	N_medical_exempt	N_full_exempt	pct_dtap	pct_polio	pct_mmr	pct_hep_b	pct_varicella	pct_personal_exempt	pct_medical_exempt	pct_full_exempt
Archuleta	2022-09-01	Kindergarten	NA	18.05	NA	17.29	NA	NA	NA	18.05	NA	NA	NA	18.05	NA	18.8	NA	NA	08007	CO	Archuleta	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Archuleta	2022-09-01	School	NA	8.84	NA	8.44	NA	NA	NA	9.18	NA	NA	NA	9.12	0.06	9.97	NA	8.31	08007	CO	Archuleta	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Archuleta	2023-09-01	Child Care/Preschool	NA	4.85	NA	4.85	NA	5.83	NA	6.8	NA	6.8	NA	6.8	NA	6.8	NA	NA	08007	CO	Archuleta	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Archuleta	2023-09-01	Kindergarten	1.44	19.42	1.44	17.27	NA	NA	1.44	20.14	NA	NA	1.44	19.42	1.44	20.14	NA	NA	08007	CO	Archuleta	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Archuleta	2023-09-01	School	0.22	11.14	0.22	10.82	NA	NA	0.22	11.84	NA	NA	0.22	11.73	0.27	12.11	NA	9.64	08007	CO	Archuleta	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Archuleta	2024-09-01	Child Care/Preschool	NA	9.38	NA	9.38	NA	9.38	NA	9.38	NA	9.38	NA	9.38	NA	9.38	NA	NA	08007	CO	Archuleta	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Archuleta	2024-09-01	Kindergarten	NA	15.86	NA	16.55	NA	NA	NA	15.86	NA	NA	NA	15.17	NA	16.55	NA	NA	08007	CO	Archuleta	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Archuleta	2024-09-01	School	0.11	12.05	0.11	11.71	NA	NA	0.11	12.44	NA	NA	0.11	12.56	0.11	13.01	0.1	10.71	08007	CO	Archuleta	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Archuleta	2025-09-01	Child Care/Preschool	NA	9.05	NA	9.05	NA	9.05	NA	8.04	NA	8.04	NA	8.54	NA	8.54	NA	NA	08007	CO	Archuleta	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Archuleta	2025-09-01	Kindergarten	NA	19.44	NA	18.52	NA	NA	NA	18.52	NA	NA	NA	19.44	NA	19.44	NA	NA	08007	CO	Archuleta	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Archuleta	2025-09-01	School	0.11	11.74	0.11	11.46	NA	NA	0.11	12.54	NA	NA	0.11	12.42	0.11	12.93	0.1	10.97	08007	CO	Archuleta	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Baca	2018-09-01	Child Care/Preschool	NA	3.23	NA	2.15	NA	3.23	NA	3.23	NA	3.23	NA	3.23	NA	3.23	NA	NA	08009	CO	Baca	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Baca	2018-09-01	Kindergarten	NA	1.67	NA	1.67	NA	NA	NA	1.67	NA	NA	NA	1.67	NA	1.67	NA	NA	08009	CO	Baca	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Baca	2018-09-01	School	NA	2.9	NA	2.54	NA	NA	NA	3.26	NA	NA	NA	3.44	NA	3.26	NA	2.68	08009	CO	Baca	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Baca	2019-09-01	Child Care/Preschool	NA	2.35	NA	2.35	NA	2.35	NA	2.35	NA	2.35	NA	2.35	NA	3.53	NA	NA	08009	CO	Baca	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Baca	2019-09-01	Kindergarten	NA	4.17	NA	4.17	NA	NA	NA	4.17	NA	NA	NA	4.17	NA	4.17	NA	NA	08009	CO	Baca	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Baca	2019-09-01	School	NA	2.38	NA	1.83	NA	NA	NA	2.38	NA	NA	NA	2.01	NA	2.38	NA	1.52	08009	CO	Baca	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Baca	2020-09-01	Child Care/Preschool	NA	6.67	NA	6.67	NA	6.67	NA	6.67	NA	6.67	NA	6.67	NA	6.67	NA	NA	08009	CO	Baca	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Baca	2020-09-01	Kindergarten	NA	4.17	NA	4.17	NA	NA	NA	4.17	NA	NA	NA	4.17	NA	6.25	NA	NA	08009	CO	Baca	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Baca	2020-09-01	School	NA	4.87	NA	4.54	NA	NA	NA	4.87	NA	NA	NA	4.87	NA	5.04	NA	3.3	08009	CO	Baca	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Baca	2021-09-01	Child Care/Preschool	NA	5.56	NA	5.56	NA	5.56	NA	5.56	NA	5.56	NA	5.56	NA	5.56	NA	NA	08009	CO	Baca	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Baca	2021-09-01	Kindergarten	NA	7.32	NA	4.88	NA	NA	NA	7.32	NA	NA	NA	7.32	NA	7.32	NA	NA	08009	CO	Baca	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Baca	2021-09-01	School	0.18	2.48	NA	2.12	NA	NA	NA	2.48	NA	NA	NA	2.48	NA	2.65	NA	2.08	08009	CO	Baca	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Baca	2022-09-01	Child Care/Preschool	NA	3.8	NA	3.8	NA	3.8	NA	3.8	NA	3.8	NA	3.8	NA	3.8	NA	NA	08009	CO	Baca	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Baca	2022-09-01	Kindergarten	NA	7.32	NA	7.32	NA	NA	NA	7.32	NA	NA	NA	7.32	NA	7.32	NA	NA	08009	CO	Baca	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Baca	2022-09-01	School	NA	3.03	NA	3.03	NA	NA	NA	3.03	NA	NA	NA	3.03	NA	3.21	NA	4.93	08009	CO	Baca	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Baca	2023-09-01	Child Care/Preschool	NA	8.43	NA	8.43	NA	8.43	NA	8.43	NA	8.43	NA	8.43	NA	8.43	NA	NA	08009	CO	Baca	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Baca	2023-09-01	Kindergarten	NA	4.88	NA	4.88	NA	NA	NA	4.88	NA	NA	NA	4.88	NA	4.88	NA	NA	08009	CO	Baca	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Baca	2023-09-01	School	NA	4.08	NA	4.08	NA	NA	NA	4.08	NA	NA	NA	4.08	NA	4.08	0.53	4.79	08009	CO	Baca	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Baca	2024-09-01	Child Care/Preschool	NA	2.63	NA	2.63	NA	2.63	NA	2.63	NA	2.63	NA	2.63	NA	2.63	NA	NA	08009	CO	Baca	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Baca	2024-09-01	Kindergarten	NA	4.76	NA	4.76	NA	NA	NA	4.76	NA	NA	NA	4.76	NA	4.76	NA	NA	08009	CO	Baca	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Baca	2024-09-01	School	NA	4.79	NA	4.79	NA	NA	NA	4.79	NA	NA	NA	4.79	NA	4.79	NA	3.61	08009	CO	Baca	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Baca	2025-09-01	Child Care/Preschool	NA	6.45	NA	6.45	NA	6.45	NA	6.45	NA	6.45	NA	6.45	NA	6.45	NA	NA	08009	CO	Baca	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Baca	2025-09-01	Kindergarten	NA	2.33	NA	2.33	NA	NA	NA	2.33	NA	NA	NA	2.33	NA	2.33	NA	NA	08009	CO	Baca	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Baca	2025-09-01	School	NA	2.75	NA	2.75	NA	NA	NA	2.75	NA	NA	NA	2.75	NA	2.75	NA	4.08	08009	CO	Baca	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Bent	2018-09-01	School	NA	1.69	NA	1.69	NA	NA	NA	1.69	NA	NA	NA	1.69	NA	1.69	NA	1.24	08011	CO	Bent	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Bent	2019-09-01	Child Care/Preschool	NA	1.05	NA	1.05	NA	1.05	NA	1.05	NA	1.05	NA	1.05	NA	1.05	NA	NA	08011	CO	Bent	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Bent	2019-09-01	School	0.21	1.49	0.21	1.49	NA	NA	0.21	1.49	NA	NA	0.21	1.49	0.21	1.49	0.4	1.59	08011	CO	Bent	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Bent	2020-09-01	Child Care/Preschool	NA	0.93	NA	0.93	NA	0.93	NA	0.93	NA	0.93	NA	0.93	NA	0.93	NA	NA	08011	CO	Bent	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Bent	2020-09-01	Kindergarten	NA	4.08	NA	4.08	NA	NA	NA	4.08	NA	NA	NA	4.08	NA	4.08	NA	NA	08011	CO	Bent	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Bent	2020-09-01	School	NA	2.68	NA	2.68	NA	NA	NA	2.68	NA	NA	NA	2.68	NA	2.68	NA	1.65	08011	CO	Bent	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Bent	2021-09-01	Child Care/Preschool	NA	2.63	NA	2.63	NA	2.63	NA	2.63	NA	2.63	NA	2.63	NA	2.63	NA	NA	08011	CO	Bent	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Bent	2021-09-01	Kindergarten	NA	14.29	NA	14.29	NA	NA	NA	14.29	NA	NA	NA	14.29	NA	14.29	NA	NA	08011	CO	Bent	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Bent	2021-09-01	School	NA	0.99	NA	0.99	NA	NA	NA	0.99	NA	NA	NA	0.99	NA	0.99	NA	NA	08011	CO	Bent	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Bent	2022-09-01	Child Care/Preschool	NA	4.65	NA	4.65	NA	4.65	NA	4.65	NA	4.65	NA	4.65	NA	4.65	NA	NA	08011	CO	Bent	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Bent	2022-09-01	School	NA	2.28	NA	2.28	NA	NA	NA	2.28	NA	NA	NA	2.28	NA	2.28	NA	1.48	08011	CO	Bent	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Bent	2023-09-01	Child Care/Preschool	NA	6.82	NA	6.82	NA	6.82	NA	6.82	NA	6.82	NA	6.82	NA	6.82	NA	NA	08011	CO	Bent	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Bent	2023-09-01	Kindergarten	NA	8.93	NA	7.14	NA	NA	NA	8.93	NA	NA	NA	8.93	NA	8.93	NA	NA	08011	CO	Bent	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Bent	2023-09-01	School	NA	3.12	NA	3.12	NA	NA	NA	3.12	NA	NA	NA	3.12	NA	3.12	NA	5.15	08011	CO	Bent	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Bent	2024-09-01	Child Care/Preschool	NA	6.38	NA	6.38	NA	6.38	NA	6.38	NA	6.38	NA	6.38	NA	6.38	NA	NA	08011	CO	Bent	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Bent	2024-09-01	Kindergarten	NA	10.2	NA	10.2	NA	NA	NA	10.2	NA	NA	NA	10.2	NA	10.2	NA	NA	08011	CO	Bent	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Bent	2024-09-01	School	NA	1.48	NA	1.48	NA	NA	NA	1.48	NA	NA	NA	1.48	NA	1.48	NA	2.13	08011	CO	Bent	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Bent	2025-09-01	Child Care/Preschool	NA	5.71	NA	5.71	NA	5.71	NA	5.71	NA	5.71	NA	5.71	NA	5.71	NA	NA	08011	CO	Bent	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Bent	2025-09-01	Kindergarten	NA	4.35	NA	4.35	NA	NA	NA	4.35	NA	NA	NA	4.35	NA	4.35	NA	NA	08011	CO	Bent	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Bent	2025-09-01	School	NA	1.32	NA	1.32	NA	NA	NA	1.32	NA	NA	NA	1.32	NA	1.32	NA	1.25	08011	CO	Bent	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Boulder	2018-09-01	Child Care/Preschool	0.19	4.35	0.22	6.98	0.19	4.5	0.21	4.5	0.19	4.74	0.19	5.51	0.21	5.94	NA	NA	08013	CO	Boulder	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Boulder	2018-09-01	Kindergarten	0.09	5.87	0.11	7.06	NA	NA	0.07	6.52	NA	NA	0.07	6.54	0.11	7.35	NA	NA	08013	CO	Boulder	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Boulder	2018-09-01	School	0.12	4.27	0.14	5.14	NA	NA	0.2	4.59	NA	NA	0.13	4.7	0.3	5.3	0.1	3.19	08013	CO	Boulder	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Boulder	2019-09-01	Child Care/Preschool	0.24	4.12	0.27	6.12	0.26	4.06	0.26	4.35	0.35	4.76	0.24	4.83	0.26	5.13	NA	NA	08013	CO	Boulder	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Boulder	2019-09-01	Kindergarten	0.09	6.28	0.12	8.04	NA	NA	0.21	7.56	NA	NA	0.09	7.62	0.18	8.01	NA	NA	08013	CO	Boulder	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Boulder	2019-09-01	School	0.11	4.7	NA	NA	NA	NA	0.22	5.24	NA	NA	0.14	5.46	0.43	6.16	0.11	4.74	08013	CO	Boulder	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
boulder	2019-09-01	School	NA	NA	0.18	6.04	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	boulder	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Boulder	2020-09-01	Child Care/Preschool	0.2	4.3	0.2	5.73	0.2	3.75	0.19	3.75	0.2	3.93	0.2	4.71	0.19	4.73	NA	NA	08013	CO	Boulder	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Boulder	2020-09-01	Kindergarten	0.14	4.02	0.21	6.66	NA	NA	0.21	5.18	NA	NA	0.16	5.98	0.24	6.07	NA	NA	08013	CO	Boulder	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Boulder	2020-09-01	School	0.06	3.25	0.1	5.11	NA	NA	0.13	3.93	NA	NA	0.09	4.46	0.17	4.72	0.09	2.67	08013	CO	Boulder	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Boulder	2021-09-01	Child Care/Preschool	0.22	3.87	0.24	5.27	0.24	3.83	0.22	3.59	0.24	3.83	0.22	4.44	0.24	3.93	NA	NA	08013	CO	Boulder	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Boulder	2021-09-01	Kindergarten	0.21	4.15	0.23	5.11	NA	NA	0.21	4.22	NA	NA	0.21	4.62	0.18	4.85	NA	NA	08013	CO	Boulder	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Boulder	2021-09-01	School	0.1	3.35	0.12	4.56	NA	NA	0.14	3.34	NA	NA	0.1	3.93	0.16	4.06	0.07	2.64	08013	CO	Boulder	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Boulder	2022-09-01	Child Care/Preschool	1.25	2.42	1.25	2.97	1.25	2.32	1.23	2.08	1.25	2.4	1.25	2.7	1.23	2.43	NA	NA	08013	CO	Boulder	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Boulder	2022-09-01	Kindergarten	0.12	1.6	0.1	1.28	NA	NA	0.17	1.36	NA	NA	0.12	1.65	0.17	1.48	NA	NA	08013	CO	Boulder	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Boulder	2022-09-01	School	0.05	1.17	0.07	1.08	NA	NA	0.08	0.95	NA	NA	0.04	1.21	0.08	1.03	0.01	0.44	08013	CO	Boulder	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Boulder	2023-09-01	Child Care/Preschool	0.2	2.86	0.21	3.28	0.18	3	0.18	2.91	0.21	2.93	0.23	2.97	0.2	3.04	NA	NA	08013	CO	Boulder	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Boulder	2023-09-01	Kindergarten	0.25	4.33	0.23	4.63	NA	NA	0.38	4.5	NA	NA	0.25	4.53	0.38	4.78	NA	NA	08013	CO	Boulder	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Boulder	2023-09-01	School	0.2	3.09	0.23	3.8	NA	NA	0.25	3.16	NA	NA	0.21	3.41	0.28	3.56	0.2	3.03	08013	CO	Boulder	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Boulder	2024-09-01	Child Care/Preschool	0.16	2.8	0.07	3.36	0.11	2.78	0.11	2.68	0.11	2.78	0.05	2.78	0.13	2.96	NA	NA	08013	CO	Boulder	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Boulder	2024-09-01	Kindergarten	0.11	6.98	0.08	6.98	NA	NA	0.16	8.14	NA	NA	0.13	6.98	0.19	6.98	NA	NA	08013	CO	Boulder	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Boulder	2024-09-01	School	0.16	3.94	0.21	4.6	NA	NA	0.22	4.11	NA	NA	0.17	4.11	0.25	4.11	0.16	3.45	08013	CO	Boulder	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Boulder	2025-09-01	Child Care/Preschool	0.09	2.87	0.1	3.2	0.09	2.72	0.1	2.7	0.09	2.74	0.09	2.87	0.1	2.96	NA	NA	08013	CO	Boulder	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Boulder	2025-09-01	Kindergarten	0.08	4.45	0.08	4.03	NA	NA	0.21	4.37	NA	NA	0.08	4.45	0.21	4.48	NA	NA	08013	CO	Boulder	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Boulder	2025-09-01	School	0.17	3.17	0.2	3.68	NA	NA	0.23	3.23	NA	NA	0.17	3.35	0.29	3.6	0.2	3.34	08013	CO	Boulder	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Broomfield	2018-09-01	Child Care/Preschool	NA	1.56	NA	2.05	NA	1.46	0.05	1.51	NA	1.46	NA	1.51	0.05	1.9	NA	NA	08014	CO	Broomfield	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Broomfield	2018-09-01	Kindergarten	NA	0.54	NA	1.08	NA	NA	NA	1.08	NA	NA	NA	1.08	NA	1.08	NA	NA	08014	CO	Broomfield	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Broomfield	2018-09-01	School	0.18	3.51	0.06	3.39	NA	NA	0.06	3.34	NA	NA	0.06	3.28	0.18	3.63	0.23	4.26	08014	CO	Broomfield	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Broomfield	2019-09-01	Child Care/Preschool	0.13	1.66	0.13	2.4	0.13	1.6	0.13	1.66	0.13	1.8	0.13	1.53	0.13	2	NA	NA	08014	CO	Broomfield	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Broomfield	2019-09-01	Kindergarten	0.25	4.2	0.25	3.82	NA	NA	0.25	4.08	NA	NA	0.25	4.59	0.25	4.71	NA	NA	08014	CO	Broomfield	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Broomfield	2019-09-01	School	0.06	2.93	0.09	3.27	NA	NA	0.08	3.13	NA	NA	0.05	3.26	0.5	3.58	0.05	2.62	08014	CO	Broomfield	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Broomfield	2020-09-01	Child Care/Preschool	NA	2.77	NA	2.71	NA	2.29	NA	1.99	NA	2.35	NA	2.35	NA	2.35	NA	NA	08014	CO	Broomfield	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Broomfield	2020-09-01	Kindergarten	NA	4.72	NA	5.19	NA	NA	NA	5.19	NA	NA	NA	5.66	NA	5.66	NA	NA	08014	CO	Broomfield	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Broomfield	2020-09-01	School	0.18	3.67	0.18	3.99	NA	NA	0.18	3.72	NA	NA	0.18	3.81	0.23	3.9	0.29	4.04	08014	CO	Broomfield	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Broomfield	2021-09-01	Child Care/Preschool	NA	1.94	NA	2.3	NA	2.06	NA	1.75	NA	2	NA	2.06	NA	2.06	NA	NA	08014	CO	Broomfield	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Broomfield	2021-09-01	Kindergarten	NA	4.72	NA	4.33	NA	NA	NA	4.72	NA	NA	NA	4.72	NA	4.72	NA	NA	08014	CO	Broomfield	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Broomfield	2021-09-01	School	0.17	2.52	0.13	3.04	NA	NA	0.13	2.52	NA	NA	0.17	2.7	0.13	2.78	0.28	2.52	08014	CO	Broomfield	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Broomfield	2022-09-01	Child Care/Preschool	0.18	0.76	0.18	1.05	0.18	0.88	0.18	0.82	0.18	0.82	0.18	0.7	0.18	0.88	NA	NA	08014	CO	Broomfield	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Broomfield	2022-09-01	Kindergarten	NA	2.01	NA	1.51	NA	NA	NA	2.01	NA	NA	NA	2.01	NA	2.01	NA	NA	08014	CO	Broomfield	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Broomfield	2022-09-01	School	0.17	2.65	0.22	2.91	NA	NA	0.17	2.65	NA	NA	0.17	2.73	0.17	2.73	0.35	3.87	08014	CO	Broomfield	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Broomfield	2023-09-01	Child Care/Preschool	0.05	1.81	0.05	1.86	0.05	1.64	0.05	1.7	0.05	1.7	0.05	1.91	0.05	1.81	NA	NA	08014	CO	Broomfield	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Broomfield	2023-09-01	Kindergarten	1.02	2.54	1.52	2.54	NA	NA	1.02	2.54	NA	NA	1.02	2.54	1.02	2.54	NA	NA	08014	CO	Broomfield	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Broomfield	2023-09-01	School	0.18	2.71	0.27	2.62	NA	NA	0.22	2.71	NA	NA	0.18	2.62	0.27	2.8	0.15	3.87	08014	CO	Broomfield	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Broomfield	2024-09-01	Child Care/Preschool	0.06	1.76	0.06	1.7	0.06	1.59	0.12	1.65	0.06	1.59	0.06	1.7	0.12	1.82	NA	NA	08014	CO	Broomfield	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Broomfield	2024-09-01	Kindergarten	NA	7.73	NA	5.67	NA	NA	NA	7.73	NA	NA	NA	7.73	NA	6.7	NA	NA	08014	CO	Broomfield	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Broomfield	2024-09-01	School	0.26	3.52	0.35	3.3	NA	NA	0.35	3.43	NA	NA	0.26	3.52	0.35	3.43	0.35	4.82	08014	CO	Broomfield	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Broomfield	2025-09-01	Child Care/Preschool	0.14	1.71	0.14	1.57	0.15	1.6	0.29	1.64	0.15	1.6	0.14	1.64	0.21	1.78	NA	NA	08014	CO	Broomfield	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
