time	geography	geography_name	grade	N_dtap	N_polio	N_mmr	N_hep_b	N_varicella	N_personal_exempt	N_medical_exempt	N_full_exempt	pct_dtap	pct_polio	pct_mmr	pct_hep_b	pct_varicella	pct_personal_exempt	pct_medical_exempt	pct_full_exempt	enrollment	unit	public_independent	pct_fully_immunized	pct_provisional
2018-09-01	50011	Franklin	Kindergarten only	NA	NA	NA	NA	NA	NA	NA	NA	0.94	0.94	0.94	95.00	0.91	0.01	NA	NA	576.00	County	All	0.88	0.11
2018-09-01	50013	Grand Isle	Kindergarten only	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	71.00	County	All	NA	NA
2018-09-01	50015	Lamoille	Kindergarten only	NA	NA	NA	NA	NA	NA	NA	NA	0.90	0.91	0.91	95.00	0.89	0.03	NA	NA	289.00	County	All	0.87	0.10
2018-09-01	50017	Orange	Kindergarten only	NA	NA	NA	NA	NA	NA	NA	NA	95.00	95.00	95.00	95.00	95.00	NA	NA	NA	313.00	County	All	95.00	NA
2018-09-01	50019	Orleans	Kindergarten only	NA	NA	NA	NA	NA	NA	NA	NA	0.89	0.89	0.91	0.93	0.92	0.03	NA	NA	259.00	County	All	0.88	0.10
2018-09-01	50021	Rutland	Kindergarten only	NA	NA	NA	NA	NA	NA	NA	NA	0.94	0.94	0.94	95.00	0.94	0.02	NA	NA	574.00	County	All	0.93	0.05
2018-09-01	50023	Washington	Kindergarten only	NA	NA	NA	NA	NA	NA	NA	NA	0.92	0.91	0.90	0.92	0.90	0.07	NA	NA	565.00	County	All	0.84	0.09
2018-09-01	50025	Windham	Kindergarten only	NA	NA	NA	NA	NA	NA	NA	NA	0.86	0.89	0.89	0.91	0.88	0.06	NA	NA	411.00	County	All	0.83	0.10
2018-09-01	50027	Windsor	Kindergarten only	NA	NA	NA	NA	NA	NA	NA	NA	0.92	0.92	0.92	0.94	0.91	0.03	NA	NA	516.00	County	All	0.87	0.11
2018-09-01	50	Vermont	All grades	NA	NA	NA	NA	NA	NA	NA	NA	0.93	0.93	0.94	0.93	0.93	0.05	<0.01	NA	8914.00	Independent school total	Independent	0.90	0.05
2018-09-01	50	Vermont	All grades	NA	NA	NA	NA	NA	NA	NA	NA	0.96	0.97	0.97	0.97	0.97	0.02	<0.01	NA	73277.00	Public school total	Public	0.95	0.03
2018-09-01	50	Vermont	All grades	NA	NA	NA	NA	NA	NA	NA	NA	0.96	0.97	0.97	0.97	0.97	0.03	<0.01	NA	82191.00	Statewide	All	0.94	0.03
2018-09-01	50	Vermont	Kindergarten only	NA	NA	NA	NA	NA	NA	NA	NA	0.93	0.93	0.93	0.95	0.93	0.03	<0.01	NA	6126.00	Statewide	All	0.90	0.07
2018-09-01	50001	Addison	All grades	NA	NA	NA	NA	NA	NA	NA	NA	95.00	95.00	95.00	95.00	95.00	0.03	<0.01	NA	4047.00	County	All	0.95	0.02
2018-09-01	50003	Bennington	All grades	NA	NA	NA	NA	NA	NA	NA	NA	0.94	95.00	95.00	95.00	95.00	0.02	<0.01	NA	5466.00	County	All	0.93	0.05
2018-09-01	50005	Caledonia	All grades	NA	NA	NA	NA	NA	NA	NA	NA	95.00	95.00	95.00	95.00	95.00	0.02	<0.01	NA	4391.00	County	All	95.00	0.03
2018-09-01	50007	Chittenden	All grades	NA	NA	NA	NA	NA	NA	NA	NA	95.00	95.00	95.00	95.00	95.00	NA	NA	NA	21017.00	County	All	95.00	0.02
2018-09-01	50009	Essex	All grades	NA	NA	NA	NA	NA	NA	NA	NA	95.00	95.00	95.00	95.00	95.00	0.03	NA	NA	476.00	County	All	0.95	0.03
2018-09-01	50011	Franklin	All grades	NA	NA	NA	NA	NA	NA	NA	NA	95.00	95.00	95.00	95.00	95.00	0.02	<0.01	NA	7310.00	County	All	0.94	0.04
2018-09-01	50013	Grand Isle	All grades	NA	NA	NA	NA	NA	NA	NA	NA	95.00	95.00	95.00	95.00	95.00	0.03	NA	NA	496.00	County	All	0.95	0.03
2018-09-01	50015	Lamoille	All grades	NA	NA	NA	NA	NA	NA	NA	NA	0.93	95.00	95.00	95.00	0.95	0.02	<0.01	NA	3529.00	County	All	0.91	0.06
2018-09-01	50017	Orange	All grades	NA	NA	NA	NA	NA	NA	NA	NA	95.00	95.00	95.00	95.00	95.00	NA	NA	NA	3672.00	County	All	95.00	0.02
2018-09-01	50019	Orleans	All grades	NA	NA	NA	NA	NA	NA	NA	NA	0.94	0.95	95.00	95.00	0.95	0.05	<0.01	NA	3708.00	County	All	0.92	0.03
2018-09-01	50021	Rutland	All grades	NA	NA	NA	NA	NA	NA	NA	NA	95.00	95.00	95.00	95.00	95.00	0.03	NA	NA	7174.00	County	All	95.00	NA
2018-09-01	50023	Washington	All grades	NA	NA	NA	NA	NA	NA	NA	NA	0.94	0.95	95.00	0.95	0.95	0.04	<0.01	NA	7862.00	County	All	0.92	0.04
2018-09-01	50025	Windham	All grades	NA	NA	NA	NA	NA	NA	NA	NA	0.95	95.00	95.00	95.00	95.00	0.03	<0.01	NA	5701.00	County	All	0.92	0.05
2018-09-01	50027	Windsor	All grades	NA	NA	NA	NA	NA	NA	NA	NA	95.00	95.00	95.00	95.00	95.00	0.03	<0.01	NA	6819.00	County	All	0.95	0.02
2018-09-01	50001	Addison	Kindergarten only	NA	NA	NA	NA	NA	NA	NA	NA	0.95	0.93	0.93	0.94	0.93	0.04	NA	NA	323.00	County	All	0.91	0.05
2018-09-01	50003	Bennington	Kindergarten only	NA	NA	NA	NA	NA	NA	NA	NA	0.91	0.92	0.92	0.95	0.92	0.02	NA	NA	353.00	County	All	0.89	0.09
2018-09-01	50005	Caledonia	Kindergarten only	NA	NA	NA	NA	NA	NA	NA	NA	95.00	95.00	0.94	95.00	0.94	0.03	NA	NA	264.00	County	All	0.93	0.04
2018-09-01	50007	Chittenden	Kindergarten only	NA	NA	NA	NA	NA	NA	NA	NA	95.00	95.00	95.00	95.00	95.00	0.02	NA	NA	1459.00	County	All	0.93	0.05
2018-09-01	50009	Essex	Kindergarten only	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	37.00	County	All	NA	NA
2018-09-01	50011	Franklin	Kindergarten only	NA	NA	NA	NA	NA	NA	NA	NA	0.91	0.91	0.92	0.95	0.90	0.02	NA	NA	567.00	County	All	0.88	0.10
2018-09-01	50013	Grand Isle	Kindergarten only	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	56.00	County	All	NA	NA
2018-09-01	50015	Lamoille	Kindergarten only	NA	NA	NA	NA	NA	NA	NA	NA	0.85	0.85	0.86	0.92	0.85	0.04	NA	NA	241.00	County	All	0.81	0.16
2018-09-01	50017	Orange	Kindergarten only	NA	NA	NA	NA	NA	NA	NA	NA	95.00	95.00	95.00	95.00	95.00	0.02	NA	NA	298.00	County	All	95.00	NA
2018-09-01	50019	Orleans	Kindergarten only	NA	NA	NA	NA	NA	NA	NA	NA	0.89	0.89	0.90	0.94	0.89	0.06	NA	NA	271.00	County	All	0.87	0.07
2018-09-01	50021	Rutland	Kindergarten only	NA	NA	NA	NA	NA	NA	NA	NA	0.95	0.95	0.95	95.00	0.94	0.03	NA	NA	519.00	County	All	0.94	0.03
2018-09-01	50023	Washington	Kindergarten only	NA	NA	NA	NA	NA	NA	NA	NA	0.91	0.91	0.90	0.93	0.89	0.06	NA	NA	562.00	County	All	0.87	0.07
2018-09-01	50025	Windham	Kindergarten only	NA	NA	NA	NA	NA	NA	NA	NA	0.90	0.89	0.92	0.94	0.92	0.05	NA	NA	372.00	County	All	0.85	0.10
2018-09-01	50027	Windsor	Kindergarten only	NA	NA	NA	NA	NA	NA	NA	NA	0.94	0.94	0.92	0.94	0.93	0.04	NA	NA	494.00	County	All	0.90	0.05
2018-09-01	50	Vermont	All grades	NA	NA	NA	NA	NA	NA	NA	NA	0.93	0.93	0.94	0.93	0.93	0.05	<0.01	NA	8975.00	Independent school total	Independent	0.90	0.05
2018-09-01	50	Vermont	All grades	NA	NA	NA	NA	NA	NA	NA	NA	0.96	0.97	0.97	0.97	0.97	0.02	<0.01	NA	72935.00	Public school total	Public	0.95	0.03
2018-09-01	50	Vermont	All grades	NA	NA	NA	NA	NA	NA	NA	NA	0.96	0.96	0.97	0.97	0.96	0.03	<0.01	NA	81910.00	Statewide	All	0.94	0.03
2018-09-01	50	Vermont	Kindergarten only	NA	NA	NA	NA	NA	NA	NA	NA	0.93	0.93	0.93	0.95	0.93	0.03	<0.01	NA	5816.00	Statewide	All	0.90	0.06
2018-09-01	50001	Addison	All grades	NA	NA	NA	NA	NA	NA	NA	NA	95.00	95.00	95.00	95.00	95.00	0.03	NA	NA	3959.00	County	All	0.95	0.02
2018-09-01	50003	Bennington	All grades	NA	NA	NA	NA	NA	NA	NA	NA	0.94	0.95	95.00	95.00	95.00	0.02	<0.01	NA	5384.00	County	All	0.92	0.06
2018-09-01	50005	Caledonia	All grades	NA	NA	NA	NA	NA	NA	NA	NA	95.00	95.00	95.00	95.00	95.00	0.03	NA	NA	4368.00	County	All	95.00	0.02
2018-09-01	50007	Chittenden	All grades	NA	NA	NA	NA	NA	NA	NA	NA	95.00	95.00	95.00	95.00	95.00	0.02	<0.01	NA	20809.00	County	All	0.95	0.03
2018-09-01	50009	Essex	All grades	NA	NA	NA	NA	NA	NA	NA	NA	95.00	95.00	95.00	95.00	95.00	0.01	NA	NA	454.00	County	All	95.00	NA
2018-09-01	50011	Franklin	All grades	NA	NA	NA	NA	NA	NA	NA	NA	95.00	95.00	95.00	95.00	95.00	0.02	<0.01	NA	7230.00	County	All	95.00	0.03
2018-09-01	50013	Grand Isle	All grades	NA	NA	NA	NA	NA	NA	NA	NA	95.00	95.00	95.00	95.00	95.00	0.03	NA	NA	482.00	County	All	95.00	NA
2018-09-01	50015	Lamoille	All grades	NA	NA	NA	NA	NA	NA	NA	NA	0.93	0.95	95.00	95.00	0.94	0.02	<0.01	NA	3430.00	County	All	0.91	0.07
2018-09-01	50017	Orange	All grades	NA	NA	NA	NA	NA	NA	NA	NA	95.00	95.00	95.00	95.00	95.00	0.02	NA	NA	3649.00	County	All	95.00	0.01
2018-09-01	50019	Orleans	All grades	NA	NA	NA	NA	NA	NA	NA	NA	0.93	0.94	0.95	0.95	0.94	0.05	<0.01	NA	3633.00	County	All	0.92	0.03
2018-09-01	50021	Rutland	All grades	NA	NA	NA	NA	NA	NA	NA	NA	95.00	95.00	95.00	95.00	95.00	0.03	<0.01	NA	7206.00	County	All	0.95	0.03
2018-09-01	50023	Washington	All grades	NA	NA	NA	NA	NA	NA	NA	NA	0.93	0.94	0.94	0.94	0.94	0.06	<0.01	NA	7869.00	County	All	0.92	0.03
2018-09-01	50025	Windham	All grades	NA	NA	NA	NA	NA	NA	NA	NA	0.93	0.94	95.00	0.95	0.95	0.04	<0.01	NA	5652.00	County	All	0.91	0.05
2018-09-01	50027	Windsor	All grades	NA	NA	NA	NA	NA	NA	NA	NA	95.00	95.00	95.00	95.00	95.00	0.03	<0.01	NA	6588.00	County	All	0.95	0.02
2018-09-01	50001	Addison	Kindergarten only	NA	NA	NA	NA	NA	NA	NA	NA	95.00	95.00	95.00	95.00	95.00	NA	NA	NA	322.00	County	All	95.00	0.03
2018-09-01	50003	Bennington	Kindergarten only	NA	NA	NA	NA	NA	NA	NA	NA	0.91	0.89	0.91	0.94	0.90	0.04	NA	NA	335.00	County	All	0.88	0.09
2018-09-01	50005	Caledonia	Kindergarten only	NA	NA	NA	NA	NA	NA	NA	NA	0.93	0.93	0.94	95.00	0.93	0.06	NA	NA	241.00	County	All	0.90	0.04
2018-09-01	50007	Chittenden	Kindergarten only	NA	NA	NA	NA	NA	NA	NA	NA	0.95	0.95	0.95	95.00	0.94	0.03	<0.01	NA	1380.00	County	All	0.93	0.03
2018-09-01	50009	Essex	Kindergarten only	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	45.00	County	All	NA	NA
2018-09-01	50011	Franklin	Kindergarten only	NA	NA	NA	NA	NA	NA	NA	NA	0.93	0.93	0.94	95.00	0.93	0.03	NA	NA	530.00	County	All	0.92	0.06
2018-09-01	50013	Grand Isle	Kindergarten only	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	52.00	County	All	NA	NA
2018-09-01	50015	Lamoille	Kindergarten only	NA	NA	NA	NA	NA	NA	NA	NA	0.88	0.88	0.87	0.92	0.85	NA	NA	NA	234.00	County	All	0.82	0.16
2018-09-01	50017	Orange	Kindergarten only	NA	NA	NA	NA	NA	NA	NA	NA	95.00	95.00	95.00	95.00	95.00	0.03	NA	NA	290.00	County	All	95.00	NA
2018-09-01	50019	Orleans	Kindergarten only	NA	NA	NA	NA	NA	NA	NA	NA	0.90	0.90	0.91	0.91	0.90	0.07	NA	NA	255.00	County	All	0.89	0.04
2018-09-01	50021	Rutland	Kindergarten only	NA	NA	NA	NA	NA	NA	NA	NA	0.93	0.92	0.92	95.00	0.92	0.05	NA	NA	481.00	County	All	0.90	0.05
2018-09-01	50023	Washington	Kindergarten only	NA	NA	NA	NA	NA	NA	NA	NA	0.91	0.91	0.90	0.94	0.90	0.07	NA	NA	564.00	County	All	0.88	0.05
2018-09-01	50025	Windham	Kindergarten only	NA	NA	NA	NA	NA	NA	NA	NA	0.85	0.86	0.90	0.92	0.90	0.04	NA	NA	371.00	County	All	0.83	0.12
2018-09-01	50027	Windsor	Kindergarten only	NA	NA	NA	NA	NA	NA	NA	NA	0.94	0.95	0.93	95.00	0.93	0.03	NA	NA	530.00	County	All	0.90	0.06
2018-09-01	50	Vermont	All grades	NA	NA	NA	NA	NA	NA	NA	NA	0.92	0.92	0.93	0.92	0.92	0.06	<0.01	NA	9166.00	Independent school total	Independent	0.89	0.05
2018-09-01	50	Vermont	All grades	NA	NA	NA	NA	NA	NA	NA	NA	0.96	0.97	0.97	0.97	0.97	0.03	<0.01	NA	71790.00	Public school total	Public	0.95	0.03
2018-09-01	50	Vermont	All grades	NA	NA	NA	NA	NA	NA	NA	NA	0.95	0.96	0.96	0.96	0.96	0.03	<0.01	NA	80956.00	Statewide	All	0.94	0.03
2018-09-01	50	Vermont	Kindergarten only	NA	NA	NA	NA	NA	NA	NA	NA	0.93	0.93	0.93	0.95	0.92	0.04	<0.01	NA	5630.00	Statewide	All	0.91	0.06
2018-09-01	50001	Addison	All grades	NA	NA	NA	NA	NA	NA	NA	NA	95.00	95.00	95.00	95.00	95.00	0.03	NA	NA	3963.00	County	All	0.94	0.02
2018-09-01	50003	Bennington	All grades	NA	NA	NA	NA	NA	NA	NA	NA	0.94	95.00	95.00	95.00	95.00	0.03	<0.01	NA	5298.00	County	All	0.93	0.04
2018-09-01	50005	Caledonia	All grades	NA	NA	NA	NA	NA	NA	NA	NA	95.00	95.00	95.00	95.00	95.00	0.03	NA	NA	4325.00	County	All	95.00	NA
2018-09-01	50007	Chittenden	All grades	NA	NA	NA	NA	NA	NA	NA	NA	95.00	95.00	95.00	95.00	95.00	0.03	<0.01	NA	20584.00	County	All	0.94	0.03
2018-09-01	50009	Essex	All grades	NA	NA	NA	NA	NA	NA	NA	NA	95.00	95.00	95.00	95.00	95.00	0.03	NA	NA	459.00	County	All	0.94	0.03
2018-09-01	50011	Franklin	All grades	NA	NA	NA	NA	NA	NA	NA	NA	95.00	95.00	95.00	95.00	95.00	0.02	<0.01	NA	7252.00	County	All	0.95	0.04
2018-09-01	50013	Grand Isle	All grades	NA	NA	NA	NA	NA	NA	NA	NA	95.00	95.00	95.00	95.00	95.00	0.03	NA	NA	475.00	County	All	95.00	NA
2018-09-01	50015	Lamoille	All grades	NA	NA	NA	NA	NA	NA	NA	NA	0.94	95.00	95.00	95.00	0.94	0.02	NA	NA	3380.00	County	All	0.91	0.06
2018-09-01	50017	Orange	All grades	NA	NA	NA	NA	NA	NA	NA	NA	95.00	95.00	95.00	95.00	95.00	0.02	NA	NA	3528.00	County	All	95.00	NA
2018-09-01	50019	Orleans	All grades	NA	NA	NA	NA	NA	NA	NA	NA	0.94	0.95	95.00	95.00	95.00	0.05	<0.01	NA	3607.00	County	All	0.93	0.02
2018-09-01	50021	Rutland	All grades	NA	NA	NA	NA	NA	NA	NA	NA	95.00	95.00	95.00	95.00	95.00	0.03	<0.01	NA	6953.00	County	All	95.00	0.02
2018-09-01	50023	Washington	All grades	NA	NA	NA	NA	NA	NA	NA	NA	0.94	0.94	95.00	0.95	0.95	0.08	<0.01	NA	7678.00	County	All	0.90	0.02
2018-09-01	50025	Windham	All grades	NA	NA	NA	NA	NA	NA	NA	NA	0.93	0.95	95.00	0.95	0.95	0.04	<0.01	NA	5575.00	County	All	0.91	0.05
2018-09-01	50027	Windsor	All grades	NA	NA	NA	NA	NA	NA	NA	NA	95.00	95.00	95.00	95.00	95.00	0.03	NA	NA	6407.00	County	All	95.00	NA
2018-09-01	50001	Addison	Kindergarten only	NA	NA	NA	NA	NA	NA	NA	NA	95.00	0.95	0.94	95.00	0.93	0.03	NA	NA	289.00	County	All	0.91	0.06
2018-09-01	50003	Bennington	Kindergarten only	NA	NA	NA	NA	NA	NA	NA	NA	0.91	0.91	0.90	0.92	0.90	0.05	NA	NA	308.00	County	All	0.89	0.06
2018-09-01	50005	Caledonia	Kindergarten only	NA	NA	NA	NA	NA	NA	NA	NA	0.91	0.93	0.92	95.00	0.91	0.04	NA	NA	229.00	County	All	0.91	0.05
2018-09-01	50007	Chittenden	Kindergarten only	NA	NA	NA	NA	NA	NA	NA	NA	0.95	0.94	95.00	95.00	0.95	0.03	NA	NA	1432.00	County	All	0.92	0.05
2018-09-01	50009	Essex	Kindergarten only	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	41.00	County	All	NA	NA
2018-09-01	50011	Franklin	Kindergarten only	NA	NA	NA	NA	NA	NA	NA	NA	0.94	95.00	95.00	95.00	0.95	NA	NA	NA	546.00	County	All	0.92	0.07
2018-09-01	50013	Grand Isle	Kindergarten only	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	64.00	County	All	NA	NA
2018-09-01	50015	Lamoille	Kindergarten only	NA	NA	NA	NA	NA	NA	NA	NA	0.90	0.91	0.91	0.92	0.77	0.06	NA	NA	228.00	County	All	0.75	0.21
2018-09-01	50017	Orange	Kindergarten only	NA	NA	NA	NA	NA	NA	NA	NA	0.94	0.94	0.95	95.00	95.00	0.02	NA	NA	256.00	County	All	0.93	0.04
2018-09-01	50019	Orleans	Kindergarten only	NA	NA	NA	NA	NA	NA	NA	NA	0.92	0.92	0.92	0.95	0.92	0.05	NA	NA	273.00	County	All	0.90	0.04
2018-09-01	50021	Rutland	Kindergarten only	NA	NA	NA	NA	NA	NA	NA	NA	0.94	0.94	0.93	95.00	0.93	0.04	NA	NA	469.00	County	All	0.93	0.03
2018-09-01	50023	Washington	Kindergarten only	NA	NA	NA	NA	NA	NA	NA	NA	0.94	0.93	0.93	0.94	0.93	0.05	NA	NA	516.00	County	All	0.91	0.03
2018-09-01	50025	Windham	Kindergarten only	NA	NA	NA	NA	NA	NA	NA	NA	0.87	0.89	0.91	0.93	0.91	0.08	NA	NA	342.00	County	All	0.85	0.07
2018-09-01	50027	Windsor	Kindergarten only	NA	NA	NA	NA	NA	NA	NA	NA	0.95	0.95	95.00	95.00	95.00	0.03	NA	NA	439.00	County	All	0.94	0.04
2018-09-01	50	Vermont	All grades	NA	NA	NA	NA	NA	NA	NA	NA	0.92	0.92	0.93	0.93	0.92	0.06	0.01	NA	9224.00	Independent school total	Independent	0.89	0.05
2018-09-01	50	Vermont	All grades	NA	NA	NA	NA	NA	NA	NA	NA	0.96	0.97	0.97	0.97	0.97	0.03	<0.01	NA	70475.00	Public school total	Public	0.94	0.02
2018-09-01	50	Vermont	All grades	NA	NA	NA	NA	NA	NA	NA	NA	0.96	0.96	0.97	0.96	0.96	0.03	<0.01	NA	79699.00	Statewide	All	0.94	0.03
2018-09-01	50	Vermont	Kindergarten only	NA	NA	NA	NA	NA	NA	NA	NA	0.93	0.93	0.94	0.95	0.93	0.04	<0.01	NA	5432.00	Statewide	All	0.91	0.05
