time	geography	geography_name	grade	N_dtap	N_polio	N_mmr	N_hep_b	N_varicella	N_personal_exempt	N_medical_exempt	N_full_exempt	pct_dtap	pct_polio	pct_mmr	pct_hep_b	pct_varicella	pct_personal_exempt	pct_medical_exempt	pct_full_exempt
2018-09-01	09001	Fairfield	Overall	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.02	<0.01	0.02
2019-09-01	09001	Fairfield	Overall	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.02	<0.01	0.03
2020-09-01	09001	Fairfield	Overall	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.02	<0.01	0.03
2021-09-01	09001	Fairfield	Overall	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.02	<0.01	0.03
2022-09-01	09001	Fairfield	Overall	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.02	<0.01	0.03
2023-09-01	09001	Fairfield	Overall	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.02	<0.01	0.02
2024-09-01	09001	Fairfield	Overall	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.02	<0.01	0.02
2025-09-01	09001	Fairfield	Overall	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.01	<0.01	0.02
2018-09-01	09003	Hartford	Overall	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.01	<0.01	0.02
2019-09-01	09003	Hartford	Overall	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.01	<0.01	0.02
2020-09-01	09003	Hartford	Overall	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.02	<0.01	0.02
2021-09-01	09003	Hartford	Overall	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.02	<0.01	0.02
2022-09-01	09003	Hartford	Overall	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.02	<0.01	0.02
2023-09-01	09003	Hartford	Overall	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.02	<0.01	0.02
2024-09-01	09003	Hartford	Overall	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.01	<0.01	0.01
2025-09-01	09003	Hartford	Overall	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.01	<0.01	0.01
2018-09-01	09005	Litchfield	Overall	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.02	<0.01	0.02
2019-09-01	09005	Litchfield	Overall	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.03	<0.01	0.03
2020-09-01	09005	Litchfield	Overall	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.03	<0.01	0.03
2021-09-01	09005	Litchfield	Overall	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.03	<0.01	0.03
2022-09-01	09005	Litchfield	Overall	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.03	<0.01	0.04
2023-09-01	09005	Litchfield	Overall	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.03	<0.01	0.03
2024-09-01	09005	Litchfield	Overall	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.02	<0.01	0.02
2025-09-01	09005	Litchfield	Overall	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.02	<0.01	0.02
2018-09-01	09007	Middlesex	Overall	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.02	<0.01	0.02
2019-09-01	09007	Middlesex	Overall	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.02	<0.01	0.02
2020-09-01	09007	Middlesex	Overall	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.03	<0.01	0.03
2021-09-01	09007	Middlesex	Overall	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.02	<0.01	0.03
