"OBJECTID","SCHOOL","DIST_SCHL","DISTSCHL","ADDRESS","CITY","STATE","ZIP","MAIL_CITY","MAIL_ST","DISTRICT","COMMENT","WebAllPercentMinReq","WebAllPercentInProcess","WebAllPercentBehindSchedule","WebAllPercentNoRecord","WebAllPercentHealth","WebAllPercentRelig","WebAllPercentPers","WebAllPercentNoShots","WebAllPercentMinReq_TXT","WebAllPercentInProcess_TXT","WebAllPercentBehindSchedule_TXT","WebAllPercentNoRecord_TXT","WebAllPercentHealth_TXT","WebAllPercentRelig_TXT","WebAllPercentPers_TXT","WebAllPercentNoShots_TXT","LAT","LON"
1604,"Houlton Elementary","2611/0020",,"70 Houlton School Circle","Houlton","WI","54082-2038",,,"Hudson","Report received",93,4,4,4,4,4,5,4,"93%","<5%","<5%","<5%","<5%","<5%","5%","<5%",45.06127052,-92.78623008
1605,"Howard and Suamico 4K Collaborative","2604/0130",,"2706 Lineville Rd","Green Bay","WI","54313-7151",,,"Howard-Suamico","Report received",90,4,4,4,4,4,4,4,"90%","<5%","<5%","<5%","<5%","<5%","<5%","<5%",44.59184845,-88.08750666
1606,"Howard Elementary","2604/0060",,"631 W Idlewild Ct","Green Bay","WI","54303-6598",,,"Howard-Suamico","Report received",85,4,4,4,4,4,4,4,"85%","<5%","<5%","<5%","<5%","<5%","<5%","<5%",44.55979717,-88.07372415
1607,"Howards Grove High","2605/0060",,"401 Audubon Rd","Howards Grove","WI","53083-1274",,,"Howards Grove","Report received",96,4,4,4,4,4,4,4,">95%","<5%","<5%","<5%","<5%","<5%","<5%","<5%",43.82924103,-87.81497948
1608,"Howards Grove Middle","2605/0125",,"506 Kennedy Ave","Howards Grove","WI","53083-1197",,,"Howards Grove","Report received",91,4,4,4,4,4,6,4,"91%","<5%","<5%","<5%","<5%","<5%","6%","<5%",43.83980275,-87.81949984
1609,"Howe Elementary","2289/0320",,"525 S Madison St","Green Bay","WI","54301-4103",,,"Green Bay Area Public","Report received",84,6,6,4,4,4,4,4,"84%","6%","6%","<5%","<5%","<5%","<5%","<5%",44.50713982,-88.01527839
1610,"Howe Elementary","6685/0120",,"221 8th St N","Wisconsin Rapids","WI","54494-4499",,,"Wisconsin Rapids","Report received",89,4,4,4,4,4,7,4,"89%","<5%","<5%","<5%","<5%","<5%","7%","<5%",44.39018189,-89.81764029
1611,"Hudson 4K","2611/0190",,"70 County Road E","Houlton","WI","54082-2038",,,"Hudson","Report received",95,4,4,4,4,4,6,4,"95%","<5%","<5%","<5%","<5%","<5%","6%","<5%",45.06127052,-92.78623008
1612,"Hudson High","2611/0080",,"1501 Vine St","Hudson","WI","54016-1881",,,"Hudson","Report received",89,4,4,4,4,4,10,4,"89%","<5%","<5%","<5%","<5%","<5%","10%","<5%",44.97997978,-92.7385799
1613,"Hudson Middle","2611/0070",,"1300 Carmichael Rd","Hudson","WI","54016-7711",,,"Hudson","Report received",83,4,4,4,4,4,15,4,"83%","<5%","<5%","<5%","<5%","<5%","15%","<5%",44.98464457,-92.71875425
1614,"Hudson Prairie Elementary","2611/0140",,"1400 Carmichael Rd","Hudson","WI","54016-7715",,,"Hudson","Report received",91,4,4,4,4,4,9,4,"91%","<5%","<5%","<5%","<5%","<5%","9%","<5%",44.98556683,-92.71794109
1615,"Hudson Virtual Charter School","2611/0400",,"1501 Vine St","Hudson","WI","54016-1881",,,"Hudson","No report received",-6,-6,-6,-6,-6,-6,-6,-6,"No Report Received","No Report Received","No Report Received","No Report Received","No Report Received","No Report Received","No Report Received","No Report Received",44.97997978,-92.7385799
1616,"Huegel Elementary","3269/0660",,"2601 Prairie Rd","Madison","WI","53711-4198",,,"Madison Metropolitan","Report received",93,4,4,4,4,4,4,4,"93%","<5%","<5%","<5%","<5%","<5%","<5%","<5%",43.0247663,-89.48797716
1617,"Humboldt Park Elementary","3619/0223",,"3230 S Adams Ave","Milwaukee","WI","53207-2706",,,"Milwaukee","Report received",71,4,16,4,4,4,4,4,"71%","<5%","16%","<5%","<5%","<5%","<5%","<5%",42.98565759,-87.90234842
1618,"Humke Elementary","3906/0040",,"500 S Section St","Nekoosa","WI","54457-1499",,,"Nekoosa","Report received",89,4,4,4,4,4,9,4,"89%","<5%","<5%","<5%","<5%","<5%","9%","<5%",44.31026123,-89.90495909
1619,"Huntley Elementary","0147/0200",,"2224 N Ullman St","Appleton","WI","54911-3243",,,"Appleton Area","Report received",96,4,4,4,4,4,4,4,">95%","<5%","<5%","<5%","<5%","<5%","<5%","<5%",44.28279118,-88.38140475
1620,"Hurley Elementary","2618/0080",,"5503 W Range View Dr","Hurley","WI","54534-9000",,,"Hurley","Report received",90,4,4,4,4,4,7,4,"90%","<5%","<5%","<5%","<5%","<5%","7%","<5%",46.45571621,-90.20346831
1621,"Hurley High","2618/0060",,"5503 W Range View Dr","Hurley","WI","54534-9000",,,"Hurley","Report received",94,4,4,4,4,4,5,4,"94%","<5%","<5%","<5%","<5%","<5%","5%","<5%",46.45571621,-90.20346831
1622,"Hustisford High","2625/0040",,"845 S Lake St","Hustisford","WI","53034",,,"Hustisford","No report received",-6,-6,-6,-6,-6,-6,-6,-6,"No Report Received","No Report Received","No Report Received","No Report Received","No Report Received","No Report Received","No Report Received","No Report Received",43.33779125,-88.60515374
1623,"IDEAL Individualized Developmental Educational Approaches to Learning","3619/0165",,"1420 W Goldcrest Ave","Milwaukee","WI","53221",,,"Milwaukee","Report received",73,4,15,8,4,4,4,4,"73%","<5%","15%","8%","<5%","<5%","<5%","<5%",42.93974214,-87.93161133
1624,"iForward","2233/0400",,"500 E James Ave","Grantsburg","WI","54840-7959",,,"Grantsburg","No report received",-6,-6,-6,-6,-6,-6,-6,-6,"No Report Received","No Report Received","No Report Received","No Report Received","No Report Received","No Report Received","No Report Received","No Report Received",45.77563162,-92.67337071
1625,"iLEAD Individualized Leadership and Entrepreneurship Academic Discovery","3360/0410",,"800 Grayside Ave","Mauston","WI","53948",,,"Mauston","Report received",89,4,4,4,4,4,8,4,"89%","<5%","<5%","<5%","<5%","<5%","8%","<5%",43.78782941,-90.08865557
1626,"Independence Elementary","2632/0020",,"23786 Indee Blvd","Independence","WI","54747-9095",,,"Independence","Report received",96,4,4,4,4,4,4,4,">95%","<5%","<5%","<5%","<5%","<5%","<5%","<5%",44.36850716,-91.42197826
1627,"Independence High","2632/0040",,"23786 Indee Blvd","Independence","WI","54747-9095",,,"Independence","Report received",96,4,4,4,4,4,9,11,">95%","<5%","<5%","<5%","<5%","<5%","9%","11%",44.36850716,-91.42197826
1628,"Independence Middle","2632/0250",,"23786 Indee Blvd","Independence","WI","54747-9095",,,"Independence","Report received",96,4,4,4,4,4,13,16,">95%","<5%","<5%","<5%","<5%","<5%","13%","16%",44.36850716,-91.42197826
1629,"Indian Hill School","1897/0020",,"1101 W Brown Deer Rd","River Hills","WI","53217-2199",,,"Maple Dale-Indian Hill","Report received",96,4,4,4,4,4,8,4,">95%","<5%","<5%","<5%","<5%","<5%","8%","<5%",43.1757731,-87.92131161
1630,"Indian Mound Middle","3381/0060",,"6330 Exchange St","McFarland","WI","53558-9250",,,"McFarland","Report received",81,4,14,4,4,4,4,4,"81%","<5%","14%","<5%","<5%","<5%","<5%","<5%",43.00980013,-89.29772578
1631,"Indian Trail High School and Academy","2793/0410",,"6800 60th St","Kenosha","WI","53144-7830",,,"Kenosha","Report received",94,4,4,4,4,4,5,4,"94%","<5%","<5%","<5%","<5%","<5%","5%","<5%",42.58348619,-87.88935281
1632,"Innovations STEM Academy","5460/0200",,"1225 N Water St","Sparta","WI","54656",,,"Sparta Area","Report received",85,4,12,4,4,4,4,4,"85%","<5%","12%","<5%","<5%","<5%","<5%","<5%",43.9586147,-90.80845352
1633,"Innovative High","3269/0460",,"1045 E Dayton St","Madison","WI","53703-2427",,,"Madison Metropolitan","No report received",-6,-6,-6,-6,-6,-6,-6,-6,"No Report Received","No Report Received","No Report Received","No Report Received","No Report Received","No Report Received","No Report Received","No Report Received",43.08563874,-89.37181328
1634,"Innovative & Alternative Middle","3269/0220",,"1045 E Dayton St","Madison","WI","53703-2427",,,"Madison Metropolitan","No report received",-6,-6,-6,-6,-6,-6,-6,-6,"No Report Received","No Report Received","No Report Received","No Report Received","No Report Received","No Report Received","No Report Received","No Report Received",43.08563874,-89.37181328
1635,"Insight School of Wisconsin High","3381/0470",,"4721 Dale-Curtin","McFarland","WI","53558",,,"McFarland","No report received",-6,-6,-6,-6,-6,-6,-6,-6,"No Report Received","No Report Received","No Report Received","No Report Received","No Report Received","No Report Received","No Report Received","No Report Received",43.01470884,-89.30034275
1636,"Iola-Scandinavia Elementary","2639/0020",,"450 Division St","Iola","WI","54945-9629",,,"Iola-Scandinavia","Report received",88,4,4,4,4,4,12,4,"88%","<5%","<5%","<5%","<5%","<5%","12%","<5%",44.50365129,-89.12458962
1637,"Iola-Scandinavia High","2639/0040",,"540 S Jackson St","Iola","WI","54945-9057",,,"Iola-Scandinavia","Report received",89,4,4,4,4,4,10,4,"89%","<5%","<5%","<5%","<5%","<5%","10%","<5%",44.50161265,-89.1274079
1638,"Iowa-Grant Elementary/Middle","2646/0020",,"498 County Road IG","Livingston","WI","53554-9527",,,"Iowa-Grant","Report received",96,4,4,4,6,4,6,4,">95%","<5%","<5%","<5%","6%","<5%","6%","<5%",42.93184548,-90.39568792
1639,"Iowa-Grant High","2646/0040",,"462 County Road IG","Livingston","WI","53554-9527",,,"Iowa-Grant","Report received",95,4,4,4,5,4,5,4,"95%","<5%","<5%","<5%","5%","<5%","5%","<5%",42.9303703,-90.39784656
1640,"Iron River Elementary","3297/0080",,"7730 Pettingill Ave","Iron River","WI","54847",,,"Maple","Report received",86,4,4,4,4,4,11,4,"86%","<5%","<5%","<5%","<5%","<5%","11%","<5%",46.56095801,-91.41326484
1641,"Irving Elementary","6300/0140",,"10230 W Grant St","West Allis","WI","53227-1399",,,"West Allis-West Milwaukee","Report received",93,4,4,4,4,4,4,4,"93%","<5%","<5%","<5%","<5%","<5%","<5%","<5%",43.00427862,-88.04050841
1642,"Island City Academy","1260/0420",,"980 8th Ave","Cumberland","WI","54829",,,"Cumberland","Report received, <10 students",-9,-9,-9,-9,-9,-9,-9,-9,"No Data","No Data","No Data","No Data","No Data","No Data","No Data","No Data",45.52875,-92.03011204
1643,"Island City Virtual Academy","1260/0800",,"1010 8th Ave","Cumberland","WI","54829-9174",,,"Cumberland","No report received",-6,-6,-6,-6,-6,-6,-6,-6,"No Report Received","No Report Received","No Report Received","No Report Received","No Report Received","No Report Received","No Report Received","No Report Received",45.52875287,-92.03011328
1644,"Isthmus Montessori Academy Public","8018/8141",,"1802 Pankratz St","Madison","WI","53704-4069",,,"Isthmus Montessori Academy, Inc.","Report received",83,4,4,4,4,6,10,8,"83%","<5%","<5%","<5%","<5%","6%","10%","8%",43.11916208,-89.35417546
1645,"Ithaca Elementary","2660/0040",,"24615 State Hwy 58","Richland Center","WI","53581-6642",,,"Ithaca","Report received",91,4,4,4,4,4,6,4,"91%","<5%","<5%","<5%","<5%","<5%","6%","<5%",43.34105693,-90.28032174
1646,"Ithaca High","2660/0060",,"24615 State Hwy 58","Richland Center","WI","53581-6642",,,"Ithaca","Report received",96,4,4,4,4,4,4,4,">95%","<5%","<5%","<5%","<5%","<5%","<5%","<5%",43.34105693,-90.28032174
1647,"Ithaca Middle","2660/0080",,"24615 State Hwy 58","Richland Center","WI","53581-6642",,,"Ithaca","Report received",78,4,4,4,4,4,17,4,"78%","<5%","<5%","<5%","<5%","<5%","17%","<5%",43.34105693,-90.28032174
1648,"Ixonia Elementary","4060/0080",,"N8425 North St","Ixonia","WI","53036-9786",,,"Oconomowoc Area","Report received",93,4,4,4,4,4,6,4,"93%","<5%","<5%","<5%","<5%","<5%","6%","<5%",43.14849408,-88.59833021
1649,"J C McKenna Middle","1694/0060",,"307 S 1st St","Evansville","WI","53536-1307",,,"Evansville Community","Report received",86,4,4,4,4,4,11,4,"86%","<5%","<5%","<5%","<5%","<5%","11%","<5%",42.77638699,-89.30195991
1650,"Jack Young Middle","0280/0020",,"1531 Draper St","Baraboo","WI","53913-1236",,,"Baraboo","Report received",86,4,4,4,4,4,10,4,"86%","<5%","<5%","<5%","<5%","<5%","10%","<5%",43.48062705,-89.75590574
1651,"Jackson Elementary","1638/0120",,"13 N Jackson St","Elkhorn","WI","53121-1905",,,"Elkhorn Area","Report received",92,4,4,4,4,4,6,4,"92%","<5%","<5%","<5%","<5%","<5%","6%","<5%",42.67193035,-88.53882346
1652,"Jackson Elementary","2289/0340",,"1306 S Ridge Rd","Green Bay","WI","54304-3298",,,"Green Bay Area Public","Report received",90,4,4,4,4,4,4,4,"90%","<5%","<5%","<5%","<5%","<5%","<5%","<5%",44.51148776,-88.05862983
1653,"Jackson Elementary","2695/0140",,"441 W Burbank Ave","Janesville","WI","53546-3243",,,"Janesville","Report received",96,4,4,4,4,4,4,4,">95%","<5%","<5%","<5%","<5%","<5%","<5%","<5%",42.64518845,-89.01857839
1654,"Jackson Elementary","3290/0100",,"1201 N 18th St","Manitowoc","WI","54220-2699",,,"Manitowoc","Report received",96,4,4,4,4,4,4,4,">95%","<5%","<5%","<5%","<5%","<5%","<5%","<5%",44.11083243,-87.66978994
1655,"Jackson Elementary","3619/0377",,"2121 W Hadley St","Milwaukee","WI","53206-1620",,,"Milwaukee","No report received",-6,-6,-6,-6,-6,-6,-6,-6,"No Report Received","No Report Received","No Report Received","No Report Received","No Report Received","No Report Received","No Report Received","No Report Received",43.06913108,-87.93933675
1656,"Jackson Elementary","5271/0120",,"2530 Weeden Creek Rd","Sheboygan","WI","53081-7499",,,"Sheboygan Area","Report received",93,4,4,4,4,4,6,4,"93%","<5%","<5%","<5%","<5%","<5%","6%","<5%",43.70290399,-87.74112365
1657,"Jackson Elementary","6307/0080",,"W204N16850 Jackson Dr","Jackson","WI","53037-9601",,,"West Bend","Report received",95,4,4,4,4,4,4,4,"95%","<5%","<5%","<5%","<5%","<5%","<5%","<5%",43.32474508,-88.16136204
1658,"James E Dottke Alternative School","6300/0490",,"7815 W Lapham  St","West Allis","WI","53214-4502",,,"West Allis-West Milwaukee","Report received",89,4,6,4,4,4,4,4,"89%","<5%","6%","<5%","<5%","<5%","<5%","<5%",43.01255789,-88.01019088
1659,"James Madison Academic Campus","3619/0409",,"8135 W Florist Ave","Milwaukee","WI","53218-1745",,,"Milwaukee","Report received",85,4,12,4,4,4,4,4,"85%","<5%","12%","<5%","<5%","<5%","<5%","<5%",43.12611177,-88.01329764
1660,"James Madison Elementary","5271/0240",,"2302 David Ave","Sheboygan","WI","53081-5095",,,"Sheboygan Area","Report received",94,4,4,4,4,4,4,4,"94%","<5%","<5%","<5%","<5%","<5%","<5%","<5%",43.73813369,-87.73584206
1661,"James Williams Middle","4781/0090",,"915 Acacia Ln","Rhinelander","WI","54501-2806",,,"Rhinelander","Report received",96,4,14,4,4,4,4,4,">95%","<5%","14%","<5%","<5%","<5%","<5%","<5%",45.64740866,-89.39422435
1662,"James Wright Middle","3269/0440",,"1717 Fish Hatchery Rd","Madison","WI","53713-1244",,,"Madison Metropolitan","Report received",91,4,5,4,4,4,4,4,"91%","<5%","5%","<5%","<5%","<5%","<5%","<5%",43.04875148,-89.40024841
1663,"Janssen Elementary","2835/0020",,"420 Wallace St","Combined Locks","WI","54113-1199",,,"Kimberly Area","Report received",92,4,4,4,4,4,4,4,"92%","<5%","<5%","<5%","<5%","<5%","<5%","<5%",44.26701702,-88.30728529
1664,"JEDI Virtual K-12","0280/9803",,,,,,,,"Baraboo","No report received",-6,-6,-6,-6,-6,-6,-6,-6,"No Report Received","No Report Received","No Report Received","No Report Received","No Report Received","No Report Received","No Report Received","No Report Received",,
1665,"JEDI Virtual K-12","0336/9803",,,,,,,,"Beaver Dam Unified","No report received",-6,-6,-6,-6,-6,-6,-6,-6,"No Report Received","No Report Received","No Report Received","No Report Received","No Report Received","No Report Received","No Report Received","No Report Received",,
1666,"JEDI Virtual K-12","0422/9803",,,,,,,,"Beloit Turner","No report received",-6,-6,-6,-6,-6,-6,-6,-6,"No Report Received","No Report Received","No Report Received","No Report Received","No Report Received","No Report Received","No Report Received","No Report Received",,
1667,"JEDI Virtual K-12","0777/9803",,,,,,,,"Burlington Area","No report received",-6,-6,-6,-6,-6,-6,-6,-6,"No Report Received","No Report Received","No Report Received","No Report Received","No Report Received","No Report Received","No Report Received","No Report Received",,
1668,"JEDI Virtual K-12","0896/9803",,,,,,,,"Cambridge","No report received",-6,-6,-6,-6,-6,-6,-6,-6,"No Report Received","No Report Received","No Report Received","No Report Received","No Report Received","No Report Received","No Report Received","No Report Received",,
1669,"JEDI Virtual K-12","1183/9803",,,,,,,,"Columbus","No report received",-6,-6,-6,-6,-6,-6,-6,-6,"No Report Received","No Report Received","No Report Received","No Report Received","No Report Received","No Report Received","No Report Received","No Report Received",,
1670,"JEDI Virtual K-12","1568/9803",,,,,,,,"Edgerton","No report received",-6,-6,-6,-6,-6,-6,-6,-6,"No Report Received","No Report Received","No Report Received","No Report Received","No Report Received","No Report Received","No Report Received","No Report Received",,
1671,"JEDI Virtual K-12","1694/9803",,,,,,,,"Evansville Community","No report received",-6,-6,-6,-6,-6,-6,-6,-6,"No Report Received","No Report Received","No Report Received","No Report Received","No Report Received","No Report Received","No Report Received","No Report Received",,
1672,"JEDI Virtual K-12","1883/9803",,,,,,,,"Fort Atkinson","No report received",-6,-6,-6,-6,-6,-6,-6,-6,"No Report Received","No Report Received","No Report Received","No Report Received","No Report Received","No Report Received","No Report Received","No Report Received",,
1673,"JEDI Virtual K-12","2702/9803",,,,,,,,"Jefferson","No report received",-6,-6,-6,-6,-6,-6,-6,-6,"No Report Received","No Report Received","No Report Received","No Report Received","No Report Received","No Report Received","No Report Received","No Report Received",,
1674,"JEDI Virtual K-12","3220/9803",,,,,,,,"Luxemburg-Casco","No report received",-6,-6,-6,-6,-6,-6,-6,-6,"No Report Received","No Report Received","No Report Received","No Report Received","No Report Received","No Report Received","No Report Received","No Report Received",,
1675,"JEDI Virtual K-12","3332/9803",,"1221 Innovation  Dr","Whitewater","WI","53190",,,"Marshall","No report received",-6,-6,-6,-6,-6,-6,-6,-6,"No Report Received","No Report Received","No Report Received","No Report Received","No Report Received","No Report Received","No Report Received","No Report Received",42.8383974,-88.70411261
1676,"JEDI Virtual K-12","3360/9803",,,,,,,,"Mauston","No report received",-6,-6,-6,-6,-6,-6,-6,-6,"No Report Received","No Report Received","No Report Received","No Report Received","No Report Received","No Report Received","No Report Received","No Report Received",,
1677,"JEDI Virtual K-12","3612/9803",,"114 W High St","Milton","WI","53563",,,"Milton","No report received",-6,-6,-6,-6,-6,-6,-6,-6,"No Report Received","No Report Received","No Report Received","No Report Received","No Report Received","No Report Received","No Report Received","No Report Received",42.77452,-88.95554833
1678,"JEDI Virtual K-12","3682/9803",,,,,,,,"Monroe","No report received",-6,-6,-6,-6,-6,-6,-6,-6,"No Report Received","No Report Received","No Report Received","No Report Received","No Report Received","No Report Received","No Report Received","No Report Received",,
1679,"JEDI Virtual K-12","4536/9803",,,,,,,,"Poynette","No report received",-6,-6,-6,-6,-6,-6,-6,-6,"No Report Received","No Report Received","No Report Received","No Report Received","No Report Received","No Report Received","No Report Received","No Report Received",,
1680,"JEDI Virtual K-12","4753/9803",,,,,,,,"Reedsburg","No report received",-6,-6,-6,-6,-6,-6,-6,-6,"No Report Received","No Report Received","No Report Received","No Report Received","No Report Received","No Report Received","No Report Received","No Report Received",,
1681,"JEDI Virtual K-12","5621/9803",,,,,,,,"Stoughton Area","No report received",-6,-6,-6,-6,-6,-6,-6,-6,"No Report Received","No Report Received","No Report Received","No Report Received","No Report Received","No Report Received","No Report Received","No Report Received",,
1682,"JEDI Virtual K-12","5656/9803",,,,,,,,"Sun Prairie Area","No report received",-6,-6,-6,-6,-6,-6,-6,-6,"No Report Received","No Report Received","No Report Received","No Report Received","No Report Received","No Report Received","No Report Received","No Report Received",,
1683,"JEDI Virtual K-12","5780/9803",,,,,,,,"Trevor-Wilmot Consolidated","No report received",-6,-6,-6,-6,-6,-6,-6,-6,"No Report Received","No Report Received","No Report Received","No Report Received","No Report Received","No Report Received","No Report Received","No Report Received",,
1684,"JEDI Virtual K-12","6113/9803",,,,,,,,"Waterford Graded J1","No report received",-6,-6,-6,-6,-6,-6,-6,-6,"No Report Received","No Report Received","No Report Received","No Report Received","No Report Received","No Report Received","No Report Received","No Report Received",,
1685,"JEDI Virtual K-12","6083/9803",,,,,,,,"Waterford UHS","No report received",-6,-6,-6,-6,-6,-6,-6,-6,"No Report Received","No Report Received","No Report Received","No Report Received","No Report Received","No Report Received","No Report Received","No Report Received",,
1686,"JEDI Virtual K-12","6118/9803",,,,,,,,"Waterloo","No report received",-6,-6,-6,-6,-6,-6,-6,-6,"No Report Received","No Report Received","No Report Received","No Report Received","No Report Received","No Report Received","No Report Received","No Report Received",,
