time,geography,geography_name,school_name,grade,n_assessed,pct_exempt_total,pct_exempt_medical,pct_exempt_religious,pct_exempt_philosophical,pct_90_day,pct_missing,pct_dtap,pct_polio,pct_mmr,pct_varicella,pct_tdap,pct_menacwy
12-31-2020,23019,Penobscot County,Glenburn Elementary,7th Grade,48.00,0.00,0.00,0.00,0.00,NA,0.00,NA,NA,NA,NA,100.00,100.00
12-31-2020,23019,Penobscot County,Granite Street School,7th Grade,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12-31-2020,23019,Penobscot County,Hampden Academy,7th Grade,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12-31-2020,23019,Penobscot County,Helen S Dunn School,7th Grade,14.00,7.14,0.00,0.00,7.14,NA,21.43,NA,NA,NA,NA,78.57,71.43
12-31-2020,23019,Penobscot County,Hermon School District,7th Grade,81.00,0.00,0.00,0.00,0.00,NA,4.94,NA,NA,NA,NA,95.06,95.06
12-31-2020,23019,Penobscot County,Hichborn Middle School,7th Grade,30.00,3.33,0.00,0.00,3.33,NA,0.00,NA,NA,NA,NA,96.67,96.67
12-31-2020,23019,Penobscot County,Holbrook School,7th Grade,57.00,7.02,0.00,0.00,7.02,NA,0.00,NA,NA,NA,NA,94.74,92.98
12-31-2020,23019,Penobscot County,James F. Doughty School,7th Grade,134.00,5.97,0.00,5.97,0.00,NA,0.00,NA,NA,NA,NA,94.78,94.03
12-31-2020,23019,Penobscot County,John Bapst Memorial High School,7th Grade,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12-31-2020,23019,Penobscot County,Katahdin Elementary,7th Grade,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12-31-2020,23019,Penobscot County,Katahdin Middle/High School,7th Grade,27.00,7.41,0.00,3.70,3.70,NA,0.00,NA,NA,NA,NA,92.59,92.59
12-31-2020,23019,Penobscot County,Lee Academy,7th Grade,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12-31-2020,23019,Penobscot County,Lee Winn ELementary,7th Grade,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12-31-2020,23019,Penobscot County,Leonard Middle School,7th Grade,101.00,7.92,0.00,0.00,7.92,NA,0.00,NA,NA,NA,NA,95.05,92.08
12-31-2020,23019,Penobscot County,Mattanawcook Academy,7th Grade,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12-31-2020,23019,Penobscot County,Mattanawcook Junior High School,7th Grade,65.00,15.38,0.00,3.08,12.31,NA,0.00,NA,NA,NA,NA,90.77,89.23
12-31-2020,23019,Penobscot County,Mount Jefferson Jr High,7th Grade,22.00,0.00,0.00,0.00,0.00,NA,0.00,NA,NA,NA,NA,100.00,100.00
12-31-2020,23019,Penobscot County,Nokomis High School,7th Grade,151.00,3.31,0.66,2.65,0.00,NA,0.00,NA,NA,NA,NA,96.69,96.69
12-31-2020,23019,Penobscot County,Old Town Elementary School,7th Grade,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12-31-2020,23019,Penobscot County,Old Town High School,7th Grade,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12-31-2020,23019,Penobscot County,Patricia A Duran School,7th Grade,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12-31-2020,23019,Penobscot County,Penobscot Valley High School,7th Grade,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12-31-2020,23019,Penobscot County,Reeds Brook Middle School,7th Grade,141.00,7.80,0.00,0.00,7.80,NA,0.00,NA,NA,NA,NA,95.04,92.20
12-31-2020,23019,Penobscot County,Ridge View Community School,7th Grade,68.00,2.94,0.00,0.00,2.94,NA,2.94,NA,NA,NA,NA,94.12,94.12
12-31-2020,23019,Penobscot County,Sebasticook Valley Elementary School,7th Grade,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12-31-2020,23019,Penobscot County,Stearns Junior Senior High School,7th Grade,33.00,9.09,3.03,0.00,6.06,NA,0.00,NA,NA,NA,NA,93.94,90.91
12-31-2020,23019,Penobscot County,Stillwater Academy,7th Grade,2.00,0.00,0.00,0.00,0.00,NA,0.00,NA,NA,NA,NA,100.00,100.00
12-31-2020,23019,Penobscot County,Suzanne Smith Elementary School,7th Grade,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12-31-2020,23019,Penobscot County,Veazie Community School,7th Grade,16.00,6.25,0.00,0.00,6.25,NA,0.00,NA,NA,NA,NA,93.75,93.75
12-31-2020,23019,Penobscot County,Vine Street School,7th Grade,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12-31-2020,23019,Penobscot County,Viola Rand Elementary School,7th Grade,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12-31-2020,23019,Penobscot County,William Cohen School,7th Grade,151.00,5.96,0.00,0.66,5.30,NA,0.00,NA,NA,NA,NA,94.04,94.04
12-31-2020,23019,Penobscot County,Penobscot County Totals,7th Grade,1671.00,4.73,0.18,1.08,3.47,NA,0.90,NA,NA,NA,NA,95.15,94.20
12-31-2020,23021,Piscataquis County,Foxcroft Academy,7th Grade,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12-31-2020,23021,Piscataquis County,Greenville Consolidated School,7th Grade,13.00,7.69,0.00,0.00,7.69,NA,0.00,NA,NA,NA,NA,92.31,92.31
12-31-2020,23021,Piscataquis County,Milo Elementary School,7th Grade,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12-31-2020,23021,Piscataquis County,Penquis Valley Schools,7th Grade,57.00,8.77,0.00,0.00,8.77,NA,0.00,NA,NA,NA,NA,91.23,91.23
12-31-2020,23021,Piscataquis County,piscataquis community elementary school,7th Grade,38.00,5.26,0.00,0.00,5.26,NA,7.89,NA,NA,NA,NA,86.84,92.11
12-31-2020,23021,Piscataquis County,Sedomocha,7th Grade,98.00,14.29,0.00,2.04,12.24,NA,0.00,NA,NA,NA,NA,86.73,85.71
12-31-2020,23021,Piscataquis County,Piscataquis County Totals,7th Grade,206.00,10.68,0.00,0.97,9.71,NA,1.46,NA,NA,NA,NA,88.35,88.83
12-31-2020,23023,Sagadahoc County,Bath Middle School,7th Grade,109.00,0.00,0.00,0.00,0.00,NA,0.00,NA,NA,NA,NA,100.00,100.00
12-31-2020,23023,Sagadahoc County,Bowdoin Central School,7th Grade,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12-31-2020,23023,Sagadahoc County,Bowdoinham Community School,7th Grade,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12-31-2020,23023,Sagadahoc County,Dike-Newell School,7th Grade,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12-31-2020,23023,Sagadahoc County,Georgetown Central School,7th Grade,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12-31-2020,23023,Sagadahoc County,Morse High School,7th Grade,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12-31-2020,23023,Sagadahoc County,Mount Ararat Middle School,7th Grade,175.00,2.86,0.00,0.00,2.86,NA,14.29,NA,NA,NA,NA,86.86,82.86
12-31-2020,23023,Sagadahoc County,Mt. Ararat High School,7th Grade,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12-31-2020,23023,Sagadahoc County,Phippsburg Elementary School,7th Grade,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12-31-2020,23023,Sagadahoc County,Richmond Middle/High School,7th Grade,37.00,5.41,0.00,2.70,2.70,NA,0.00,NA,NA,NA,NA,97.30,97.30
12-31-2020,23023,Sagadahoc County,West Bath School,7th Grade,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12-31-2020,23023,Sagadahoc County,Williams Cone School,7th Grade,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12-31-2020,23023,Sagadahoc County,Woodside Elementary School,7th Grade,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12-31-2020,23023,Sagadahoc County,Woolwich Central,7th Grade,37.00,2.70,0.00,0.00,2.70,NA,0.00,NA,NA,NA,NA,100.00,97.30
12-31-2020,23023,Sagadahoc County,Sagadahoc County Totals,7th Grade,358.00,2.23,0.00,0.28,1.96,NA,6.98,NA,NA,NA,NA,93.30,91.06
12-31-2020,23025,Somerset County,Athens Community School,7th Grade,11.00,0.00,0.00,0.00,0.00,NA,0.00,NA,NA,NA,NA,100.00,100.00
12-31-2020,23025,Somerset County,Canaan Elementary,7th Grade,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12-31-2020,23025,Somerset County,Carrabec Community School,7th Grade,54.00,1.85,0.00,0.00,1.85,NA,3.70,NA,NA,NA,NA,94.44,94.44
12-31-2020,23025,Somerset County,Carrabec High School,7th Grade,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12-31-2020,23025,Somerset County,Cornville Regional Charter School,7th Grade,30.00,10.00,0.00,0.00,10.00,NA,0.00,NA,NA,NA,NA,93.33,90.00
12-31-2020,23025,Somerset County,Fairfield Primary School,7th Grade,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12-31-2020,23025,Somerset County,Forest Hills Consolidated School,7th Grade,11.00,0.00,0.00,0.00,0.00,NA,90.91,NA,NA,NA,NA,9.09,9.09
12-31-2020,23025,Somerset County,Garret Schenck School,7th Grade,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12-31-2020,23025,Somerset County,Glenn Stratton Learning Center,7th Grade,4.00,0.00,0.00,0.00,0.00,NA,0.00,NA,NA,NA,NA,100.00,100.00
12-31-2020,23025,Somerset County,Harmony Elementary School,7th Grade,11.00,9.09,0.00,0.00,9.09,NA,0.00,NA,NA,NA,NA,90.91,90.91
12-31-2020,23025,Somerset County,Kennebec Montessori School,7th Grade,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12-31-2020,23025,Somerset County,Lawrence Jr. High School,7th Grade,171.00,1.75,0.00,0.58,1.17,NA,13.45,NA,NA,NA,NA,97.66,84.21
12-31-2020,23025,Somerset County,Maine Academy of Natural Sciences,7th Grade,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12-31-2020,23025,Somerset County,Manson Park School,7th Grade,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12-31-2020,23025,Somerset County,Marti Stevens Learning Center,7th Grade,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12-31-2020,23025,Somerset County,Mill Stream Elementary,7th Grade,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12-31-2020,23025,Somerset County,Moscow Elementary School,7th Grade,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12-31-2020,23025,Somerset County,MSAD59,7th Grade,39.00,2.56,0.00,0.00,2.56,NA,0.00,NA,NA,NA,NA,97.44,97.44
12-31-2020,23025,Somerset County,North Elementary,7th Grade,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12-31-2020,23025,Somerset County,Skowhegan Area High School,7th Grade,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12-31-2020,23025,Somerset County,Skowhegan Area Middle School,7th Grade,164.00,5.49,0.00,1.83,3.66,NA,0.00,NA,NA,NA,NA,94.51,94.51
12-31-2020,23025,Somerset County,Solon Elementary School,7th Grade,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12-31-2020,23025,Somerset County,Somerset Elementary School,7th Grade,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12-31-2020,23025,Somerset County,St. John Regional Catholic School,7th Grade,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12-31-2020,23025,Somerset County,Upper Kennebec Valley Jr/Sr High School,7th Grade,12.00,0.00,0.00,0.00,0.00,NA,0.00,NA,NA,NA,NA,100.00,100.00
12-31-2020,23025,Somerset County,Warsaw Middle School,7th Grade,78.00,10.26,2.56,1.28,6.41,NA,0.00,NA,NA,NA,NA,89.74,89.74
12-31-2020,23025,Somerset County,Somerset County Totals,7th Grade,585.00,4.44,0.34,0.85,3.25,NA,5.98,NA,NA,NA,NA,93.50,89.40
12-31-2020,23027,Waldo County,Belfast Area HS and BCOPE,7th Grade,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12-31-2020,23027,Waldo County,Captain AW Stevens School,7th Grade,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12-31-2020,23027,Waldo County,East Belfast,7th Grade,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12-31-2020,23027,Waldo County,Edna Drinkwater School,7th Grade,15.00,6.67,0.00,0.00,6.67,NA,0.00,NA,NA,NA,NA,93.33,93.33
12-31-2020,23027,Waldo County,Gladys Weymouth Elementary,7th Grade,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12-31-2020,23027,Waldo County,Ironwood Maine,7th Grade,2.00,0.00,0.00,0.00,0.00,NA,0.00,NA,NA,NA,NA,100.00,100.00
12-31-2020,23027,Waldo County,Islesboro Central School,7th Grade,11.00,27.27,0.00,0.00,27.27,NA,0.00,NA,NA,NA,NA,81.82,72.73
12-31-2020,23027,Waldo County,Kermit Nickerson Elementary School,7th Grade,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12-31-2020,23027,Waldo County,Leroy Smith School,7th Grade,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12-31-2020,23027,Waldo County,Lincolnville Central School,7th Grade,17.00,23.53,0.00,0.00,23.53,NA,0.00,NA,NA,NA,NA,76.47,76.47
12-31-2020,23027,Waldo County,Monroe Elementary School,7th Grade,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12-31-2020,23027,Waldo County,Morse Memorial School,7th Grade,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12-31-2020,23027,Waldo County,Mount View Elementary School,7th Grade,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12-31-2020,23027,Waldo County,Mount View High School,7th Grade,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12-31-2020,23027,Waldo County,Mount View Middle School,7th Grade,75.00,2.67,0.00,0.00,2.67,NA,4.00,NA,NA,NA,NA,94.67,93.33
12-31-2020,23027,Waldo County,PALERMO CONSOLIDATED,7th Grade,9.00,11.11,0.00,0.00,11.11,NA,0.00,NA,NA,NA,NA,88.89,88.89
12-31-2020,23027,Waldo County,Samuel Wagner Middle School,7th Grade,65.00,0.00,0.00,0.00,0.00,NA,0.00,NA,NA,NA,NA,100.00,100.00
12-31-2020,23027,Waldo County,Searsport District Middle High School,7th Grade,31.00,3.23,0.00,0.00,3.23,NA,3.23,NA,NA,NA,NA,93.55,93.55
12-31-2020,23027,Waldo County,Searsport Elementary School,7th Grade,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12-31-2020,23027,Waldo County,Sweetser,7th Grade,4.00,0.00,0.00,0.00,0.00,NA,0.00,NA,NA,NA,NA,100.00,100.00
12-31-2020,23027,Waldo County,Troy Elementary,7th Grade,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12-31-2020,23027,Waldo County,Troy Howard Middle School,7th Grade,104.00,0.96,0.00,0.00,0.96,NA,4.81,NA,NA,NA,NA,95.19,94.23
12-31-2020,23027,Waldo County,Walker School,7th Grade,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12-31-2020,23027,Waldo County,Waldo County Totals,7th Grade,333.00,3.90,0.00,0.00,3.90,NA,2.70,NA,NA,NA,NA,94.29,93.39
12-31-2020,23029,Washington County,Alexander Elementary School,7th Grade,4.00,0.00,0.00,0.00,0.00,NA,0.00,NA,NA,NA,NA,100.00,100.00
12-31-2020,23029,Washington County,Bayridge Elementary School,7th Grade,13.00,0.00,0.00,0.00,0.00,NA,0.00,NA,NA,NA,NA,100.00,100.00
12-31-2020,23029,Washington County,Beals Elementary,7th Grade,7.00,0.00,0.00,0.00,0.00,NA,0.00,NA,NA,NA,NA,100.00,100.00
12-31-2020,23029,Washington County,Calais Elementary School,7th Grade,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12-31-2020,23029,Washington County,Calais Middle/High School,7th Grade,28.00,0.00,0.00,0.00,0.00,NA,10.71,NA,NA,NA,NA,89.29,89.29
12-31-2020,23029,Washington County,Charlotte Elementary School,7th Grade,2.00,0.00,0.00,0.00,0.00,NA,0.00,NA,NA,NA,NA,100.00,100.00
12-31-2020,23029,Washington County,Cherryfield Elementary School,7th Grade,9.00,0.00,0.00,0.00,0.00,NA,0.00,NA,NA,NA,NA,100.00,100.00
12-31-2020,23029,Washington County,D.W. Merritt Elementary School,7th Grade,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12-31-2020,23029,Washington County,East Grand School,7th Grade,18.00,11.11,0.00,0.00,11.11,NA,5.56,NA,NA,NA,NA,88.89,88.89
12-31-2020,23029,Washington County,East Range II CSD School,7th Grade,1.00,0.00,0.00,0.00,0.00,NA,0.00,NA,NA,NA,NA,100.00,100.00
12-31-2020,23029,Washington County,Eastport Elementary School,7th Grade,9.00,0.00,0.00,0.00,0.00,NA,11.11,NA,NA,NA,NA,88.89,88.89
12-31-2020,23029,Washington County,Edmunds CONSOLADATED,7th Grade,8.00,0.00,0.00,0.00,0.00,NA,12.50,NA,NA,NA,NA,100.00,87.50
12-31-2020,23029,Washington County,Ella Lewis School,7th Grade,9.00,0.00,0.00,0.00,0.00,NA,0.00,NA,NA,NA,NA,100.00,100.00
12-31-2020,23029,Washington County,Elm Street School,7th Grade,20.00,0.00,0.00,0.00,0.00,NA,5.00,NA,NA,NA,NA,95.00,95.00
12-31-2020,23029,Washington County,Fort O'Brien School,7th Grade,6.00,0.00,0.00,0.00,0.00,NA,0.00,NA,NA,NA,NA,100.00,100.00
12-31-2020,23029,Washington County,Harrington Elementary School,7th Grade,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12-31-2020,23029,Washington County,Indian Township School,7th Grade,14.00,0.00,0.00,0.00,0.00,NA,0.00,NA,NA,NA,NA,100.00,100.00
12-31-2020,23029,Washington County,Jonesboro Elementary School,7th Grade,9.00,0.00,0.00,0.00,0.00,NA,0.00,NA,NA,NA,NA,100.00,100.00
12-31-2020,23029,Washington County,Jonesport Elementary,7th Grade,7.00,0.00,0.00,0.00,0.00,NA,14.29,NA,NA,NA,NA,85.71,85.71
12-31-2020,23029,Washington County,Jonesport-Beals High School,7th Grade,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12-31-2020,23029,Washington County,Lubec Elementary School,7th Grade,7.00,0.00,0.00,0.00,0.00,NA,0.00,NA,NA,NA,NA,100.00,100.00
12-31-2020,23029,Washington County,Machias Memorial High School,7th Grade,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12-31-2020,23029,Washington County,Milbridge Elementary,7th Grade,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12-31-2020,23029,Washington County,Narraguagus Jr./Sr. High School,7th Grade,55.00,3.64,0.00,0.00,3.64,NA,5.45,NA,NA,NA,NA,90.91,90.91
12-31-2020,23029,Washington County,Pembroke Elementary School,7th Grade,9.00,0.00,0.00,0.00,0.00,NA,11.11,NA,NA,NA,NA,88.89,88.89
12-31-2020,23029,Washington County,Perry Elementary School,7th Grade,15.00,0.00,0.00,0.00,0.00,NA,0.00,NA,NA,NA,NA,100.00,100.00
12-31-2020,23029,Washington County,Princeton Elementary School,7th Grade,19.00,0.00,0.00,0.00,0.00,NA,5.26,NA,NA,NA,NA,94.74,94.74
12-31-2020,23029,Washington County,Rose M Gaffney Elementary School,7th Grade,43.00,2.33,0.00,0.00,2.33,NA,0.00,NA,NA,NA,NA,97.67,97.67
12-31-2020,23029,Washington County,Shead High School,7th Grade,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12-31-2020,23029,Washington County,Washington Academy,7th Grade,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12-31-2020,23029,Washington County,Whiting Village School,7th Grade,3.00,0.00,0.00,0.00,0.00,NA,0.00,NA,NA,NA,NA,100.00,100.00
12-31-2020,23029,Washington County,Woodland Elementary School,7th Grade,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12-31-2020,23029,Washington County,Woodland Jr/Sr High School,7th Grade,26.00,0.00,0.00,0.00,0.00,NA,3.85,NA,NA,NA,NA,96.15,96.15
12-31-2020,23029,Washington County,Washington County Totals,7th Grade,341.00,1.47,0.00,0.00,1.47,NA,4.11,NA,NA,NA,NA,95.01,94.72
12-31-2020,23031,York County,Acton Elementary School,7th Grade,32.00,3.12,0.00,0.00,3.12,NA,0.00,NA,NA,NA,NA,100.00,96.88
12-31-2020,23031,York County,Alfred Elementary School,7th Grade,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12-31-2020,23031,York County,Berwick Academy,7th Grade,43.00,9.30,2.33,2.33,4.65,NA,11.63,NA,NA,NA,NA,83.72,81.40
12-31-2020,23031,York County,Biddeford High School,7th Grade,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12-31-2020,23031,York County,Biddeford Middle School,7th Grade,171.00,0.58,0.00,0.00,0.58,NA,11.11,NA,NA,NA,NA,91.81,88.30
12-31-2020,23031,York County,Bonny Eagle Middle School,7th Grade,264.00,4.17,0.38,0.38,3.41,NA,0.00,NA,NA,NA,NA,95.83,96.21
12-31-2020,23031,York County,Brixham Montessori Friends School,7th Grade,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12-31-2020,23031,York County,Buxton Center Elementary School,7th Grade,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12-31-2020,23031,York County,Carl J Lamb Elementary School,7th Grade,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12-31-2020,23031,York County,Central Elementary School,7th Grade,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12-31-2020,23031,York County,Dayton Consolidated School,7th Grade,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12-31-2020,23031,York County,Eliot Elementary School,7th Grade,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12-31-2020,23031,York County,Fairfield School,7th Grade,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12-31-2020,23031,York County,Fraser-Ford Child Development Center,7th Grade,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12-31-2020,23031,York County,Hanson School,7th Grade,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12-31-2020,23031,York County,HBEmery Elementary,7th Grade,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12-31-2020,23031,York County,Hollis Elementary,7th Grade,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12-31-2020,23031,York County,Horace Mitchell Primary School,7th Grade,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12-31-2020,23031,York County,John F. Kennedy School,7th Grade,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12-31-2020,23031,York County,Kennebunk Elementary School,7th Grade,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12-31-2020,23031,York County,Kennebunk High School,7th Grade,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12-31-2020,23031,York County,Kennebunkport Consolidated School,7th Grade,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12-31-2020,23031,York County,Lafayette School,7th Grade,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12-31-2020,23031,York County,Line Elementary School,7th Grade,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12-31-2020,23031,York County,Lyman Elementary School,7th Grade,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12-31-2020,23031,York County,Margaret Murphy Center For Children,7th Grade,1.00,0.00,0.00,0.00,0.00,NA,0.00,NA,NA,NA,NA,100.00,100.00
12-31-2020,23031,York County,Marshwood Middle School,7th Grade,165.00,5.45,0.00,0.00,5.45,NA,3.64,NA,NA,NA,NA,92.73,93.94
12-31-2020,23031,York County,Massabesic High School,7th Grade,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12-31-2020,23031,York County,Massabesic Middle School,7th Grade,221.00,2.26,0.00,0.45,1.81,NA,0.00,NA,NA,NA,NA,98.19,97.74
12-31-2020,23031,York County,Middle School of the Kennebunks,7th Grade,199.00,1.51,0.50,0.50,0.50,NA,0.00,NA,NA,NA,NA,98.49,98.49
12-31-2020,23031,York County,Mildred L Day School,7th Grade,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12-31-2020,23031,York County,"Morrison Center, Wells Campus",7th Grade,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12-31-2020,23031,York County,MSAD 35 - Marshwood High SWchool,7th Grade,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12-31-2020,23031,York County,Noble High School,7th Grade,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12-31-2020,23031,York County,Noble Middle School,7th Grade,277.00,3.61,0.00,0.36,3.25,NA,0.00,NA,NA,NA,NA,97.47,96.39
12-31-2020,23031,York County,North Berwick Elementary School,7th Grade,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12-31-2020,23031,York County,Ossipee Valley Christian School,7th Grade,1.00,0.00,0.00,0.00,0.00,NA,0.00,NA,NA,NA,NA,100.00,100.00
12-31-2020,23031,York County,R.W. Traip Academy,7th Grade,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12-31-2020,23031,York County,RSU23,7th Grade,63.00,4.76,0.00,0.00,4.76,NA,0.00,NA,NA,NA,NA,95.24,95.24
12-31-2020,23031,York County,Saco Middle School,7th Grade,204.00,5.39,0.00,0.00,5.39,NA,1.47,NA,NA,NA,NA,94.12,93.14
12-31-2020,23031,York County,Sanford High School,7th Grade,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12-31-2020,23031,York County,Sanford Jr. High School,7th Grade,245.00,0.41,0.00,0.00,0.41,NA,10.20,NA,NA,NA,NA,89.80,89.39
12-31-2020,23031,York County,Seacoast Christian School,7th Grade,3.00,33.33,0.00,0.00,33.33,NA,0.00,NA,NA,NA,NA,66.67,66.67
12-31-2020,23031,York County,Shapleigh,7th Grade,97.00,4.12,1.03,1.03,2.06,NA,0.00,NA,NA,NA,NA,96.91,95.88
12-31-2020,23031,York County,Shapleigh Memorial Elementary School,7th Grade,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
