time,geography,geography_name,school_name,grade,n_assessed,pct_exempt_total,pct_exempt_medical,pct_exempt_religious,pct_exempt_philosophical,pct_90_day,pct_missing,pct_dtap,pct_polio,pct_mmr,pct_varicella,pct_tdap,pct_menacwy
12-31-2019,23001,Androscoggin County,Acadia Academy,Kindergarten,32.00,9.38,0.00,3.12,6.25,NA,0.00,90.62,90.62,90.62,90.62,NA,NA
12-31-2019,23001,Androscoggin County,Auburn Middle School,Kindergarten,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12-31-2019,23001,Androscoggin County,Auburn School Department,Kindergarten,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12-31-2019,23001,Androscoggin County,Bruce M Whittier Middle School,Kindergarten,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12-31-2019,23001,Androscoggin County,Central Maine Christian Academy,Kindergarten,10.00,20.00,0.00,20.00,0.00,NA,0.00,80.00,80.00,80.00,80.00,NA,NA
12-31-2019,23001,Androscoggin County,Durham Community School,Kindergarten,50.00,4.00,2.00,0.00,2.00,NA,0.00,98.00,98.00,98.00,98.00,NA,NA
12-31-2019,23001,Androscoggin County,East Auburn Community School,Kindergarten,23.00,8.70,0.00,0.00,8.70,NA,0.00,91.30,91.30,91.30,91.30,NA,NA
12-31-2019,23001,Androscoggin County,Elm Street School,Kindergarten,31.00,9.68,0.00,0.00,9.68,NA,0.00,93.55,90.32,93.55,96.77,NA,NA
12-31-2019,23001,Androscoggin County,Fairview Elementary School,Kindergarten,57.00,3.51,0.00,0.00,3.51,NA,0.00,96.49,96.49,96.49,96.49,NA,NA
12-31-2019,23001,Androscoggin County,Farwell Elementary,Kindergarten,59.00,5.08,1.69,0.00,3.39,NA,0.00,96.61,96.61,98.31,98.31,NA,NA
12-31-2019,23001,Androscoggin County,Gov James B Longley Elementary,Kindergarten,58.00,6.90,0.00,0.00,6.90,NA,0.00,93.10,94.83,93.10,93.10,NA,NA
12-31-2019,23001,Androscoggin County,Greene Central School,Kindergarten,49.00,0.00,0.00,0.00,0.00,NA,0.00,100.00,100.00,100.00,100.00,NA,NA
12-31-2019,23001,Androscoggin County,Leeds Central School,Kindergarten,27.00,3.70,0.00,0.00,3.70,NA,0.00,100.00,100.00,96.30,100.00,NA,NA
12-31-2019,23001,Androscoggin County,Lewiston High School,Kindergarten,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12-31-2019,23001,Androscoggin County,Lewiston Middle School,Kindergarten,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12-31-2019,23001,Androscoggin County,Lisbon Community School,Kindergarten,92.00,3.26,0.00,0.00,3.26,NA,0.00,97.83,98.91,97.83,100.00,NA,NA
12-31-2019,23001,Androscoggin County,Lisbon High School,Kindergarten,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12-31-2019,23001,Androscoggin County,Margaret Murphy Center For Children- Auburn Ave.,Kindergarten,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12-31-2019,23001,Androscoggin County,Margaret Murphy Center for Children- Falcon Campus,Kindergarten,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12-31-2019,23001,Androscoggin County,Margaret Murphy Center for Children- Rodman Campus,Kindergarten,15.00,6.67,0.00,0.00,6.67,NA,0.00,93.33,93.33,93.33,93.33,NA,NA
12-31-2019,23001,Androscoggin County,Margaret Murphy Centers for Children - Main St.,Kindergarten,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12-31-2019,23001,Androscoggin County,Margaret Murphy Centers for Children- Charles St.,Kindergarten,1.00,0.00,0.00,0.00,0.00,NA,0.00,100.00,100.00,100.00,100.00,NA,NA
12-31-2019,23001,Androscoggin County,Martel Elementary School,Kindergarten,33.00,3.03,0.00,0.00,3.03,NA,0.00,96.97,96.97,96.97,96.97,NA,NA
12-31-2019,23001,Androscoggin County,McMahon Elementary,Kindergarten,82.00,8.54,0.00,1.22,7.32,NA,0.00,95.12,95.12,91.46,95.12,NA,NA
12-31-2019,23001,Androscoggin County,Minot Consolidated School,Kindergarten,34.00,14.71,0.00,2.94,11.76,NA,0.00,85.29,85.29,88.24,97.06,NA,NA
12-31-2019,23001,Androscoggin County,Montello Elementary,Kindergarten,98.00,6.12,2.04,0.00,4.08,NA,0.00,93.88,93.88,93.88,93.88,NA,NA
12-31-2019,23001,Androscoggin County,Oak Hill High School,Kindergarten,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12-31-2019,23001,Androscoggin County,Oak Hill Middle School,Kindergarten,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12-31-2019,23001,Androscoggin County,Park Avenue Elementary School,Kindergarten,45.00,2.22,0.00,0.00,2.22,NA,0.00,97.78,97.78,97.78,97.78,NA,NA
12-31-2019,23001,Androscoggin County,philip w sugg,Kindergarten,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12-31-2019,23001,Androscoggin County,Poland Community School,Kindergarten,68.00,13.24,0.00,1.47,11.76,NA,0.00,86.76,86.76,86.76,88.24,NA,NA
12-31-2019,23001,Androscoggin County,Poland Regional High School,Kindergarten,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12-31-2019,23001,Androscoggin County,Raymond Geiger Elementary School,Kindergarten,84.00,2.38,0.00,0.00,2.38,NA,0.00,97.62,97.62,97.62,97.62,NA,NA
12-31-2019,23001,Androscoggin County,Renaissance School,Kindergarten,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12-31-2019,23001,Androscoggin County,Sabattus Primary School,Kindergarten,71.00,4.23,0.00,0.00,4.23,NA,0.00,98.59,95.77,95.77,98.59,NA,NA
12-31-2019,23001,Androscoggin County,Saint Dominic Academy,Kindergarten,26.00,11.54,0.00,0.00,11.54,NA,0.00,88.46,88.46,88.46,88.46,NA,NA
12-31-2019,23001,Androscoggin County,Sherwood Heights,Kindergarten,35.00,2.86,0.00,0.00,2.86,NA,0.00,97.14,97.14,97.14,97.14,NA,NA
12-31-2019,23001,Androscoggin County,Spruce Mountain Primary School,Kindergarten,128.00,7.03,0.00,0.00,7.03,NA,0.00,94.53,93.75,93.75,99.22,NA,NA
12-31-2019,23001,Androscoggin County,Spurwink- Lewiston,Kindergarten,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12-31-2019,23001,Androscoggin County,Tripp Middle School,Kindergarten,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12-31-2019,23001,Androscoggin County,Turner Primary School,Kindergarten,70.00,11.43,0.00,0.00,11.43,NA,0.00,90.00,90.00,88.57,88.57,NA,NA
12-31-2019,23001,Androscoggin County,Walton Elementary School,Kindergarten,33.00,6.06,0.00,0.00,6.06,NA,3.03,93.94,93.94,93.94,100.00,NA,NA
12-31-2019,23001,Androscoggin County,Washburn Elementary,Kindergarten,33.00,9.09,3.03,0.00,6.06,NA,9.09,84.85,84.85,84.85,84.85,NA,NA
12-31-2019,23001,Androscoggin County,Androscoggin County Totals,Kindergarten,1344.00,6.40,0.37,0.45,5.58,NA,0.30,94.42,94.27,93.97,95.61,NA,NA
12-31-2019,23003,Aroostook County,Caribou High School,Kindergarten,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12-31-2019,23003,Aroostook County,Caribou Middle School,Kindergarten,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12-31-2019,23003,Aroostook County,Connor Consolidated School,Kindergarten,9.00,11.11,0.00,0.00,11.11,NA,0.00,88.89,88.89,88.89,100.00,NA,NA
12-31-2019,23003,Aroostook County,Dawn F. Barnes,Kindergarten,2.00,0.00,0.00,0.00,0.00,NA,0.00,100.00,100.00,100.00,100.00,NA,NA
12-31-2019,23003,Aroostook County,Dr. Levesque Elementary School,Kindergarten,14.00,21.43,0.00,0.00,21.43,NA,0.00,85.71,85.71,85.71,78.57,NA,NA
12-31-2019,23003,Aroostook County,EASTON ELEMENTARY SCHOOL,Kindergarten,21.00,0.00,0.00,0.00,0.00,NA,0.00,100.00,100.00,100.00,100.00,NA,NA
12-31-2019,23003,Aroostook County,Greater Houlton Christian Academy,Kindergarten,6.00,16.67,0.00,16.67,0.00,NA,0.00,83.33,83.33,83.33,83.33,NA,NA
12-31-2019,23003,Aroostook County,Houlton Middle High School,Kindergarten,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12-31-2019,23003,Aroostook County,Limestone Community School,Kindergarten,15.00,0.00,0.00,0.00,0.00,NA,0.00,100.00,100.00,100.00,100.00,NA,NA
12-31-2019,23003,Aroostook County,Madawaska Elementary School,Kindergarten,28.00,3.57,0.00,0.00,3.57,NA,0.00,96.43,96.43,96.43,96.43,NA,NA
12-31-2019,23003,Aroostook County,Madawaska Middle/High School,Kindergarten,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12-31-2019,23003,Aroostook County,Maine School of Science and Mathematics,Kindergarten,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12-31-2019,23003,Aroostook County,Mapleton Elementary School,Kindergarten,33.00,6.06,0.00,0.00,6.06,NA,3.03,100.00,96.97,96.97,96.97,NA,NA
12-31-2019,23003,Aroostook County,Mill Pond Elementary School,Kindergarten,44.00,4.55,0.00,0.00,4.55,NA,0.00,95.45,95.45,95.45,95.45,NA,NA
12-31-2019,23003,Aroostook County,MSAD #20 FORT FAIRFIELD ELEMENTARY SCHOOL,Kindergarten,27.00,0.00,0.00,0.00,0.00,NA,0.00,100.00,100.00,100.00,100.00,NA,NA
12-31-2019,23003,Aroostook County,MSAD #20 MH,Kindergarten,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12-31-2019,23003,Aroostook County,MSAD #24/RSU 88,Kindergarten,20.00,5.00,0.00,0.00,5.00,NA,0.00,95.00,95.00,95.00,95.00,NA,NA
12-31-2019,23003,Aroostook County,MSAD #42,Kindergarten,20.00,5.00,0.00,5.00,0.00,NA,0.00,95.00,95.00,95.00,95.00,NA,NA
12-31-2019,23003,Aroostook County,MSAD#32 Ashland District School,Kindergarten,22.00,0.00,0.00,0.00,0.00,NA,0.00,100.00,100.00,100.00,100.00,NA,NA
12-31-2019,23003,Aroostook County,MSAD45 Washburn,Kindergarten,17.00,0.00,0.00,0.00,0.00,NA,0.00,100.00,100.00,100.00,100.00,NA,NA
12-31-2019,23003,Aroostook County,Opportunity Training Center,Kindergarten,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12-31-2019,23003,Aroostook County,Pine Street Elementary School,Kindergarten,96.00,0.00,0.00,0.00,0.00,NA,3.12,96.88,96.88,96.88,100.00,NA,NA
12-31-2019,23003,Aroostook County,Presque Isle High School,Kindergarten,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12-31-2019,23003,Aroostook County,Presque Isle Middle School,Kindergarten,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12-31-2019,23003,Aroostook County,RSU #29 Houlton Elementary School,Kindergarten,119.00,3.36,0.84,0.00,2.52,NA,0.00,97.48,97.48,96.64,97.48,NA,NA
12-31-2019,23003,Aroostook County,RSU #50 - Southern Aroostook Community School,Kindergarten,33.00,3.03,0.00,0.00,3.03,NA,0.00,96.97,96.97,96.97,100.00,NA,NA
12-31-2019,23003,Aroostook County,Teague Park,Kindergarten,73.00,5.48,0.00,0.00,5.48,NA,0.00,94.52,94.52,95.89,97.26,NA,NA
12-31-2019,23003,Aroostook County,Woodland School,Kindergarten,19.00,5.26,0.00,0.00,5.26,NA,0.00,94.74,94.74,94.74,94.74,NA,NA
12-31-2019,23003,Aroostook County,Aroostook County Totals,Kindergarten,618.00,3.56,0.16,0.32,3.07,NA,0.65,96.60,96.44,96.44,97.41,NA,NA
12-31-2019,23005,Cumberland County,Amanda C. Rowe Elementary School,Kindergarten,63.00,4.76,0.00,1.59,3.17,NA,0.00,96.83,96.83,95.24,95.24,NA,NA
12-31-2019,23005,Cumberland County,Aucocisco School,Kindergarten,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12-31-2019,23005,Cumberland County,Blue Point School,Kindergarten,61.00,13.11,0.00,0.00,13.11,NA,0.00,88.52,88.52,86.89,88.52,NA,NA
12-31-2019,23005,Cumberland County,Bonny Eagle High School,Kindergarten,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12-31-2019,23005,Cumberland County,Bridgton Academy,Kindergarten,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12-31-2019,23005,Cumberland County,Brown Elementary,Kindergarten,53.00,0.00,0.00,0.00,0.00,NA,1.89,98.11,100.00,98.11,100.00,NA,NA
12-31-2019,23005,Cumberland County,Brunswick High School,Kindergarten,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12-31-2019,23005,Cumberland County,Brunswick Junior High School,Kindergarten,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12-31-2019,23005,Cumberland County,Cape Elizabeth High School,Kindergarten,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12-31-2019,23005,Cumberland County,Cape Elizabeth Middle School,Kindergarten,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12-31-2019,23005,Cumberland County,Casco Bay High School,Kindergarten,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12-31-2019,23005,Cumberland County,Center for Autism and Developmental Disorders,Kindergarten,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12-31-2019,23005,Cumberland County,Coffin Elementary School,Kindergarten,169.00,2.96,0.00,0.00,2.96,NA,1.78,97.63,96.45,98.22,95.86,NA,NA
12-31-2019,23005,Cumberland County,Congin School,Kindergarten,68.00,1.47,0.00,0.00,1.47,NA,1.47,97.06,97.06,97.06,100.00,NA,NA
12-31-2019,23005,Cumberland County,Deering High School,Kindergarten,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12-31-2019,23005,Cumberland County,Dora L. Small Elementary School,Kindergarten,34.00,5.88,0.00,0.00,5.88,NA,8.82,94.12,91.18,85.29,88.24,NA,NA
12-31-2019,23005,Cumberland County,East End Community School,Kindergarten,58.00,12.07,6.90,0.00,5.17,NA,3.45,87.93,87.93,87.93,91.38,NA,NA
12-31-2019,23005,Cumberland County,Edna Libby Elementary,Kindergarten,62.00,4.84,0.00,0.00,4.84,NA,0.00,96.77,96.77,96.77,98.39,NA,NA
12-31-2019,23005,Cumberland County,Eight Corners School,Kindergarten,78.00,1.28,0.00,0.00,1.28,NA,0.00,98.72,98.72,98.72,100.00,NA,NA
12-31-2019,23005,Cumberland County,Falmouth Elementary School,Kindergarten,147.00,1.36,0.00,0.00,1.36,NA,0.00,98.64,98.64,98.64,98.64,NA,NA
12-31-2019,23005,Cumberland County,Falmouth High School,Kindergarten,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12-31-2019,23005,Cumberland County,Falmouth Middle School,Kindergarten,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12-31-2019,23005,Cumberland County,Fiddlehead School of Arts and Sciences,Kindergarten,19.00,26.32,0.00,0.00,26.32,NA,0.00,73.68,73.68,73.68,73.68,NA,NA
12-31-2019,23005,Cumberland County,Freeport High School,Kindergarten,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12-31-2019,23005,Cumberland County,Freeport Middle School,Kindergarten,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12-31-2019,23005,Cumberland County,Glickman Academy,Kindergarten,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12-31-2019,23005,Cumberland County,Gorham High School,Kindergarten,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12-31-2019,23005,Cumberland County,Gorham Middle School,Kindergarten,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12-31-2019,23005,Cumberland County,Great Falls Elementary,Kindergarten,102.00,5.88,0.00,0.00,5.88,NA,1.96,95.10,93.14,94.12,98.04,NA,NA
12-31-2019,23005,Cumberland County,Greater Portland Christian School,Kindergarten,7.00,28.57,0.00,0.00,28.57,NA,0.00,85.71,85.71,85.71,71.43,NA,NA
12-31-2019,23005,Cumberland County,Greely High School,Kindergarten,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12-31-2019,23005,Cumberland County,Greely Middle School 6-8,Kindergarten,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12-31-2019,23005,Cumberland County,Harpswell Coastal Academy,Kindergarten,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12-31-2019,23005,Cumberland County,harpswell community school,Kindergarten,20.00,5.00,0.00,0.00,5.00,NA,0.00,95.00,95.00,95.00,95.00,NA,NA
12-31-2019,23005,Cumberland County,Harrison Middle School,Kindergarten,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12-31-2019,23005,Cumberland County,Helena Dyer Elementary School,Kindergarten,30.00,0.00,0.00,0.00,0.00,NA,6.67,100.00,93.33,96.67,100.00,NA,NA
12-31-2019,23005,Cumberland County,Holy Cross School,Kindergarten,7.00,0.00,0.00,0.00,0.00,NA,0.00,100.00,100.00,100.00,100.00,NA,NA
12-31-2019,23005,Cumberland County,Jordan Small Middle School,Kindergarten,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12-31-2019,23005,Cumberland County,Kaler Elementary Schoool,Kindergarten,28.00,0.00,0.00,0.00,0.00,NA,17.86,92.86,89.29,82.14,96.43,NA,NA
12-31-2019,23005,Cumberland County,King Middle School,Kindergarten,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12-31-2019,23005,Cumberland County,Lake Region High School,Kindergarten,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12-31-2019,23005,Cumberland County,Lake Region Middle School,Kindergarten,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12-31-2019,23005,Cumberland County,Lincoln Middle School,Kindergarten,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12-31-2019,23005,Cumberland County,Longfellow Elementary,Kindergarten,53.00,5.66,0.00,0.00,5.66,NA,1.89,94.34,92.45,94.34,98.11,NA,NA
12-31-2019,23005,Cumberland County,Lyman Moore Middle School,Kindergarten,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12-31-2019,23005,Cumberland County,Lyseth Elementary School,Kindergarten,86.00,4.65,2.33,0.00,2.33,NA,5.81,95.35,95.35,89.53,95.35,NA,NA
12-31-2019,23005,Cumberland County,Mabel I Wilson School,Kindergarten,155.00,3.23,0.65,0.00,2.58,NA,0.00,97.42,97.42,96.77,98.06,NA,NA
12-31-2019,23005,Cumberland County,Mahoney Middle School,Kindergarten,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12-31-2019,23005,Cumberland County,Maine Coast Waldorf School,Kindergarten,26.00,46.15,0.00,7.69,38.46,NA,15.38,61.54,46.15,38.46,50.00,NA,NA
12-31-2019,23005,Cumberland County,Maine Connections Academy,Kindergarten,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12-31-2019,23005,Cumberland County,Memorial Middle School,Kindergarten,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12-31-2019,23005,Cumberland County,Morrison Center,Kindergarten,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12-31-2019,23005,Cumberland County,Morse Street School,Kindergarten,86.00,4.65,0.00,0.00,4.65,NA,0.00,95.35,95.35,95.35,95.35,NA,NA
12-31-2019,23005,Cumberland County,MSAD15 K-4 Gray/New Gloucester,Kindergarten,79.00,3.80,0.00,0.00,3.80,NA,0.00,97.47,97.47,97.47,98.73,NA,NA
12-31-2019,23005,Cumberland County,MSAD15 Memorial School,Kindergarten,60.00,5.00,1.67,0.00,3.33,NA,0.00,96.67,96.67,98.33,96.67,NA,NA
12-31-2019,23005,Cumberland County,Narragansett,Kindergarten,47.00,2.13,0.00,0.00,2.13,NA,0.00,100.00,100.00,100.00,97.87,NA,NA
12-31-2019,23005,Cumberland County,Ocean Avenue Elementary School,Kindergarten,51.00,9.80,1.96,0.00,7.84,NA,3.92,86.27,90.20,88.24,92.16,NA,NA
12-31-2019,23005,Cumberland County,Oxford- Cumberland Canal Elementary School,Kindergarten,47.00,14.89,10.64,0.00,4.26,NA,0.00,89.36,93.62,91.49,93.62,NA,NA
12-31-2019,23005,Cumberland County,Pathways Merrymeeting Center,Kindergarten,1.00,0.00,0.00,0.00,0.00,NA,0.00,100.00,100.00,100.00,100.00,NA,NA
12-31-2019,23005,Cumberland County,peaks elementary school,Kindergarten,8.00,37.50,25.00,0.00,12.50,NA,0.00,62.50,62.50,62.50,62.50,NA,NA
12-31-2019,23005,Cumberland County,Pine Grove School,Kindergarten,7.00,14.29,14.29,0.00,0.00,NA,0.00,100.00,85.71,85.71,85.71,NA,NA
12-31-2019,23005,Cumberland County,Pleasant Hill School,Kindergarten,69.00,2.90,0.00,0.00,2.90,NA,2.90,97.10,100.00,97.10,100.00,NA,NA
12-31-2019,23005,Cumberland County,Pond Cove Elementary,Kindergarten,110.00,3.64,0.91,0.00,2.73,NA,0.00,96.36,96.36,96.36,96.36,NA,NA
12-31-2019,23005,Cumberland County,Portland High School,Kindergarten,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12-31-2019,23005,Cumberland County,Pownal Elementary School,Kindergarten,18.00,11.11,0.00,0.00,11.11,NA,0.00,94.44,94.44,88.89,94.44,NA,NA
12-31-2019,23005,Cumberland County,presumpscot elementary,Kindergarten,38.00,15.79,13.16,0.00,2.63,NA,0.00,84.21,84.21,84.21,84.21,NA,NA
12-31-2019,23005,Cumberland County,Raymond elementary,Kindergarten,47.00,17.02,0.00,0.00,17.02,NA,0.00,85.11,85.11,85.11,93.62,NA,NA
12-31-2019,23005,Cumberland County,Reiche,Kindergarten,81.00,14.81,12.35,0.00,2.47,NA,1.23,88.89,87.65,88.89,92.59,NA,NA
12-31-2019,23005,Cumberland County,Riverton Elementary School,Kindergarten,67.00,1.49,1.49,0.00,0.00,NA,2.99,97.01,97.01,94.03,100.00,NA,NA
12-31-2019,23005,Cumberland County,Saccarappa Elementary School,Kindergarten,63.00,6.35,3.17,0.00,3.17,NA,1.59,96.83,98.41,93.65,98.41,NA,NA
12-31-2019,23005,Cumberland County,Scarborough High School,Kindergarten,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12-31-2019,23005,Cumberland County,Scarborough Middle School,Kindergarten,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12-31-2019,23005,Cumberland County,Sebago Elementary School,Kindergarten,17.00,0.00,0.00,0.00,0.00,NA,0.00,100.00,100.00,100.00,100.00,NA,NA
12-31-2019,23005,Cumberland County,Skillin Elmentary,Kindergarten,78.00,0.00,0.00,0.00,0.00,NA,17.95,82.05,84.62,82.05,96.15,NA,NA
12-31-2019,23005,Cumberland County,Songo Locks School,Kindergarten,56.00,3.57,1.79,0.00,1.79,NA,5.36,91.07,91.07,91.07,98.21,NA,NA
12-31-2019,23005,Cumberland County,South Portland High School,Kindergarten,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12-31-2019,23005,Cumberland County,Spring Harbor Academy,Kindergarten,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12-31-2019,23005,Cumberland County,St. Brigid School,Kindergarten,12.00,0.00,0.00,0.00,0.00,NA,0.00,100.00,100.00,100.00,100.00,NA,NA
12-31-2019,23005,Cumberland County,St. Johns Catholic School,Kindergarten,14.00,0.00,0.00,0.00,0.00,NA,0.00,100.00,100.00,100.00,100.00,NA,NA
12-31-2019,23005,Cumberland County,Steep Falls Elementary,Kindergarten,32.00,9.38,0.00,3.12,6.25,NA,0.00,96.88,93.75,90.62,100.00,NA,NA
12-31-2019,23005,Cumberland County,Stevens Brook Elementary,Kindergarten,38.00,0.00,0.00,0.00,0.00,NA,0.00,100.00,100.00,100.00,100.00,NA,NA
12-31-2019,23005,Cumberland County,VILLAGE SCHOOL,Kindergarten,84.00,4.76,1.19,0.00,3.57,NA,0.00,97.62,97.62,97.62,97.62,NA,NA
12-31-2019,23005,Cumberland County,Waynflete School,Kindergarten,16.00,6.25,0.00,0.00,6.25,NA,0.00,93.75,93.75,93.75,93.75,NA,NA
12-31-2019,23005,Cumberland County,Westbrook High School,Kindergarten,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12-31-2019,23005,Cumberland County,Westbrook Middle School,Kindergarten,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12-31-2019,23005,Cumberland County,William H. Rowe School,Kindergarten,108.00,6.48,0.00,0.00,6.48,NA,0.00,95.37,94.44,95.37,95.37,NA,NA
12-31-2019,23005,Cumberland County,Windham High School,Kindergarten,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12-31-2019,23005,Cumberland County,Windham Middle School,Kindergarten,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12-31-2019,23005,Cumberland County,Windham Primary School,Kindergarten,194.00,5.15,0.52,0.00,4.64,NA,0.00,95.36,95.88,95.88,98.97,NA,NA
12-31-2019,23005,Cumberland County,Yarmouth High School,Kindergarten,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12-31-2019,23005,Cumberland County,Cumberland County Totals,Kindergarten,2854.00,5.71,1.37,0.14,4.20,NA,1.89,94.46,94.25,93.59,95.97,NA,NA
12-31-2019,23007,Franklin County,Cape Cod Hill School,Kindergarten,27.00,7.41,0.00,0.00,7.41,NA,0.00,96.30,96.30,96.30,92.59,NA,NA
12-31-2019,23007,Franklin County,Carrabassett Valley Academy,Kindergarten,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12-31-2019,23007,Franklin County,Cascade Brook School,Kindergarten,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12-31-2019,23007,Franklin County,Eustis School Department/Stratton School,Kindergarten,13.00,0.00,0.00,0.00,0.00,NA,0.00,100.00,100.00,100.00,100.00,NA,NA
12-31-2019,23007,Franklin County,G.D. Cushing School,Kindergarten,40.00,2.50,0.00,0.00,2.50,NA,0.00,100.00,100.00,100.00,97.50,NA,NA
12-31-2019,23007,Franklin County,Kingfield Elementary,Kindergarten,11.00,18.18,0.00,0.00,18.18,NA,0.00,81.82,81.82,81.82,90.91,NA,NA
12-31-2019,23007,Franklin County,Mt. Abram H.S.,Kindergarten,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12-31-2019,23007,Franklin County,Mt. Blue High School,Kindergarten,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12-31-2019,23007,Franklin County,Mt. Blue Middle School,Kindergarten,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12-31-2019,23007,Franklin County,PHILLIPS ELEMENTRY SCHOOL,Kindergarten,10.00,40.00,0.00,0.00,40.00,NA,0.00,70.00,70.00,90.00,90.00,NA,NA
