time	state	geography	geography_name	grade	N_dtap	N_polio	N_mmr	N_hep_b	N_varicella	N_personal_exempt	N_medical_exempt	N_full_exempt	pct_dtap	pct_polio	pct_mmr	pct_hep_b	pct_varicella	pct_personal_exempt	pct_medical_exempt	pct_full_exempt	pct_any_exempt
2023-09-01	Louisiana	22055	Lafayette	6th Grade	NA	NA	NA	NA	NA	NA	NA	NA	0.7324	NA	NA	0.9685	NA	NA	NA	0.0212	0.0212
2023-09-01	Louisiana	22057	Lafourche	6th Grade	NA	NA	NA	NA	NA	NA	NA	NA	0.8378	NA	NA	0.9838	NA	NA	NA	0.0117	0.0117
2023-09-01	Louisiana	22061	Lincoln	6th Grade	NA	NA	NA	NA	NA	NA	NA	NA	0.9073	NA	NA	0.9633	NA	NA	NA	0.0367	0.0367
2023-09-01	Louisiana	22063	Livingston	6th Grade	NA	NA	NA	NA	NA	NA	NA	NA	0.8105	NA	NA	0.9748	NA	NA	NA	0.0219	0.0219
2023-09-01	Louisiana	22065	Madison	6th Grade	NA	NA	NA	NA	NA	NA	NA	NA	0.2871	NA	NA	1	NA	NA	NA	0	0
2023-09-01	Louisiana	22067	Morehouse	6th Grade	NA	NA	NA	NA	NA	NA	NA	NA	0.5604	NA	NA	1	NA	NA	NA	0	0
2023-09-01	Louisiana	22069	Natchitoches	6th Grade	NA	NA	NA	NA	NA	NA	NA	NA	0.8494	NA	NA	0.997	NA	NA	NA	0	0
2023-09-01	Louisiana	22071	Orleans	6th Grade	NA	NA	NA	NA	NA	NA	NA	NA	0.7191	NA	NA	0.9796	NA	NA	NA	0.012	0.012
2023-09-01	Louisiana	22073	Ouachita	6th Grade	NA	NA	NA	NA	NA	NA	NA	NA	0.5767	NA	NA	0.9799	NA	NA	NA	0.0124	0.0124
2023-09-01	Louisiana	22075	Plaquemines	6th Grade	NA	NA	NA	NA	NA	NA	NA	NA	0.9401	NA	NA	0.9581	NA	NA	NA	0.0419	0.0419
2023-09-01	Louisiana	22077	Pointe Coupee	6th Grade	NA	NA	NA	NA	NA	NA	NA	NA	0.88	NA	NA	1	NA	NA	NA	0	0
2023-09-01	Louisiana	22079	Rapides	6th Grade	NA	NA	NA	NA	NA	NA	NA	NA	0.7707	NA	NA	0.9861	NA	NA	NA	0.0073	0.0073
2023-09-01	Louisiana	22081	Red River	6th Grade	NA	NA	NA	NA	NA	NA	NA	NA	0.7553	NA	NA	1	NA	NA	NA	0	0
2023-09-01	Louisiana	22083	Richland	6th Grade	NA	NA	NA	NA	NA	NA	NA	NA	0.4663	NA	NA	0.9952	NA	NA	NA	0	0
2023-09-01	Louisiana	22085	Sabine	6th Grade	NA	NA	NA	NA	NA	NA	NA	NA	0.8876	NA	NA	0.9535	NA	NA	NA	0.0465	0.0465
2023-09-01	Louisiana	22087	St. Bernard	6th Grade	NA	NA	NA	NA	NA	NA	NA	NA	0.9347	NA	NA	0.9656	NA	NA	NA	0.0344	0.0344
2023-09-01	Louisiana	22089	St. Charles	6th Grade	NA	NA	NA	NA	NA	NA	NA	NA	0.9433	NA	NA	0.9477	NA	NA	NA	0.0523	0.0523
2023-09-01	Louisiana	22091	St. Helena	6th Grade	NA	NA	NA	NA	NA	NA	NA	NA	0.5686	NA	NA	1	NA	NA	NA	0	0
2023-09-01	Louisiana	22093	St. James	6th Grade	NA	NA	NA	NA	NA	NA	NA	NA	0.938	NA	NA	0.9504	NA	NA	NA	0.0496	0.0496
2023-09-01	Louisiana	22095	St. John the Baptist	6th Grade	NA	NA	NA	NA	NA	NA	NA	NA	0.9111	NA	NA	0.9718	NA	NA	NA	0.026	0.026
2023-09-01	Louisiana	22097	St. Landry	6th Grade	NA	NA	NA	NA	NA	NA	NA	NA	0.7563	NA	NA	0.9873	NA	NA	NA	0.0084	0.0084
2023-09-01	Louisiana	22099	St. Martin	6th Grade	NA	NA	NA	NA	NA	NA	NA	NA	0.7479	NA	NA	0.9814	NA	NA	NA	0.0165	0.0165
2023-09-01	Louisiana	22101	St. Mary	6th Grade	NA	NA	NA	NA	NA	NA	NA	NA	0.8803	NA	NA	0.968	NA	NA	NA	0.0253	0.0253
2023-09-01	Louisiana	22103	St. Tammany	6th Grade	NA	NA	NA	NA	NA	NA	NA	NA	0.7499	NA	NA	0.915	NA	NA	NA	0.0794	0.0794
2023-09-01	Louisiana	22105	Tangipahoa	6th Grade	NA	NA	NA	NA	NA	NA	NA	NA	0.7309	NA	NA	0.9776	NA	NA	NA	0.0199	0.0199
2023-09-01	Louisiana	22107	Tensas	6th Grade	NA	NA	NA	NA	NA	NA	NA	NA	0.875	NA	NA	1	NA	NA	NA	0	0
2023-09-01	Louisiana	22109	Terrebonne	6th Grade	NA	NA	NA	NA	NA	NA	NA	NA	0.8569	NA	NA	0.9325	NA	NA	NA	0.0603	0.0603
2023-09-01	Louisiana	22111	Union	6th Grade	NA	NA	NA	NA	NA	NA	NA	NA	0.7376	NA	NA	0.9307	NA	NA	NA	0.0693	0.0693
2023-09-01	Louisiana	22113	Vermilion	6th Grade	NA	NA	NA	NA	NA	NA	NA	NA	0.7974	NA	NA	0.981	NA	NA	NA	0.019	0.019
2023-09-01	Louisiana	22115	Vernon	6th Grade	NA	NA	NA	NA	NA	NA	NA	NA	0.8782	NA	NA	0.9712	NA	NA	NA	0.024	0.024
2023-09-01	Louisiana	22117	Washington	6th Grade	NA	NA	NA	NA	NA	NA	NA	NA	0.7854	NA	NA	0.9854	NA	NA	NA	0.0146	0.0146
2023-09-01	Louisiana	22119	Webster	6th Grade	NA	NA	NA	NA	NA	NA	NA	NA	0.7663	NA	NA	0.9899	NA	NA	NA	0.0075	0.0075
2023-09-01	Louisiana	22121	West Baton Rouge	6th Grade	NA	NA	NA	NA	NA	NA	NA	NA	0.8836	NA	NA	0.9821	NA	NA	NA	0.0149	0.0149
2023-09-01	Louisiana	22123	West Carroll	6th Grade	NA	NA	NA	NA	NA	NA	NA	NA	0.5253	NA	NA	0.9798	NA	NA	NA	0.0101	0.0101
2023-09-01	Louisiana	22125	West Feliciana	6th Grade	NA	NA	NA	NA	NA	NA	NA	NA	0.9241	NA	NA	0.9747	NA	NA	NA	0.0253	0.0253
2023-09-01	Louisiana	22127	Winn	6th Grade	NA	NA	NA	NA	NA	NA	NA	NA	0.9621	NA	NA	0.9924	NA	NA	NA	0.0076	0.0076
2024-09-01	Louisiana	22001	Acadia	6th Grade	NA	NA	NA	NA	NA	NA	NA	NA	0.6928	NA	NA	0.9776	NA	NA	NA	0.0336	0.0336
2024-09-01	Louisiana	22003	Allen	6th Grade	NA	NA	NA	NA	NA	NA	NA	NA	0.7298	NA	NA	0.9895	NA	NA	NA	0.2175	0.2175
2024-09-01	Louisiana	22005	Ascension	6th Grade	NA	NA	NA	NA	NA	NA	NA	NA	0.9082	NA	NA	0.9919	NA	NA	NA	0.0284	0.0284
2024-09-01	Louisiana	22007	Assumption	6th Grade	NA	NA	NA	NA	NA	NA	NA	NA	0.9275	NA	NA	1	NA	NA	NA	0.0052	0.0052
2024-09-01	Louisiana	22009	Avoyelles	6th Grade	NA	NA	NA	NA	NA	NA	NA	NA	0.7891	NA	NA	0.9904	NA	NA	NA	0.0128	0.0128
2024-09-01	Louisiana	22011	Beauregard	6th Grade	NA	NA	NA	NA	NA	NA	NA	NA	0.74	NA	NA	0.9925	NA	NA	NA	0.0825	0.0825
2024-09-01	Louisiana	22013	Bienville	6th Grade	NA	NA	NA	NA	NA	NA	NA	NA	0.9286	NA	NA	0.9911	NA	NA	NA	0.0268	0.0268
2024-09-01	Louisiana	22015	Bossier	6th Grade	NA	NA	NA	NA	NA	NA	NA	NA	0.7498	NA	NA	0.9919	NA	NA	NA	0.0056	0.0056
2024-09-01	Louisiana	22017	Caddo	6th Grade	NA	NA	NA	NA	NA	NA	NA	NA	0.663	NA	NA	0.9831	NA	NA	NA	0.0073	0.0073
2024-09-01	Louisiana	22019	Calcasieu	6th Grade	NA	NA	NA	NA	NA	NA	NA	NA	0.7436	NA	NA	0.9777	NA	NA	NA	0.0483	0.0483
2024-09-01	Louisiana	22021	Caldwell	6th Grade	NA	NA	NA	NA	NA	NA	NA	NA	0.7143	NA	NA	1	NA	NA	NA	0.0714	0.0714
2024-09-01	Louisiana	22023	Cameron	6th Grade	NA	NA	NA	NA	NA	NA	NA	NA	0.6301	NA	NA	0.9863	NA	NA	NA	0.0411	0.0411
2024-09-01	Louisiana	22025	Catahoula	6th Grade	NA	NA	NA	NA	NA	NA	NA	NA	0.9552	NA	NA	1	NA	NA	NA	0	0
2024-09-01	Louisiana	22027	Claiborne	6th Grade	NA	NA	NA	NA	NA	NA	NA	NA	0.8425	NA	NA	0.9921	NA	NA	NA	0.0157	0.0157
2024-09-01	Louisiana	22029	Concordia	6th Grade	NA	NA	NA	NA	NA	NA	NA	NA	0.7795	NA	NA	0.9606	NA	NA	NA	0.0354	0.0354
2024-09-01	Louisiana	22031	De Soto	6th Grade	NA	NA	NA	NA	NA	NA	NA	NA	0.7927	NA	NA	0.9939	NA	NA	NA	0.0396	0.0396
2024-09-01	Louisiana	22033	East Baton Rouge	6th Grade	NA	NA	NA	NA	NA	NA	NA	NA	0.6793	NA	NA	0.9532	NA	NA	NA	0.0201	0.0201
2024-09-01	Louisiana	22035	East Carroll	6th Grade	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	1	NA	NA	NA	0	0
2024-09-01	Louisiana	22037	East Feliciana	6th Grade	NA	NA	NA	NA	NA	NA	NA	NA	0.3704	NA	NA	0.9753	NA	NA	NA	0	0
2024-09-01	Louisiana	22039	Evangeline	6th Grade	NA	NA	NA	NA	NA	NA	NA	NA	0.6847	NA	NA	0.9865	NA	NA	NA	0.009	0.009
2024-09-01	Louisiana	22041	Franklin	6th Grade	NA	NA	NA	NA	NA	NA	NA	NA	0.5172	NA	NA	0.9901	NA	NA	NA	0.0099	0.0099
2024-09-01	Louisiana	22043	Grant	6th Grade	NA	NA	NA	NA	NA	NA	NA	NA	0.7819	NA	NA	0.9787	NA	NA	NA	0.0266	0.0266
2024-09-01	Louisiana	22045	Iberia	6th Grade	NA	NA	NA	NA	NA	NA	NA	NA	0.756	NA	NA	0.9917	NA	NA	NA	0.0488	0.0488
2024-09-01	Louisiana	22047	Iberville	6th Grade	NA	NA	NA	NA	NA	NA	NA	NA	0.8171	NA	NA	1	NA	NA	NA	0.0029	0.0029
2024-09-01	Louisiana	22049	Jackson	6th Grade	NA	NA	NA	NA	NA	NA	NA	NA	0.8496	NA	NA	0.9925	NA	NA	NA	0.0376	0.0376
2024-09-01	Louisiana	22051	Jefferson	6th Grade	NA	NA	NA	NA	NA	NA	NA	NA	0.8086	NA	NA	0.9855	NA	NA	NA	0.0188	0.0188
2024-09-01	Louisiana	22053	Jefferson Davis	6th Grade	NA	NA	NA	NA	NA	NA	NA	NA	0.7749	NA	NA	0.9711	NA	NA	NA	0.045	0.045
2024-09-01	Louisiana	22059	La Salle	6th Grade	NA	NA	NA	NA	NA	NA	NA	NA	0.7947	NA	NA	0.9789	NA	NA	NA	0.0211	0.0211
2024-09-01	Louisiana	22055	Lafayette	6th Grade	NA	NA	NA	NA	NA	NA	NA	NA	0.6293	NA	NA	0.9778	NA	NA	NA	0.0151	0.0151
2024-09-01	Louisiana	22057	Lafourche	6th Grade	NA	NA	NA	NA	NA	NA	NA	NA	0.8101	NA	NA	0.9861	NA	NA	NA	0.0239	0.0239
2024-09-01	Louisiana	22061	Lincoln	6th Grade	NA	NA	NA	NA	NA	NA	NA	NA	0.8317	NA	NA	0.9842	NA	NA	NA	0.0436	0.0436
2024-09-01	Louisiana	22063	Livingston	6th Grade	NA	NA	NA	NA	NA	NA	NA	NA	0.7524	NA	NA	0.989	NA	NA	NA	0.012	0.012
2024-09-01	Louisiana	22065	Madison	6th Grade	NA	NA	NA	NA	NA	NA	NA	NA	0.5301	NA	NA	1	NA	NA	NA	0	0
2024-09-01	Louisiana	22067	Morehouse	6th Grade	NA	NA	NA	NA	NA	NA	NA	NA	0.6463	NA	NA	1	NA	NA	NA	0	0
2024-09-01	Louisiana	22069	Natchitoches	6th Grade	NA	NA	NA	NA	NA	NA	NA	NA	0.8468	NA	NA	0.9922	NA	NA	NA	0.0026	0.0026
2024-09-01	Louisiana	22071	Orleans	6th Grade	NA	NA	NA	NA	NA	NA	NA	NA	0.6306	NA	NA	0.9737	NA	NA	NA	0.0143	0.0143
2024-09-01	Louisiana	22073	Ouachita	6th Grade	NA	NA	NA	NA	NA	NA	NA	NA	0.523	NA	NA	0.9823	NA	NA	NA	0.0106	0.0106
2024-09-01	Louisiana	22075	Plaquemines	6th Grade	NA	NA	NA	NA	NA	NA	NA	NA	0.9404	NA	NA	0.9965	NA	NA	NA	0.0386	0.0386
2024-09-01	Louisiana	22077	Pointe Coupee	6th Grade	NA	NA	NA	NA	NA	NA	NA	NA	0.7214	NA	NA	1	NA	NA	NA	0.0149	0.0149
2024-09-01	Louisiana	22079	Rapides	6th Grade	NA	NA	NA	NA	NA	NA	NA	NA	0.727	NA	NA	0.9848	NA	NA	NA	0.0171	0.0171
2024-09-01	Louisiana	22081	Red River	6th Grade	NA	NA	NA	NA	NA	NA	NA	NA	0.6438	NA	NA	0.9863	NA	NA	NA	0	0
2024-09-01	Louisiana	22083	Richland	6th Grade	NA	NA	NA	NA	NA	NA	NA	NA	0.4758	NA	NA	0.9919	NA	NA	NA	0	0
2024-09-01	Louisiana	22085	Sabine	6th Grade	NA	NA	NA	NA	NA	NA	NA	NA	0.8517	NA	NA	0.9746	NA	NA	NA	0.0763	0.0763
2024-09-01	Louisiana	22087	St. Bernard	6th Grade	NA	NA	NA	NA	NA	NA	NA	NA	0.779	NA	NA	0.9947	NA	NA	NA	0.016	0.016
2024-09-01	Louisiana	22089	St. Charles	6th Grade	NA	NA	NA	NA	NA	NA	NA	NA	0.9448	NA	NA	0.9986	NA	NA	NA	0.0456	0.0456
2024-09-01	Louisiana	22091	St. Helena	6th Grade	NA	NA	NA	NA	NA	NA	NA	NA	0.65	NA	NA	1	NA	NA	NA	0	0
2024-09-01	Louisiana	22093	St. James	6th Grade	NA	NA	NA	NA	NA	NA	NA	NA	0.92490000000000006	NA	NA	1	NA	NA	NA	0.0798	0.0798
2024-09-01	Louisiana	22095	St. John the Baptist	6th Grade	NA	NA	NA	NA	NA	NA	NA	NA	0.831	NA	NA	0.9952	NA	NA	NA	0.0262	0.0262
2024-09-01	Louisiana	22097	St. Landry	6th Grade	NA	NA	NA	NA	NA	NA	NA	NA	0.7371	NA	NA	0.9899	NA	NA	NA	0.0135	0.0135
2024-09-01	Louisiana	22099	St. Martin	6th Grade	NA	NA	NA	NA	NA	NA	NA	NA	0.7978	NA	NA	0.987	NA	NA	NA	0.026	0.026
2024-09-01	Louisiana	22101	St. Mary	6th Grade	NA	NA	NA	NA	NA	NA	NA	NA	0.8197	NA	NA	0.9917	NA	NA	NA	0.0117	0.0117
2024-09-01	Louisiana	22103	St. Tammany	6th Grade	NA	NA	NA	NA	NA	NA	NA	NA	0.7452	NA	NA	0.9698	NA	NA	NA	0.0762	0.0762
2024-09-01	Louisiana	22105	Tangipahoa	6th Grade	NA	NA	NA	NA	NA	NA	NA	NA	0.6576	NA	NA	0.9882	NA	NA	NA	0.0194	0.0194
2024-09-01	Louisiana	22107	Tensas	6th Grade	NA	NA	NA	NA	NA	NA	NA	NA	0.7879	NA	NA	1	NA	NA	NA	0	0
2024-09-01	Louisiana	22109	Terrebonne	6th Grade	NA	NA	NA	NA	NA	NA	NA	NA	0.7261	NA	NA	0.9738	NA	NA	NA	0.0431	0.0431
2024-09-01	Louisiana	22111	Union	6th Grade	NA	NA	NA	NA	NA	NA	NA	NA	0.7059	NA	NA	0.9739	NA	NA	NA	0.0392	0.0392
2024-09-01	Louisiana	22113	Vermilion	6th Grade	NA	NA	NA	NA	NA	NA	NA	NA	0.7507	NA	NA	0.9902	NA	NA	NA	0.014	0.014
2024-09-01	Louisiana	22115	Vernon	6th Grade	NA	NA	NA	NA	NA	NA	NA	NA	0.78	NA	NA	0.9818	NA	NA	NA	0.0364	0.0364
2024-09-01	Louisiana	22117	Washington	6th Grade	NA	NA	NA	NA	NA	NA	NA	NA	0.8606	NA	NA	0.9919	NA	NA	NA	0.0343	0.0343
2024-09-01	Louisiana	22119	Webster	6th Grade	NA	NA	NA	NA	NA	NA	NA	NA	0.7311	NA	NA	0.9896	NA	NA	NA	0.0157	0.0157
2024-09-01	Louisiana	22121	West Baton Rouge	6th Grade	NA	NA	NA	NA	NA	NA	NA	NA	0.8558	NA	NA	1	NA	NA	NA	0.0063	0.0063
2024-09-01	Louisiana	22123	West Carroll	6th Grade	NA	NA	NA	NA	NA	NA	NA	NA	0.3824	NA	NA	0.9804	NA	NA	NA	0.0098	0.0098
2024-09-01	Louisiana	22125	West Feliciana	6th Grade	NA	NA	NA	NA	NA	NA	NA	NA	0.8538	NA	NA	0.9825	NA	NA	NA	0.0409	0.0409
2024-09-01	Louisiana	22127	Winn	6th Grade	NA	NA	NA	NA	NA	NA	NA	NA	0.9391	NA	NA	1	NA	NA	NA	0.0261	0.0261
2022-09-01	Louisiana	22001	Acadia	11th Grade	NA	NA	NA	NA	NA	NA	NA	NA	0.9157	NA	NA	0.9629	NA	NA	NA	0.027	0.027
2022-09-01	Louisiana	22003	Allen	11th Grade	NA	NA	NA	NA	NA	NA	NA	NA	0.9737	NA	NA	0.9812	NA	NA	NA	0.0188	0.0188
2022-09-01	Louisiana	22005	Ascension	11th Grade	NA	NA	NA	NA	NA	NA	NA	NA	0.9667	NA	NA	0.9656	NA	NA	NA	0.0327	0.0327
2022-09-01	Louisiana	22007	Assumption	11th Grade	NA	NA	NA	NA	NA	NA	NA	NA	0.99	NA	NA	0.995	NA	NA	NA	0.005	0.005
2022-09-01	Louisiana	22009	Avoyelles	11th Grade	NA	NA	NA	NA	NA	NA	NA	NA	0.9775	NA	NA	0.9936	NA	NA	NA	0.0032	0.0032
2022-09-01	Louisiana	22011	Beauregard	11th Grade	NA	NA	NA	NA	NA	NA	NA	NA	0.9494	NA	NA	0.9557	NA	NA	NA	0.019	0.019
2022-09-01	Louisiana	22013	Bienville	11th Grade	NA	NA	NA	NA	NA	NA	NA	NA	0.986	NA	NA	0.986	NA	NA	NA	0.014	0.014
2022-09-01	Louisiana	22015	Bossier	11th Grade	NA	NA	NA	NA	NA	NA	NA	NA	0.9599	NA	NA	0.9909	NA	NA	NA	0.0021	0.0021
2022-09-01	Louisiana	22017	Caddo	11th Grade	NA	NA	NA	NA	NA	NA	NA	NA	0.9574	NA	NA	0.9909	NA	NA	NA	0.0034	0.0034
2022-09-01	Louisiana	22019	Calcasieu	11th Grade	NA	NA	NA	NA	NA	NA	NA	NA	0.9529	NA	NA	0.9799	NA	NA	NA	0.0121	0.0121
2022-09-01	Louisiana	22021	Caldwell	11th Grade	NA	NA	NA	NA	NA	NA	NA	NA	0.9612	NA	NA	1	NA	NA	NA	0	0
2022-09-01	Louisiana	22023	Cameron	11th Grade	NA	NA	NA	NA	NA	NA	NA	NA	0.9565	NA	NA	0.9855	NA	NA	NA	0	0
2022-09-01	Louisiana	22025	Catahoula	11th Grade	NA	NA	NA	NA	NA	NA	NA	NA	0.9701	NA	NA	0.9851	NA	NA	NA	0.0149	0.0149
2022-09-01	Louisiana	22027	Claiborne	11th Grade	NA	NA	NA	NA	NA	NA	NA	NA	0.9545	NA	NA	0.9924	NA	NA	NA	0	0
2022-09-01	Louisiana	22029	Concordia	11th Grade	NA	NA	NA	NA	NA	NA	NA	NA	0.9495	NA	NA	0.9908	NA	NA	NA	0.0046	0.0046
2022-09-01	Louisiana	22031	De Soto	11th Grade	NA	NA	NA	NA	NA	NA	NA	NA	0.9455	NA	NA	0.9545	NA	NA	NA	0.0364	0.0364
2022-09-01	Louisiana	22033	East Baton Rouge	11th Grade	NA	NA	NA	NA	NA	NA	NA	NA	0.9368	NA	NA	0.9734	NA	NA	NA	0.0073	0.0073
2022-09-01	Louisiana	22035	East Carroll	11th Grade	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	1	NA	NA	NA	0	0
2022-09-01	Louisiana	22037	East Feliciana	11th Grade	NA	NA	NA	NA	NA	NA	NA	NA	0.9748	NA	NA	1	NA	NA	NA	0	0
2022-09-01	Louisiana	22039	Evangeline	11th Grade	NA	NA	NA	NA	NA	NA	NA	NA	0.9624	NA	NA	1	NA	NA	NA	0	0
2022-09-01	Louisiana	22041	Franklin	11th Grade	NA	NA	NA	NA	NA	NA	NA	NA	0.9827	NA	NA	1	NA	NA	NA	0	0
2022-09-01	Louisiana	22043	Grant	11th Grade	NA	NA	NA	NA	NA	NA	NA	NA	0.9944	NA	NA	1	NA	NA	NA	0	0
2022-09-01	Louisiana	22045	Iberia	11th Grade	NA	NA	NA	NA	NA	NA	NA	NA	0.9316	NA	NA	0.941	NA	NA	NA	0.0576	0.0576
2022-09-01	Louisiana	22047	Iberville	11th Grade	NA	NA	NA	NA	NA	NA	NA	NA	0.9745	NA	NA	0.9818	NA	NA	NA	0.0182	0.0182
2022-09-01	Louisiana	22049	Jackson	11th Grade	NA	NA	NA	NA	NA	NA	NA	NA	0.951	NA	NA	0.986	NA	NA	NA	0.014	0.014
2022-09-01	Louisiana	22051	Jefferson	11th Grade	NA	NA	NA	NA	NA	NA	NA	NA	0.982	NA	NA	0.9802	NA	NA	NA	0.0068	0.0068
2022-09-01	Louisiana	22053	Jefferson Davis	11th Grade	NA	NA	NA	NA	NA	NA	NA	NA	0.9754	NA	NA	0.9863	NA	NA	NA	0.0109	0.0109
2022-09-01	Louisiana	22059	La Salle	11th Grade	NA	NA	NA	NA	NA	NA	NA	NA	0.95	NA	NA	0.9812	NA	NA	NA	0.0187	0.0187
2022-09-01	Louisiana	22055	Lafayette	11th Grade	NA	NA	NA	NA	NA	NA	NA	NA	0.9432	NA	NA	0.9701	NA	NA	NA	0.0234	0.0234
2022-09-01	Louisiana	22057	Lafourche	11th Grade	NA	NA	NA	NA	NA	NA	NA	NA	0.9565	NA	NA	0.98740000000000006	NA	NA	NA	0.0056	0.0056
2022-09-01	Louisiana	22061	Lincoln	11th Grade	NA	NA	NA	NA	NA	NA	NA	NA	0.9675	NA	NA	0.9713	NA	NA	NA	0.0249	0.0249
2022-09-01	Louisiana	22063	Livingston	11th Grade	NA	NA	NA	NA	NA	NA	NA	NA	0.9573	NA	NA	0.9917	NA	NA	NA	0.0034	0.0034
2022-09-01	Louisiana	22065	Madison	11th Grade	NA	NA	NA	NA	NA	NA	NA	NA	0.9355	NA	NA	1	NA	NA	NA	0	0
2022-09-01	Louisiana	22067	Morehouse	11th Grade	NA	NA	NA	NA	NA	NA	NA	NA	0.94	NA	NA	1	NA	NA	NA	0	0
2022-09-01	Louisiana	22069	Natchitoches	11th Grade	NA	NA	NA	NA	NA	NA	NA	NA	0.9846	NA	NA	1	NA	NA	NA	0	0
2022-09-01	Louisiana	22071	Orleans	11th Grade	NA	NA	NA	NA	NA	NA	NA	NA	0.958	NA	NA	0.9793	NA	NA	NA	0.011	0.011
2022-09-01	Louisiana	22073	Ouachita	11th Grade	NA	NA	NA	NA	NA	NA	NA	NA	0.8755	NA	NA	0.9805	NA	NA	NA	0.0159	0.0159
2022-09-01	Louisiana	22075	Plaquemines	11th Grade	NA	NA	NA	NA	NA	NA	NA	NA	0.9439	NA	NA	0.9439	NA	NA	NA	0.0528	0.0528
2022-09-01	Louisiana	22077	Pointe Coupee	11th Grade	NA	NA	NA	NA	NA	NA	NA	NA	0.974	NA	NA	0.9935	NA	NA	NA	0	0
2022-09-01	Louisiana	22079	Rapides	11th Grade	NA	NA	NA	NA	NA	NA	NA	NA	0.9539	NA	NA	0.98740000000000006	NA	NA	NA	0.0013	0.0013
2022-09-01	Louisiana	22081	Red River	11th Grade	NA	NA	NA	NA	NA	NA	NA	NA	0.961	NA	NA	1	NA	NA	NA	0	0
2022-09-01	Louisiana	22083	Richland	11th Grade	NA	NA	NA	NA	NA	NA	NA	NA	0.9372	NA	NA	0.9895	NA	NA	NA	0.0052	0.0052
2022-09-01	Louisiana	22085	Sabine	11th Grade	NA	NA	NA	NA	NA	NA	NA	NA	0.978	NA	NA	0.9927	NA	NA	NA	0.0073	0.0073
2022-09-01	Louisiana	22087	St. Bernard	11th Grade	NA	NA	NA	NA	NA	NA	NA	NA	0.9739	NA	NA	0.9683	NA	NA	NA	0.0261	0.0261
2022-09-01	Louisiana	22089	St. Charles	11th Grade	NA	NA	NA	NA	NA	NA	NA	NA	0.9907	NA	NA	0.9922	NA	NA	NA	0.0078	0.0078
2022-09-01	Louisiana	22091	St. Helena	11th Grade	NA	NA	NA	NA	NA	NA	NA	NA	0.9756	NA	NA	1	NA	NA	NA	0	0
2022-09-01	Louisiana	22093	St. James	11th Grade	NA	NA	NA	NA	NA	NA	NA	NA	0.9733	NA	NA	0.9733	NA	NA	NA	0.0267	0.0267
2022-09-01	Louisiana	22095	St. John the Baptist	11th Grade	NA	NA	NA	NA	NA	NA	NA	NA	0.9868	NA	NA	0.9912	NA	NA	NA	0.0022	0.0022
2022-09-01	Louisiana	22097	St. Landry	11th Grade	NA	NA	NA	NA	NA	NA	NA	NA	0.9592	NA	NA	0.9942	NA	NA	NA	0.0047	0.0047
2022-09-01	Louisiana	22099	St. Martin	11th Grade	NA	NA	NA	NA	NA	NA	NA	NA	0.9646	NA	NA	0.9882	NA	NA	NA	0.0039	0.0039
2022-09-01	Louisiana	22101	St. Mary	11th Grade	NA	NA	NA	NA	NA	NA	NA	NA	0.978	NA	NA	0.9831	NA	NA	NA	0.0085	0.0085
2022-09-01	Louisiana	22103	St. Tammany	11th Grade	NA	NA	NA	NA	NA	NA	NA	NA	0.9548	NA	NA	0.9738	NA	NA	NA	0.0212	0.0212
2022-09-01	Louisiana	22105	Tangipahoa	11th Grade	NA	NA	NA	NA	NA	NA	NA	NA	0.9819	NA	NA	0.9863	NA	NA	NA	0.0123	0.0123
2022-09-01	Louisiana	22107	Tensas	11th Grade	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	1	NA	NA	NA	0	0
2022-09-01	Louisiana	22109	Terrebonne	11th Grade	NA	NA	NA	NA	NA	NA	NA	NA	0.9553	NA	NA	0.9681	NA	NA	NA	0.0287	0.0287
2022-09-01	Louisiana	22111	Union	11th Grade	NA	NA	NA	NA	NA	NA	NA	NA	0.9565	NA	NA	0.9728	NA	NA	NA	0.0272	0.0272
2022-09-01	Louisiana	22113	Vermilion	11th Grade	NA	NA	NA	NA	NA	NA	NA	NA	0.9818	NA	NA	0.9884	NA	NA	NA	0.0116	0.0116
2022-09-01	Louisiana	22115	Vernon	11th Grade	NA	NA	NA	NA	NA	NA	NA	NA	0.9526	NA	NA	0.9698	NA	NA	NA	0.0302	0.0302
2022-09-01	Louisiana	22117	Washington	11th Grade	NA	NA	NA	NA	NA	NA	NA	NA	0.9668	NA	NA	0.9813	NA	NA	NA	0.0187	0.0187
2022-09-01	Louisiana	22119	Webster	11th Grade	NA	NA	NA	NA	NA	NA	NA	NA	0.9549	NA	NA	0.9929	NA	NA	NA	0.0048	0.0048
2022-09-01	Louisiana	22121	West Baton Rouge	11th Grade	NA	NA	NA	NA	NA	NA	NA	NA	0.9722	NA	NA	0.9722	NA	NA	NA	0.0198	0.0198
2022-09-01	Louisiana	22123	West Carroll	11th Grade	NA	NA	NA	NA	NA	NA	NA	NA	0.9412	NA	NA	0.9916	NA	NA	NA	0	0
2022-09-01	Louisiana	22125	West Feliciana	11th Grade	NA	NA	NA	NA	NA	NA	NA	NA	0.9722	NA	NA	0.9861	NA	NA	NA	0.0069	0.0069
