"attributes.Geography","attributes.TotalPop4_18","attributes.Exempt"
Census Tract 9502, Walton County, Florida, 792,28
Census Tract 9504, Walton County, Florida, 588,30
Census Tract 9501.01, Walton County, Florida,1215,40
Census Tract 9501.02, Walton County, Florida, 571,25
Census Tract 9506.01, Walton County, Florida,1367,379
Census Tract 9505.02, Walton County, Florida, 615,125
Census Tract 9506.03, Walton County, Florida, 911,173
Census Tract 9503.01, Walton County, Florida,1146,50
Census Tract 9503.02, Walton County, Florida,1031,70
Census Tract 9505.01, Walton County, Florida, 674,68
Census Tract 9506.02, Walton County, Florida, 344,114
