"Census","County","State","TotalPop4_18yrs","TotalExempt4_18yrs"
"Census Tract 1102"," Madison County"," Florida",819,21
"Census Tract 1101"," Madison County"," Florida",534,20
"Census Tract 1103.01"," Madison County"," Florida",433,14
"Census Tract 1103.02"," Madison County"," Florida",992,15
"Census Tract 1104"," Madison County"," Florida",718,30
