"Census","County","State","TotalPop4_18yrs","TotalExempt4_18yrs"
"Census Tract 9501"," Gilchrist County"," Florida",961,33
"Census Tract 9502.04"," Gilchrist County"," Florida",732,26
"Census Tract 9502.02"," Gilchrist County"," Florida",462,8
"Census Tract 9502.01"," Gilchrist County"," Florida",417,17
"Census Tract 9502.03"," Gilchrist County"," Florida",619,28
