"Census","County","State","TotalPop4_18yrs","TotalExempt4_18yrs"
"Census Tract 102"," DeSoto County"," Florida",1241,15
"Census Tract 103.01"," DeSoto County"," Florida",1482,11
"Census Tract 103.02"," DeSoto County"," Florida",572,18
"Census Tract 104.03"," DeSoto County"," Florida",333,28
"Census Tract 104.04"," DeSoto County"," Florida",653,19
"Census Tract 104.06"," DeSoto County"," Florida",1127,28
"Census Tract 101.01"," DeSoto County"," Florida",634,23
"Census Tract 101.02"," DeSoto County"," Florida",435,7
"Census Tract 104.05"," DeSoto County"," Florida",114,9
