"Census","County","State","TotalPop4_18yrs","TotalExempt4_18yrs"
"Census Tract 1"," Glades County"," Florida",184,11
"Census Tract 2"," Glades County"," Florida",1286,28
"Census Tract 3"," Glades County"," Florida",520,12
"Census Tract 9900"," Glades County"," Florida",0,0
