"Census","County","State","TotalPop4_18yrs","TotalExempt4_18yrs"
"Census Tract 402.02"," Baker County"," Florida",1271,30
"Census Tract 401.01"," Baker County"," Florida",1510,48
"Census Tract 402.01"," Baker County"," Florida",1543,35
"Census Tract 401.02"," Baker County"," Florida",1565,46
