"Census","County","State","TotalPop4_18yrs","TotalExempt4_18yrs"
"Census Tract 9703"," Hardee County"," Florida",1660,11
"Census Tract 9704"," Hardee County"," Florida",1525,31
"Census Tract 9701.02"," Hardee County"," Florida",856,18
"Census Tract 9701.01"," Hardee County"," Florida",1006,7
"Census Tract 9702.02"," Hardee County"," Florida",193,6
"Census Tract 9702.01"," Hardee County"," Florida",1138,11
