"Census","County","State","TotalPop4_18yrs","TotalExempt4_18yrs"
"Census Tract 9704"," Levy County"," Florida",461,21
"Census Tract 9707"," Levy County"," Florida",392,23
"Census Tract 9702"," Levy County"," Florida",860,30
"Census Tract 9705"," Levy County"," Florida",1391,65
"Census Tract 9706"," Levy County"," Florida",798,26
"Census Tract 9701.02"," Levy County"," Florida",1642,42
"Census Tract 9703.02"," Levy County"," Florida",1106,28
"Census Tract 9701.01"," Levy County"," Florida",452,14
"Census Tract 9703.01"," Levy County"," Florida",229,10
