"attributes.Geography","attributes.TotalPop4_18","attributes.Exempt"
Census Tract 9701.02, Washington County, Florida,357,17
Census Tract 9702, Washington County, Florida,677,28
Census Tract 9701.04, Washington County, Florida,744,28
Census Tract 9701.03, Washington County, Florida,657,15
Census Tract 9703.01, Washington County, Florida,387,12
Census Tract 9703.03, Washington County, Florida,818,35
Census Tract 9703.02, Washington County, Florida,825,25
