"Census","County","State","TotalPop4_18yrs","TotalExempt4_18yrs"
"Census Tract 9706"," Suwannee County"," Florida",1226,47
"Census Tract 9701"," Suwannee County"," Florida",1236,77
"Census Tract 9702"," Suwannee County"," Florida",974,35
"Census Tract 9704"," Suwannee County"," Florida",1580,56
"Census Tract 9705"," Suwannee County"," Florida",1559,116
"Census Tract 9703.02"," Suwannee County"," Florida",1008,61
"Census Tract 9703.01"," Suwannee County"," Florida",307,15
