"Census","County","State","TotalPop4_18yrs","TotalExempt4_18yrs"
"Census Tract 9501"," Taylor County"," Florida",665,19
"Census Tract 9503"," Taylor County"," Florida",1308,25
"Census Tract 9504"," Taylor County"," Florida",772,12
"Census Tract 9502"," Taylor County"," Florida",921,30
