"Census","County","State","TotalPop4_18yrs","TotalExempt4_18yrs"
"Census Tract 3"," Hendry County"," Florida",1959,37
"Census Tract 1"," Hendry County"," Florida",1619,15
"Census Tract 2"," Hendry County"," Florida",1863,19
"Census Tract 4.02"," Hendry County"," Florida",1634,34
"Census Tract 4.01"," Hendry County"," Florida",895,8
"Census Tract 9900"," Hendry County"," Florida",0,0
"Census Tract 6"," Hendry County"," Florida",1077,13
