"Census","County","State","TotalPop4_18yrs","TotalExempt4_18yrs"
"Census Tract 204"," Gadsden County"," Florida",833,"17"
"Census Tract 208"," Gadsden County"," Florida",1005,"6"
"Census Tract 201.01"," Gadsden County"," Florida",726,"20"
"Census Tract 206"," Gadsden County"," Florida",906,"6"
"Census Tract 203"," Gadsden County"," Florida",1284,"<5"
"Census Tract 201.02"," Gadsden County"," Florida",1138,"18"
"Census Tract 205"," Gadsden County"," Florida",1326,"19"
"Census Tract 207.01"," Gadsden County"," Florida",778,"5"
"Census Tract 207.02"," Gadsden County"," Florida",1300,"<5"
