"geography_name","time","geography","n_total_audited","n_hep_a","n_hep_b","n_dtap","n_tdap","n_polio","n_mmr_k","n_varicella","n_men_6th","n_medical_exempt","n_religious_exempt","pct_hep_a","pct_hep_b","pct_dtap","pct_tdap","pct_polio","pct_mmr","pct_varicella","pct_men_6th","pct_medical_ex","pct_religious_ex"
"Aurora County","12-31-2018",184012,106,100,105,50,53,50,49,49,52,0,2,94.3396226415094,99.0566037735849,47.1698113207547,50,47.1698113207547,46.2264150943396,46.2264150943396,49.0566037735849,0,1.88679245283019
"Aurora County","12-31-2019",184012,99,80,84,46,47,46,46,46,45,0,2,80.8080808080808,84.8484848484848,46.4646464646465,47.4747474747475,46.4646464646465,46.4646464646465,46.4646464646465,45.4545454545455,0,2.02020202020202
"Aurora County","12-31-2020",184012,112,104,107,53,53,53,53,53,53,0,1,92.8571428571429,95.5357142857143,47.3214285714286,47.3214285714286,47.3214285714286,47.3214285714286,47.3214285714286,47.3214285714286,0,0.892857142857143
"Aurora County","12-31-2021",184012,107,99,104,52,48,52,52,52,46,0,4,92.5233644859813,97.196261682243,48.5981308411215,44.8598130841121,48.5981308411215,48.5981308411215,48.5981308411215,42.9906542056075,0,3.73831775700935
"Aurora County","12-31-2022",184012,112,102,106,53,53,53,53,51,53,0,2,91.0714285714286,94.6428571428571,47.3214285714286,47.3214285714286,47.3214285714286,47.3214285714286,45.5357142857143,47.3214285714286,0,1.78571428571429
"Aurora County","12-31-2023",184012,97,88,95,45,41,45,45,44,40,0,9,90.7216494845361,97.9381443298969,46.3917525773196,42.2680412371134,46.3917525773196,46.3917525773196,45.360824742268,41.2371134020619,0,9.27835051546392
"Aurora County","12-31-2024",276018,102,95,100,48,50,48,47,47,49,0,3,93.1372549019608,98.0392156862745,47.0588235294118,49.0196078431373,47.0588235294118,46.078431372549,46.078431372549,48.0392156862745,0,2.94117647058824
"Beadle County","12-31-2018",644070,605,537,598,324,268,322,325,323,265,0,4,88.7603305785124,98.8429752066116,53.5537190082645,44.297520661157,53.2231404958678,53.7190082644628,53.3884297520661,43.801652892562,0,0.661157024793388
"Beadle County","12-31-2019",644070,567,522,557,299,230,300,301,300,227,0,5,92.0634920634921,98.2363315696649,52.7336860670194,40.5643738977072,52.9100529100529,53.0864197530864,52.9100529100529,40.0352733686067,0,0.881834215167548
"Beadle County","12-31-2020",644070,602,528,587,302,217,305,304,296,224,0,4,87.7076411960133,97.5083056478405,50.1661129568106,36.046511627907,50.6644518272425,50.4983388704319,49.1694352159468,37.2093023255814,0,0.664451827242525
"Beadle County","12-31-2021",644070,578,531,569,286,230,286,287,281,232,0,4,91.8685121107266,98.4429065743945,49.4809688581315,39.7923875432526,49.4809688581315,49.6539792387543,48.6159169550173,40.1384083044983,0,0.69204152249135
"Beadle County","12-31-2022",598065,642,570,611,285,249,286,297,282,250,1,12,88.785046728972,95.1713395638629,44.392523364486,38.785046728972,44.5482866043614,46.2616822429907,43.9252336448598,38.9408099688474,0.155763239875389,1.86915887850467
"Beadle County","12-31-2023",598065,629,561,605,285,268,284,287,284,265,1,11,89.1891891891892,96.1844197138315,45.3100158982512,42.6073131955485,45.1510333863275,45.6279809220986,45.1510333863275,42.1303656597774,0.158982511923688,1.74880763116057
"Beadle County","12-31-2024",598065,570,493,529,237,234,232,239,235,227,1,25,86.4912280701754,92.8070175438596,41.5789473684211,41.0526315789474,40.7017543859649,41.9298245614035,41.2280701754386,39.8245614035088,0.175438596491228,4.3859649122807
"Bennett County","12-31-2018",184028,175,167,175,109,65,109,109,107,65,0,0,95.4285714285714,100,62.2857142857143,37.1428571428571,62.2857142857143,62.2857142857143,61.1428571428571,37.1428571428571,0,0
"Bennett County","12-31-2019",184028,182,175,182,102,79,103,103,103,79,0,0,96.1538461538462,100,56.043956043956,43.4065934065934,56.5934065934066,56.5934065934066,56.5934065934066,43.4065934065934,0,0
"Bennett County","12-31-2020",184028,156,154,156,74,82,74,74,72,82,0,0,98.7179487179487,100,47.4358974358974,52.5641025641026,47.4358974358974,47.4358974358974,46.1538461538462,52.5641025641026,0,0
"Bennett County","12-31-2021",184028,159,155,158,67,78,67,67,67,76,0,0,97.4842767295598,99.3710691823899,42.1383647798742,49.0566037735849,42.1383647798742,42.1383647798742,42.1383647798742,47.7987421383648,0,0
