time	state	geography	geography_name	grade	N_dtap	N_polio	N_mmr	N_hep_b	N_varicella	N_personal_exempt	N_medical_exempt	N_full_exempt	pct_dtap	pct_polio	pct_mmr	pct_hep_b	pct_varicella	pct_personal_exempt	pct_medical_exempt	pct_full_exempt	N_enrolled
2022-09-01	South Carolina	45065	McCormick	Overall	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	0.15000000000000002	NA	NA	658
2023-09-01	South Carolina	45065	McCormick	Overall	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	581
2019-09-01	South Carolina	45071	Newberry	Overall	NA	NA	NA	NA	NA	42	NA	NA	NA	NA	NA	NA	NA	0.7	NA	NA	6017
2020-09-01	South Carolina	45071	Newberry	Overall	NA	NA	NA	NA	NA	43	NA	NA	NA	NA	NA	NA	NA	0.72	NA	NA	5949
2021-09-01	South Carolina	45071	Newberry	Overall	NA	NA	NA	NA	NA	40	NA	NA	NA	NA	NA	NA	NA	0.69	NA	NA	5801
2022-09-01	South Carolina	45071	Newberry	Overall	NA	NA	NA	NA	NA	46	NA	NA	NA	NA	NA	NA	NA	0.81	NA	NA	5678
2023-09-01	South Carolina	45071	Newberry	Overall	NA	NA	NA	NA	NA	39	NA	NA	NA	NA	NA	NA	NA	0.6799999999999999	NA	NA	5766
2019-09-01	South Carolina	45073	Oconee	Overall	NA	NA	NA	NA	NA	179	NA	NA	NA	NA	NA	NA	NA	1.7	NA	NA	10536
2020-09-01	South Carolina	45073	Oconee	Overall	NA	NA	NA	NA	NA	184	NA	NA	NA	NA	NA	NA	NA	1.76	NA	NA	10467
2021-09-01	South Carolina	45073	Oconee	Overall	NA	NA	NA	NA	NA	182	NA	NA	NA	NA	NA	NA	NA	1.8	NA	NA	10118
2022-09-01	South Carolina	45073	Oconee	Overall	NA	NA	NA	NA	NA	233	NA	NA	NA	NA	NA	NA	NA	2.27	NA	NA	10269
2023-09-01	South Carolina	45073	Oconee	Overall	NA	NA	NA	NA	NA	326	NA	NA	NA	NA	NA	NA	NA	3.15	NA	NA	10337
2019-09-01	South Carolina	45075	Orangeburg	Overall	NA	NA	NA	NA	NA	29	NA	NA	NA	NA	NA	NA	NA	0.21000000000000002	NA	NA	13583
2020-09-01	South Carolina	45075	Orangeburg	Overall	NA	NA	NA	NA	NA	31	NA	NA	NA	NA	NA	NA	NA	0.23	NA	NA	13301
2021-09-01	South Carolina	45075	Orangeburg	Overall	NA	NA	NA	NA	NA	35	NA	NA	NA	NA	NA	NA	NA	0.27	NA	NA	12728
2022-09-01	South Carolina	45075	Orangeburg	Overall	NA	NA	NA	NA	NA	64	NA	NA	NA	NA	NA	NA	NA	0.52	NA	NA	12422
2023-09-01	South Carolina	45075	Orangeburg	Overall	NA	NA	NA	NA	NA	78	NA	NA	NA	NA	NA	NA	NA	0.61	NA	NA	12827
2019-09-01	South Carolina	45077	Pickens	Overall	NA	NA	NA	NA	NA	250	NA	NA	NA	NA	NA	NA	NA	1.55	NA	NA	16129
2020-09-01	South Carolina	45077	Pickens	Overall	NA	NA	NA	NA	NA	279	NA	NA	NA	NA	NA	NA	NA	1.77	NA	NA	15768
2021-09-01	South Carolina	45077	Pickens	Overall	NA	NA	NA	NA	NA	291	NA	NA	NA	NA	NA	NA	NA	1.86	NA	NA	15687
2022-09-01	South Carolina	45077	Pickens	Overall	NA	NA	NA	NA	NA	355	NA	NA	NA	NA	NA	NA	NA	2.18	NA	NA	16263
2023-09-01	South Carolina	45077	Pickens	Overall	NA	NA	NA	NA	NA	521	NA	NA	NA	NA	NA	NA	NA	3.11	NA	NA	16756
2019-09-01	South Carolina	45079	Richland	Overall	NA	NA	NA	NA	NA	781	NA	NA	NA	NA	NA	NA	NA	1.28	NA	NA	60851
2020-09-01	South Carolina	45079	Richland	Overall	NA	NA	NA	NA	NA	857	NA	NA	NA	NA	NA	NA	NA	1.4	NA	NA	61306
2021-09-01	South Carolina	45079	Richland	Overall	NA	NA	NA	NA	NA	857	NA	NA	NA	NA	NA	NA	NA	1.41	NA	NA	60930
2022-09-01	South Carolina	45079	Richland	Overall	NA	NA	NA	NA	NA	939	NA	NA	NA	NA	NA	NA	NA	1.54	NA	NA	60877
2023-09-01	South Carolina	45079	Richland	Overall	NA	NA	NA	NA	NA	1103	NA	NA	NA	NA	NA	NA	NA	1.81	NA	NA	60846
2019-09-01	South Carolina	45081	Saluda	Overall	NA	NA	NA	NA	NA	19	NA	NA	NA	NA	NA	NA	NA	0.76	NA	NA	2489
2020-09-01	South Carolina	45081	Saluda	Overall	NA	NA	NA	NA	NA	17	NA	NA	NA	NA	NA	NA	NA	0.7	NA	NA	2434
2021-09-01	South Carolina	45081	Saluda	Overall	NA	NA	NA	NA	NA	25	NA	NA	NA	NA	NA	NA	NA	1.01	NA	NA	2475
2022-09-01	South Carolina	45081	Saluda	Overall	NA	NA	NA	NA	NA	31	NA	NA	NA	NA	NA	NA	NA	1.23	NA	NA	2516
2023-09-01	South Carolina	45081	Saluda	Overall	NA	NA	NA	NA	NA	30	NA	NA	NA	NA	NA	NA	NA	1.26	NA	NA	2386
2019-09-01	South Carolina	45083	Spartanburg	Overall	NA	NA	NA	NA	NA	1608	NA	NA	NA	NA	NA	NA	NA	3.17	NA	NA	50683
2020-09-01	South Carolina	45083	Spartanburg	Overall	NA	NA	NA	NA	NA	1782	NA	NA	NA	NA	NA	NA	NA	3.4299999999999997	NA	NA	51922
2021-09-01	South Carolina	45083	Spartanburg	Overall	NA	NA	NA	NA	NA	1735	NA	NA	NA	NA	NA	NA	NA	3.3899999999999997	NA	NA	51182
2022-09-01	South Carolina	45083	Spartanburg	Overall	NA	NA	NA	NA	NA	2372	NA	NA	NA	NA	NA	NA	NA	4.53	NA	NA	52343
2023-09-01	South Carolina	45083	Spartanburg	Overall	NA	NA	NA	NA	NA	3253	NA	NA	NA	NA	NA	NA	NA	5.95	NA	NA	54705
2019-09-01	South Carolina	45085	Sumter	Overall	NA	NA	NA	NA	NA	63	NA	NA	NA	NA	NA	NA	NA	0.36	NA	NA	17532
2020-09-01	South Carolina	45085	Sumter	Overall	NA	NA	NA	NA	NA	70	NA	NA	NA	NA	NA	NA	NA	0.4	NA	NA	17422
2021-09-01	South Carolina	45085	Sumter	Overall	NA	NA	NA	NA	NA	64	NA	NA	NA	NA	NA	NA	NA	0.38	NA	NA	16747
2022-09-01	South Carolina	45085	Sumter	Overall	NA	NA	NA	NA	NA	104	NA	NA	NA	NA	NA	NA	NA	0.63	NA	NA	16550
2023-09-01	South Carolina	45085	Sumter	Overall	NA	NA	NA	NA	NA	117	NA	NA	NA	NA	NA	NA	NA	0.71	NA	NA	16403
2019-09-01	South Carolina	45087	Union	Overall	NA	NA	NA	NA	NA	14	NA	NA	NA	NA	NA	NA	NA	0.33999999999999997	NA	NA	4060
2020-09-01	South Carolina	45087	Union	Overall	NA	NA	NA	NA	NA	22	NA	NA	NA	NA	NA	NA	NA	0.47000000000000003	NA	NA	4686
2021-09-01	South Carolina	45087	Union	Overall	NA	NA	NA	NA	NA	15	NA	NA	NA	NA	NA	NA	NA	0.39	NA	NA	3807
2022-09-01	South Carolina	45087	Union	Overall	NA	NA	NA	NA	NA	28	NA	NA	NA	NA	NA	NA	NA	0.71	NA	NA	3930
2023-09-01	South Carolina	45087	Union	Overall	NA	NA	NA	NA	NA	39	NA	NA	NA	NA	NA	NA	NA	1.03	NA	NA	3774
2019-09-01	South Carolina	45089	Williamsburg	Overall	NA	NA	NA	NA	NA	8	NA	NA	NA	NA	NA	NA	NA	0.2	NA	NA	3912
2020-09-01	South Carolina	45089	Williamsburg	Overall	NA	NA	NA	NA	NA	7	NA	NA	NA	NA	NA	NA	NA	0.19	NA	NA	3743
2021-09-01	South Carolina	45089	Williamsburg	Overall	NA	NA	NA	NA	NA	7	NA	NA	NA	NA	NA	NA	NA	0.2	NA	NA	3540
2022-09-01	South Carolina	45089	Williamsburg	Overall	NA	NA	NA	NA	NA	12	NA	NA	NA	NA	NA	NA	NA	0.36	NA	NA	3356
2023-09-01	South Carolina	45089	Williamsburg	Overall	NA	NA	NA	NA	NA	19	NA	NA	NA	NA	NA	NA	NA	0.56	NA	NA	3367
2019-09-01	South Carolina	45091	York	Overall	NA	NA	NA	NA	NA	887	NA	NA	NA	NA	NA	NA	NA	1.78	NA	NA	49735
2020-09-01	South Carolina	45091	York	Overall	NA	NA	NA	NA	NA	1014	NA	NA	NA	NA	NA	NA	NA	2	NA	NA	50631
2021-09-01	South Carolina	45091	York	Overall	NA	NA	NA	NA	NA	966	NA	NA	NA	NA	NA	NA	NA	1.94	NA	NA	49763
2022-09-01	South Carolina	45091	York	Overall	NA	NA	NA	NA	NA	1135	NA	NA	NA	NA	NA	NA	NA	2.2800000000000002	NA	NA	49781
2023-09-01	South Carolina	45091	York	Overall	NA	NA	NA	NA	NA	1510	NA	NA	NA	NA	NA	NA	NA	2.8699999999999997	NA	NA	52616
2019-09-01	South Carolina	NA	Statewide	Overall	NA	NA	NA	NA	NA	11154	NA	NA	NA	NA	NA	NA	NA	1.4	NA	NA	796384
2020-09-01	South Carolina	NA	Statewide	Overall	NA	NA	NA	NA	NA	12775	NA	NA	NA	NA	NA	NA	NA	1.59	NA	NA	804433
2021-09-01	South Carolina	NA	Statewide	Overall	NA	NA	NA	NA	NA	12545	NA	NA	NA	NA	NA	NA	NA	1.59	NA	NA	787480
2022-09-01	South Carolina	NA	Statewide	Overall	NA	NA	NA	NA	NA	15885	NA	NA	NA	NA	NA	NA	NA	1.99	NA	NA	798543
2023-09-01	South Carolina	NA	Statewide	Overall	NA	NA	NA	NA	NA	20263	NA	NA	NA	NA	NA	NA	NA	2.4699999999999998	NA	NA	819064
