School_Year,school_type,county,SCHOOL_NAME,total_enrolled,complete_record,missing_record,exempt_religious,temp_certificate,exempt_medical,incomplete_record
2019,Public,MAURY,Chapman's Retreat Elementary,109,105,0,2,2,0,0
2019,Public,MAURY,Longview Elementary School,160,150,0,8,2,0,0
2019,Public,MOORE,Lynchburg Elementary,75,72,0,3,0,0,0
2019,Public,PERRY,Linden Elementary,54,52,0,0,0,0,2
2019,Public,PERRY,Lobelville Elementary,29,29,0,0,0,0,0
2019,Public,WAYNE,Collinwood Elementary,77,74,0,2,0,0,1
2019,Public,WAYNE,Frank Hughes School,18,17,0,1,0,0,0
2019,Public,WAYNE,Waynesboro Elementary,69,63,0,4,1,1,0
2019,Public,BRADLEY,Black Fox Elementary School,83,71,0,5,5,0,2
2019,Public,BRADLEY,Charleston Elementary School,48,39,1,1,1,0,6
2019,Public,BRADLEY,Hopewell Elementary School,69,66,0,2,1,0,0
2019,Public,BRADLEY,Michigan Avenue Elementary School,84,76,0,6,0,0,2
2019,Public,BRADLEY,North Lee Elementary School,68,60,0,6,1,0,0
2019,Public,BRADLEY,Oak Grove Elementary School,53,52,0,1,0,0,0
2019,Public,BRADLEY,Park View Elementary School,66,64,0,1,1,0,0
2019,Public,BRADLEY,Prospect Elementary School,64,61,0,1,1,0,1
2019,Public,BRADLEY,Taylor Elementary School,29,27,0,2,0,0,0
2019,Public,BRADLEY,Valley View Elementary School,53,52,0,0,1,0,0
2019,Public,BRADLEY,Waterville Community Elementary School,102,98,0,3,1,0,0
2019,Public,BRADLEY,Arnold Memorial Elementary,44,42,0,2,0,0,0
2019,Public,BRADLEY,Blythe-Bower Elementary,119,113,0,0,0,0,6
2019,Public,BRADLEY,Candy's Creek Cherokee Elementary School,74,70,1,1,1,0,1
2019,Public,BRADLEY,D.P. Yates Primary,80,78,0,1,1,0,0
2019,Public,BRADLEY,G.R. Stuart Elementary,43,37,0,3,1,0,2
2019,Public,BRADLEY,Mayfield Elementary,83,78,0,0,0,0,5
2019,Public,FRANKLIN,Broadview Elementary,37,37,0,0,0,0,0
2019,Public,FRANKLIN,Clark Memorial School,76,73,0,0,2,1,0
2019,Public,FRANKLIN,Cowan Elementary,33,29,0,1,0,0,3
2019,Public,FRANKLIN,Decherd Elementary,60,59,0,1,0,0,0
2019,Public,FRANKLIN,Huntland School,41,41,0,0,0,0,0
2019,Public,FRANKLIN,Rock Creek Elementary,55,55,0,0,0,0,0
2019,Public,FRANKLIN,Sewanee Elementary,41,40,0,0,1,0,0
2019,Public,GRUNDY,Coalmont Elementary,24,21,1,1,0,0,1
2019,Public,GRUNDY,North Elementary,34,33,0,0,0,0,1
2019,Public,GRUNDY,Palmer Elementary,11,10,1,0,0,0,0
2019,Public,GRUNDY,Pelham Elementary,15,13,0,2,0,0,0
2019,Public,GRUNDY,Swiss Memorial Elementary,17,17,0,0,0,0,0
2019,Public,GRUNDY,Tracy Elementary,34,32,0,1,0,0,1
2019,Public,MARION,Jasper Elementary School,114,114,0,0,0,0,0
2019,Public,MARION,Monteagle Elementary,22,19,0,2,1,0,0
2019,Public,MARION,South Pittsburg Elementary,63,62,0,0,1,0,0
2019,Public,MARION,Whitwell Elementary,94,92,0,1,1,0,0
2019,Public,MARION,Richard Hardy Memorial School,21,20,0,0,1,0,0
2019,Public,MCMINN,City Park Elementary,109,101,0,3,2,0,3
2019,Public,MCMINN,Ingleside Elementary,94,88,1,4,1,0,0
2019,Public,MCMINN,Etowah Elementary,38,37,0,1,0,0,0
2019,Public,MCMINN,Calhoun Elementary,28,28,0,0,0,0,0
2019,Public,MCMINN,E K Baker Elementary,30,30,0,0,0,0,0
2019,Public,MCMINN,Englewood Elementary,68,64,0,3,0,0,1
2019,Public,MCMINN,Mountain View Elementary,65,64,0,1,0,0,0
2019,Public,MCMINN,Niota Elementary,69,68,0,0,0,1,0
2019,Public,MCMINN,Riceville Elementary,62,62,0,0,0,0,0
2019,Public,MCMINN,Rogers Creek Elementary,30,28,0,0,2,0,0
2019,Public,MEIGS,Meigs North Elementary,62,61,0,1,0,0,0
2019,Public,MEIGS,Meigs South Elementary,56,55,0,0,1,0,0
2019,Public,POLK,Benton Elementary,61,58,0,0,0,0,3
2019,Public,POLK,Copper Basin Elementary School,45,41,0,0,1,0,3
2019,Public,POLK,Polk Innovative Learning Academy,1,0,0,1,0,0,0
2019,Public,POLK,South Polk Elementary,57,55,0,0,1,0,1
2019,Public,RHEA,Dayton City Elementary,95,92,0,2,1,0,0
2019,Public,RHEA,Frazier Elementary,51,51,0,0,0,0,0
2019,Public,RHEA,Graysville Elementary School,41,40,0,0,0,0,0
2019,Public,RHEA,Rhea Central Elementary,93,89,0,2,0,0,2
2019,Public,RHEA,Spring City Elementary,104,102,0,0,1,1,0
2019,Public,SEQUATCHIE,Griffith Elementary,148,143,0,4,1,0,0
2019,Public,SULLIVAN,Anderson Elementary,44,43,0,0,1,0,0
2019,Public,SULLIVAN,Avoca Elementary,64,61,0,2,1,0,0
2019,Public,SULLIVAN,Fairmount Elementary,47,47,0,0,0,0,0
2019,Public,SULLIVAN,Haynesfield Elementary,72,67,0,5,0,0,0
2019,Public,SULLIVAN,Holston View Elementary,50,49,0,0,1,0,0
2019,Public,SULLIVAN,Abraham Lincoln Elementary School,59,59,0,0,0,0,0
2019,Public,SULLIVAN,Andrew Jackson Elementary School,64,58,0,0,2,0,4
2019,Public,SULLIVAN,Andrew Johnson Elementary School,83,80,0,2,1,0,0
2019,Public,SULLIVAN,George Washington Elementary School,83,81,0,1,0,0,1
2019,Public,SULLIVAN,John Adams Elementary School,85,81,0,2,2,0,0
2019,Public,SULLIVAN,John F. Kennedy Elementary School,45,41,0,0,2,1,1
2019,Public,SULLIVAN,Theodore Roosevelt Elementary School,56,54,0,0,2,0,0
2019,Public,SULLIVAN,Thomas Jefferson Elementary School,84,82,0,2,0,0,0
2019,Public,SULLIVAN,Blountville Elementary,61,54,0,0,7,0,0
2019,Public,SULLIVAN,Bluff City Elementary,86,81,0,1,3,0,1
2019,Public,SULLIVAN,Central Heights Elementary,34,32,0,0,2,0,0
2019,Public,SULLIVAN,Emmett Elementary,64,63,0,0,1,0,0
2019,Public,SULLIVAN,Holston Elementary,60,58,0,1,1,0,0
2019,Public,SULLIVAN,Indian Springs Elementary,51,49,0,0,2,0,0
2019,Public,SULLIVAN,Ketron Elementary School,94,90,0,0,2,0,2
2019,Public,SULLIVAN,Mary Hughes School,47,46,0,1,0,0,0
2019,Public,SULLIVAN,Miller Perry Elementary,54,54,0,0,0,0,0
2019,Public,SULLIVAN,Rock Springs Elementary,64,60,0,1,0,0,3
2019,Public,SULLIVAN,Sullivan Gardens K-8,24,22,0,0,2,0,0
2019,Public,CANNON,East Side Elementary,15,15,0,0,0,0,0
2019,Public,CANNON,Short Mountain Elementary,22,21,0,0,1,0,0
2019,Public,CANNON,Woodbury Grammar,40,37,0,1,1,0,0
2019,Public,CANNON,Woodland Elementary,30,29,0,1,0,0,0
2019,Public,CLAY,Celina K-8,57,57,0,0,0,0,0
2019,Public,CUMBERLAND,Crab Orchard Elementary,45,43,0,2,0,0,0
2019,Public,CUMBERLAND,Frank P. Brown Elementary,54,51,0,1,2,0,0
2019,Public,CUMBERLAND,Glenn Martin Elementary,83,83,0,0,0,0,0
2019,Public,CUMBERLAND,Homestead Elementary School,68,64,0,3,0,1,0
2019,Public,CUMBERLAND,North Cumberland Elementary,61,60,0,1,0,0,0
2019,Public,CUMBERLAND,Pleasant Hill Elementary,53,51,0,0,2,0,0
2019,Public,CUMBERLAND,South Cumberland Elementary,60,57,0,2,1,0,0
2019,Public,CUMBERLAND,Stone Elementary,74,72,1,0,1,0,0
2019,Public,DEKALB,Dekalb West Elementary,47,46,1,0,0,0,0
2019,Public,DEKALB,Smithville Elementary,176,172,0,0,3,0,0
2019,Public,FENTRESS,Allardt Elementary,34,32,2,0,0,0,0
2019,Public,FENTRESS,Pine Haven Elementary,62,58,1,0,0,0,3
2019,Public,FENTRESS,South Fentress Elementary School,54,46,8,0,0,0,0
2019,Public,FENTRESS,York Elementary,52,35,13,0,0,0,4
2019,Public,JACKSON,Gainesboro Elementary,74,66,5,1,0,0,2
2019,Public,MACON,Hermitage Springs Elementary School,28,28,0,0,0,0,0
2019,Public,MACON,Fairlane Elementary,253,243,0,4,6,0,0
2019,Public,MACON,Red Boiling Springs Elementary,51,50,0,1,0,0,0
2019,Public,OVERTON,A H Roberts Elementary,64,63,0,1,0,0,0
2019,Public,OVERTON,Allons Elementary,27,27,0,0,0,0,0
2019,Public,OVERTON,Hilham Elementary,33,31,0,0,2,0,0
2019,Public,OVERTON,Rickman Elementary,86,86,0,0,0,0,0
2019,Public,OVERTON,Wilson Elementary,17,17,0,0,0,0,0
2019,Public,PICKETT,Pickett County Elementary,49,44,1,4,0,0,0
2019,Public,PUTNAM,Dodson Branch Elementary,26,22,2,1,0,1,0
2019,Public,PUTNAM,Algood Elementary,118,115,0,2,0,0,0
2019,Public,PUTNAM,Baxter Primary,134,126,0,5,1,2,0
2019,Public,PUTNAM,Burks Elementary,62,58,0,0,4,0,0
2019,Public,PUTNAM,Cane Creek Elementary,91,88,0,1,1,0,0
2019,Public,PUTNAM,Capshaw Elementary,103,97,0,4,2,0,0
2019,Public,PUTNAM,Jere Whitson Elementary,65,57,0,0,8,0,0
2019,Public,PUTNAM,Northeast Elementary,93,88,0,3,2,0,0
2019,Public,PUTNAM,Park View Elementary,88,80,0,1,7,0,0
2019,Public,PUTNAM,Prescott South Elementary,93,89,0,1,2,1,0
2019,Public,PUTNAM,Sycamore Elementary,45,45,0,0,0,0,0
2019,Public,SMITH,Carthage Elementary,86,83,0,1,2,0,0
2019,Public,SMITH,Defeated Elementary,30,30,0,0,0,0,0
2019,Public,SMITH,Forks River Elementary,33,31,0,2,0,0,0
2019,Public,SMITH,New Middleton Elementary,98,95,0,1,2,0,0
2019,Public,SMITH,Union Heights Elementary,29,27,0,2,0,0,0
2019,Public,WARREN,Bobby Ray Memorial,78,75,0,0,3,0,0
2019,Public,WARREN,Centertown Elementary,58,58,0,0,0,0,0
2019,Public,WARREN,Dibrell Elementary,32,29,1,1,1,0,0
2019,Public,WARREN,Hickory Creek School,91,91,0,0,0,0,0
2019,Public,WARREN,Irving College Elementary,31,28,2,1,0,0,0
2019,Public,WARREN,Morrison Elementary,44,43,0,1,0,0,0
2019,Public,WARREN,West Elementary,85,80,0,2,2,0,0
2019,Public,WHITE,Bon De Croft Elementary,24,20,0,1,0,0,3
2019,Public,WHITE,Cassville Elementary,39,38,0,1,0,0,0
2019,Public,WHITE,Doyle Elementary,55,52,0,2,0,0,1
2019,Public,WHITE,Findlay Elementary,57,56,0,0,0,0,0
2019,Public,WHITE,Northfield Elementary School,45,45,0,0,0,0,0
2019,Public,WHITE,Woodland Park Elementary,90,79,1,1,7,0,2
2019,Public,BENTON,Big Sandy School,15,15,0,0,0,0,0
2019,Public,BENTON,Camden Elementary,118,115,0,1,1,1,0
2019,Public,BENTON,Holladay Elementary,7,6,0,0,1,0,0
2019,Public,BLEDSOE,Cecil B Rigsby Elementary,21,20,0,0,1,0,0
2019,Public,BLEDSOE,Mary V Wheeler Elementary,20,20,0,0,0,0,0
2019,Public,BLEDSOE,Pikeville Elementary,68,67,0,0,0,0,1
2019,Public,CARROLL,Central Elementary,31,31,0,0,0,0,0
2019,Public,CARROLL,Huntingdon Primary,88,86,0,0,2,0,0
2019,Public,CARROLL,Mckenzie Elementary,99,96,1,1,0,0,1
2019,Public,CARROLL,Clarksburg School,19,19,0,0,0,0,0
2019,Public,CARROLL,West Carroll Primary,72,72,0,0,0,0,0
2019,Public,CHESTER,East Chester Elementary School,133,133,0,0,0,0,0
2019,Public,CHESTER,Jacks Creek Elementary,34,34,0,0,0,0,0
2019,Public,CHESTER,W Chester Elementary School,66,65,0,1,0,0,0
2019,Public,CROCKETT,Alamo Elementary,86,85,0,0,1,0,0
2019,Public,CROCKETT,Bells Elementary,59,55,0,0,1,0,3
2019,Public,CROCKETT,Friendship Elementary,16,16,0,0,0,0,0
2019,Public,CROCKETT,Gadsden Elementary,22,22,0,0,0,0,0
2019,Public,CROCKETT,Maury City Elementary,38,38,0,0,0,0,0
2019,Public,DECATUR,Decaturville Elementary,58,58,0,0,0,0,0
2019,Public,DECATUR,Parsons Elementary,77,74,0,3,0,0,0
2019,Public,DYER,Dyersburg Primary,204,200,0,2,1,1,0
2019,Public,DYER,Fifth Consolidated School,80,78,0,1,1,0,0
2019,Public,DYER,Finley Elementary,40,40,0,0,0,0,0
2019,Public,DYER,Holice Powell Elementary,33,33,0,0,0,0,0
2019,Public,DYER,Newbern Elementary School,83,79,0,3,1,0,0
2019,Public,FAYETTE,Buckley-Carpenter Elementary School,91,90,0,0,0,0,1
2019,Public,FAYETTE,La Grange Moscow Elementary,31,30,0,0,1,0,0
2019,Public,FAYETTE,Oakland Elementary,129,120,2,1,3,0,3
2019,Public,FAYETTE,Southwest Elementary,42,40,0,1,1,0,0
2019,Public,GIBSON,Bradford Elementary,36,34,0,2,0,0,0
2019,Public,GIBSON,Dyer Elementary,50,49,0,0,1,0,0
2019,Public,GIBSON,Kenton Elementary School,17,17,0,0,0,0,0
2019,Public,GIBSON,Rutherford Elementary,22,22,0,0,0,0,0
2019,Public,GIBSON,Spring Hill Elementary,7,6,0,1,0,0,0
2019,Public,GIBSON,Yorkville Elementary,11,11,0,0,0,0,0
2019,Public,GIBSON,Stigall Primary School,106,101,0,3,2,0,0
2019,Public,GIBSON,Milan Elementary,151,147,0,3,1,0,0
2019,Public,GIBSON,Trenton Elementary,93,91,0,1,1,0,0
2019,Public,HARDEMAN,Bolivar Elementary,121,117,0,2,2,0,0
2019,Public,HARDEMAN,Grand Junction Elementary,24,21,0,2,1,0,0
2019,Public,HARDEMAN,Hornsby Elementary,22,22,0,0,0,0,0
2019,Public,HARDEMAN,Middleton Elementary,62,61,0,0,0,1,0
2019,Public,HARDEMAN,Toone Elementary,32,30,0,0,2,0,0
2019,Public,HARDEMAN,Whiteville Elementary,13,12,0,0,1,0,0
2019,Public,HARDIN,East Hardin Elementary,56,51,0,0,4,0,0
2019,Public,HARDIN,Northside Elementary,81,77,0,3,1,0,0
2019,Public,HARDIN,Parris South Elementary,78,77,0,0,1,0,0
2019,Public,HARDIN,Pickwick Southside School,25,23,1,0,1,0,0
2019,Public,HAYWOOD,Anderson Early Childhood,217,196,1,2,0,0,18
2019,Public,HENDERSON,Bargerton Elementary,25,24,0,1,0,0,0
2019,Public,HENDERSON,Beaver Elementary,32,32,0,0,0,0,0
2019,Public,HENDERSON,Pin Oak Elementary,51,50,0,0,0,0,0
2019,Public,HENDERSON,Scotts Hill Elementary,32,32,0,0,0,0,0
2019,Public,HENDERSON,South Haven Elementary,35,34,0,0,0,0,1
2019,Public,HENDERSON,South Side Elementary,33,31,0,2,0,0,0
2019,Public,HENDERSON,Westover Elementary,68,68,0,0,0,0,0
2019,Public,HENDERSON,Paul G. Caywood Elementary,111,106,0,3,0,0,2
2019,Public,HENRY,Dorothy And Noble Harrelson School,42,42,0,0,0,0,0
2019,Public,HENRY,Henry Elementary,34,32,0,1,1,0,0
2019,Public,HENRY,Lakewood Elementary,77,75,0,1,1,0,0
2019,Public,HENRY,W G Rhea Elementary,176,167,0,3,5,1,0
2019,Public,LAKE,Margaret Newton Elementary,49,47,0,0,2,0,0
2019,Public,LAUDERDALE,Halls Elementary School,80,78,0,1,1,0,0
2019,Public,LAUDERDALE,Ripley Primary,179,175,0,1,3,0,0
2019,Public,MCNAIRY,West Hardin Elementary,31,31,0,0,0,0,0
2019,Public,MCNAIRY,Adamsville Elementary,90,86,0,2,1,0,1
2019,Public,MCNAIRY,Bethel Springs Elementary,57,55,0,2,0,0,0
2019,Public,MCNAIRY,Michie Elementary,37,36,0,0,1,0,0
2019,Public,MCNAIRY,Ramer Elementary,43,41,0,1,1,0,0
2019,Public,MCNAIRY,Selmer Elementary,83,79,0,1,3,0,0
2019,Public,OBION,Trimble Elementary,23,22,0,1,0,0,0
2019,Public,OBION,Black Oak Elementary,17,17,0,0,0,0,0
2019,Public,OBION,Hillcrest Elementary,66,65,0,0,0,0,1
2019,Public,OBION,Lake Road Elementary,55,54,0,1,0,0,0
2019,Public,OBION,Ridgemont Elementary,29,28,0,0,1,0,0
2019,Public,OBION,South Fulton Elementary,51,48,1,1,1,0,0
2019,Public,OBION,Union City Elementary School,112,109,0,2,0,0,1
2019,Public,TIPTON,Atoka Elementary School,157,157,0,0,0,0,0
2019,Public,TIPTON,Austin Peay Elementary School,78,77,0,1,0,0,0
2019,Public,TIPTON,Brighton Elementary,108,104,0,4,0,0,0
2019,Public,TIPTON,Covington Integrated Arts Academy,64,64,0,0,0,0,0
2019,Public,TIPTON,Crestview Elementary,138,137,0,0,0,1,0
2019,Public,TIPTON,Drummonds Elementary,108,105,0,3,0,0,0
2019,Public,TIPTON,Munford Elementary,117,114,0,1,2,0,0
2019,Public,WEAKLEY,Dresden Elementary,107,102,1,2,2,0,0
2019,Public,WEAKLEY,Gleason School,37,37,0,0,0,0,0
2019,Public,WEAKLEY,Greenfield School,37,37,0,0,0,0,0
2019,Public,WEAKLEY,Martin Primary,124,119,0,2,2,0,1
2019,Public,WEAKLEY,Sharon School,20,20,0,0,0,0,0
2019,Private,ANDERSON,St. Mary's Catholic School,21,18,2,1,0,0,0
2019,Private,BEDFORD,Victory Baptist Academy,17,17,0,0,0,0,0
2019,Private,BLOUNT,Clayton-Bradley STEM Academy,20,18,0,2,0,0,0
2019,Private,BLOUNT,Maryville Christian School,13,11,0,1,0,0,1
2019,Private,BRADLEY,Bowman Hills Seventh-day Adventist School,9,8,0,1,0,0,0
2019,Private,BRADLEY,LUDIC (Lee University Developmental Inclusion Classrooms),1,1,0,0,0,0,0
2019,Private,BRADLEY,United Christian Academy,8,7,0,1,0,0,0
2019,Private,CHEATHAM,Pleasant View Christian School,17,15,0,2,0,0,0
2019,Private,DAVIDSON,Abintra Montessori School,18,16,0,0,0,0,2
2019,Private,DAVIDSON,Akiva School,12,12,0,0,0,0,0
2019,Private,DAVIDSON,Children's House of Nashville Montessori School,5,5,0,0,0,0,0
2019,Private,DAVIDSON,Christ Presbyterian Academy,50,45,0,3,0,0,2
2019,Private,DAVIDSON,Christ the King School,25,25,0,0,0,0,0
2019,Private,DAVIDSON,Davidson Academy,19,17,0,2,0,0,0
2019,Private,DAVIDSON,Donelson Christian Academy,41,41,0,0,0,0,0
2019,Private,DAVIDSON,Ensworth School,63,63,0,0,0,0,0
2019,Private,DAVIDSON,Ezell-Harding Christian School,21,15,2,0,0,0,4
2019,Private,DAVIDSON,Goodpasture Christian School,53,52,0,0,1,0,0
2019,Private,DAVIDSON,Harding Academy,55,51,0,3,0,0,1
2019,Private,DAVIDSON,Holy Rosary Academy,30,30,0,0,0,0,0
2019,Private,DAVIDSON,Holy Trinity Montessori,18,9,0,1,0,0,8
2019,Private,DAVIDSON,Lighthouse Christian School,47,47,0,0,0,0,0
2019,Private,DAVIDSON,Linden Waldorf School,33,25,0,8,0,0,0
2019,Private,DAVIDSON,Lipscomb Academy,58,55,0,2,0,0,1
2019,Private,DAVIDSON,Montessori East,6,5,0,1,0,0,0
2019,Private,DAVIDSON,Nashville Christian School,26,24,0,0,0,0,2
2019,Private,DAVIDSON,Nashville International Academy,14,11,1,0,0,0,2
2019,Private,DAVIDSON,"New Children First, A Montessori Community",3,3,0,0,0,0,0
2019,Private,DAVIDSON,"Oak Hill School, The",54,54,0,0,0,0,0
2019,Private,DAVIDSON,Overbrook School,22,12,0,0,0,0,10
2019,Private,DAVIDSON,Primrose School of Nashville Midtown,9,9,0,0,0,0,0
2019,Private,DAVIDSON,Schrader Lane Childcare Center,19,19,0,0,0,0,0
2019,Private,DAVIDSON,St. Ann School,11,11,0,0,0,0,0
2019,Private,DAVIDSON,St. Bernard Academy,28,28,0,0,0,0,0
2019,Private,DAVIDSON,St. Clement Coptic Orthodox Christian Academy,20,20,0,0,0,0,0
2019,Private,DAVIDSON,St. Henry School,58,58,0,0,0,0,0
2019,Private,DAVIDSON,St. Joseph School,22,21,0,0,0,1,0
2019,Private,DAVIDSON,St. Paul Christian Academy,37,37,0,0,0,0,0
2019,Private,DAVIDSON,St. Pius X Classical Academy,8,8,0,0,0,0,0
2019,Private,DAVIDSON,The Covenant School,20,18,0,2,0,0,0
2019,Private,DAVIDSON,University School of Nashville,64,64,0,0,0,0,0
2019,Private,DYER,Christ Classical Academy,13,13,0,0,0,0,0
2019,Private,FAYETTE,Fayette Academy,30,29,0,1,0,0,0
2019,Private,FAYETTE,Rossville Christian Academy,6,4,0,0,0,0,2
2019,Private,GREENE,Greeneville Adventist Academy,7,4,3,0,0,0,0
2019,Private,HAMBLEN,All Saints' Episcopal School,15,15,0,0,0,0,0
2019,Private,HAMBLEN,Cornerstone Academy,40,36,1,1,0,0,2
2019,Private,HAMILTON,Annoor Academy of Chattanooga,8,8,0,0,0,0,0
2019,Private,HAMILTON,Boyd-Buchanan School,46,41,0,2,0,1,2
2019,Private,HAMILTON,Brainerd Baptist School,44,41,0,3,0,0,0
2019,Private,HAMILTON,Bright School,40,32,1,1,0,0,6
2019,Private,HAMILTON,Chattanooga Christian School,62,60,0,2,0,0,0
2019,Private,HAMILTON,Grace Baptist Academy,27,25,0,2,0,0,0
2019,Private,HAMILTON,Hickory Valley Christian School,12,12,0,0,0,0,0
2019,Private,HAMILTON,Marty's Center,6,6,0,0,0,0,0
2019,Private,HAMILTON,Our Lady of Perpetual Help School,26,25,1,0,0,0,0
2019,Private,HAMILTON,Silverdale Baptist Academy,63,58,0,4,0,0,1
2019,Private,HAMILTON,Siskin Early Learning Center,1,1,0,0,0,0,0
2019,Private,HAMILTON,St. Jude School,23,22,0,1,0,0,0
2019,Private,HAMILTON,St. Peter's Episcopal School,27,27,0,0,0,0,0
2019,Private,HAMILTON,Standifer Gap Seventh-day Adventist School,5,5,0,0,0,0,0
2019,Private,HARDIN,Savannah Christian Academy,16,16,0,0,0,0,0
2019,Private,HARDIN,Sheltering Tree Ranch,3,2,0,1,0,0,0
2019,Private,KNOX,Cedar Springs Weekday School,7,7,0,0,0,0,0
2019,Private,KNOX,Christian Academy of Knoxville,43,41,0,0,0,2,0
2019,Private,KNOX,Concord Christian School,47,43,0,3,0,1,0
2019,Private,KNOX,Episcopal School of Knoxville (The),23,19,1,1,0,1,1
2019,Private,KNOX,First Baptist Academy,35,32,0,3,0,0,0
2019,Private,KNOX,First Lutheran School,6,4,1,0,0,0,1
2019,Private,KNOX,Freedom Christian Academy,8,8,0,0,0,0,0
2019,Private,KNOX,Garden Montessori School,14,12,1,0,0,0,1
2019,Private,KNOX,Giving Tree Montessori,12,10,0,2,0,0,0
2019,Private,KNOX,Grace Christian Academy,45,43,0,2,0,0,0
2019,Private,KNOX,Knoxville Adventist School,2,2,0,0,0,0,0
2019,Private,KNOX,Knoxville Christian School,7,7,0,0,0,0,0
2019,Private,KNOX,Montessori Internationale School of East Tennessee,4,4,0,0,0,0,0
2019,Private,KNOX,Morning Star Child Development Center,7,7,0,0,0,0,0
2019,Private,KNOX,Pride & Joy Children's Academy,6,6,0,0,0,0,0
2019,Private,KNOX,Primrose School of Farragut,10,10,0,0,0,0,0
2019,Private,KNOX,River's Edge Christian Upper Academy,34,19,13,0,0,0,2
2019,Private,KNOX,Sacred Heart Cathedral School,43,43,0,0,0,0,0
2019,Private,KNOX,St. John Neumann Catholic School,28,28,0,0,0,0,0
2019,Private,KNOX,St. Joseph Catholic School,20,19,0,1,0,0,0
2019,Private,KNOX,Stanford Eisenberg Jewish Day School,6,5,0,0,0,1,0
2019,Private,KNOX,Tate's School of Discovery,25,20,0,0,0,0,5
2019,Private,KNOX,Temple Baptist Academy,28,23,0,4,1,0,0
2019,Private,KNOX,UT Early Learning Center,14,14,0,0,0,0,0
2019,Private,KNOX,Webb School of Knoxville,38,37,0,0,1,0,0
2019,Private,KNOX,West Hills Baptist Church Preschool & Kindergarten,9,9,0,0,0,0,0
2019,Private,LINCOLN,Riverside Christian Academy,13,13,0,0,0,0,0
2019,Private,MACON,Macon Christian Academy,8,8,0,0,0,0,0
2019,Private,MADISON,Jackson Christian School,34,29,0,1,0,0,4
2019,Private,MADISON,St. Mary's School,16,16,0,0,0,0,0
2019,Private,MAURY,Columbia Academy,40,40,0,0,0,0,0
2019,Private,MAURY,Columbia Academy at Spring Hill,12,11,0,1,0,0,0
2019,Private,MAURY,Zion Christian Academy,17,16,0,0,0,0,1
2019,Private,MONTGOMERY,Amare Montessori,10,7,0,2,0,0,1
2019,Private,MONTGOMERY,Clarksville Academy,32,31,0,1,0,0,0
2019,Private,MONTGOMERY,Clarksville Christian School,27,27,0,0,0,0,0
2019,Private,MONTGOMERY,Little Country Schoolhouse (The),6,4,0,2,0,0,0
2019,Private,MONTGOMERY,The Settlement Preschool and Kindergarten,12,12,0,0,0,0,0
2019,Private,PUTNAM,Highland Rim Academy,16,15,1,0,0,0,0
2019,Private,ROBERTSON,Christian Community Schools,35,34,1,0,0,0,0
2019,Private,ROBERTSON,Dayspring Academy,11,10,0,1,0,0,0
2019,Private,ROBERTSON,Ridgetop Adventist Elementary School,4,3,0,0,0,0,1
2019,Private,ROBERTSON,South Haven Christian School,21,19,0,1,1,0,0
2019,Private,ROBERTSON,The Summit Preparatory Academy,12,10,0,1,0,0,1
2019,Private,RUTHERFORD,Community Christian Day School,23,23,0,0,0,0,0
2019,Private,RUTHERFORD,Lancaster Christian Academy,27,21,2,2,0,0,2
2019,Private,RUTHERFORD,Lancaster Christian Early Learning Center,8,4,0,1,0,0,3
2019,Private,RUTHERFORD,Middle Tennessee Christian School,54,51,0,2,0,0,1
2019,Private,RUTHERFORD,Montessori Weaver School,6,6,0,0,0,0,0
2019,Private,RUTHERFORD,Primrose School of Murfreesboro,14,14,0,0,0,0,0
2019,Private,RUTHERFORD,Providence Christian Academy,33,28,0,5,0,0,0
2019,Private,RUTHERFORD,St. Rose of Lima Catholic School,28,27,0,0,0,0,1
2019,Private,SEVIER,"King's Academy, The",29,25,0,1,0,0,3
2019,Private,SEVIER,Seymour Community Christian School,6,5,0,1,0,0,0
2019,Private,SHELBY,1st Class Montessori - I,5,5,0,0,0,0,0
2019,Private,SHELBY,Barbara K. Lipman Early Learning Center,7,7,0,0,0,0,0
2019,Private,SHELBY,Briarcrest Christian HL Elem,74,72,0,0,2,0,0
2019,Private,SHELBY,Brinkley Heights Urban Academy,10,10,0,0,0,0,0
2019,Private,SHELBY,Christ Methodist Day School,59,59,0,0,0,0,0
2019,Private,SHELBY,Christ the King Lutheran School,14,13,0,1,0,0,0
2019,Private,SHELBY,"Cornerstone Learning Center, Germantown Campus",6,6,0,0,0,0,0
2019,Private,SHELBY,Emmanuel United Methodist Kindergarten,16,16,0,0,0,0,0
2019,Private,SHELBY,Evangelical Christian School - Lower School,42,38,0,3,1,0,0
2019,Private,SHELBY,First Assembly Christian School,23,23,0,0,0,0,0
2019,Private,SHELBY,Grace-St. Luke's Episcopal School,39,39,0,0,0,0,0
2019,Private,SHELBY,Harding Academy of Memphis,32,31,0,0,1,0,0
2019,Private,SHELBY,Highland Day School,6,6,0,0,0,0,0
2019,Private,SHELBY,Hutchison School,45,45,0,0,0,0,0
2019,Private,SHELBY,Immaculate Conception Cathedral School,24,24,0,0,0,0,0
2019,Private,SHELBY,Immanuel Lutheran School,16,15,1,0,0,0,0
2019,Private,SHELBY,Incarnation School,8,8,0,0,0,0,0
2019,Private,SHELBY,Lambs and Ivy,12,12,0,0,0,0,0
2019,Private,SHELBY,Lamplighter Montessori School,12,12,0,0,0,0,0
2019,Private,SHELBY,Lausanne Collegiate School,35,32,0,1,0,0,2
