School_Year,school_type,county,SCHOOL_NAME,total_enrolled,complete_record,missing_record,exempt_religious,temp_certificate,exempt_medical,incomplete_record
2021,Public,SHELBY,Lakeland Elementary School,176,146,15,3,1,0,11
2021,Public,SHELBY,Millington Primary School,182,159,9,1,5,1,7
2021,Public,SHELBY,A. B. Hill Elementary,66,60,0,0,6,0,0
2021,Public,SHELBY,Alcy Elementary,119,107,1,0,9,0,0
2021,Public,SHELBY,Alton Elementary,39,38,0,0,1,0,0
2021,Public,SHELBY,Arrow Academy Of Excellence,15,15,0,0,0,0,0
2021,Public,SHELBY,Aurora Collegiate Academy,61,61,0,0,0,0,0
2021,Public,SHELBY,Balmoral/Ridgeway Elementary,52,49,0,0,3,0,0
2021,Public,SHELBY,Barret's Chapel Elementary/Middle,37,37,0,0,0,0,0
2021,Public,SHELBY,Beacon College Preparatory,59,55,0,4,0,0,0
2021,Public,SHELBY,Belle Forest Community School,154,144,0,2,8,0,0
2021,Public,SHELBY,Berclair Elementary,99,91,0,1,7,0,0
2021,Public,SHELBY,Bethel Grove Elementary,33,33,0,0,0,0,0
2021,Public,SHELBY,Brownsville Road Elementary,72,72,0,0,0,0,0
2021,Public,SHELBY,Bruce Elementary,77,72,0,0,4,1,0
2021,Public,SHELBY,Campus School,62,62,0,0,0,0,0
2021,Public,SHELBY,Cherokee Elementary,63,56,0,2,5,0,0
2021,Public,SHELBY,Chimneyrock Elementary School,136,136,0,0,0,0,0
2021,Public,SHELBY,Circles Of Success Learning Academy,38,37,0,0,1,0,0
2021,Public,SHELBY,"Compass Community School, Berclair Campus",25,24,0,0,1,0,0
2021,Public,SHELBY,"Compass Community School, Binghampton Campus",20,19,0,0,1,0,0
2021,Public,SHELBY,"Compass Community School, Frayser Campus",23,22,0,0,1,0,0
2021,Public,SHELBY,"Compass Community School, Hickory Hill Campus",25,25,0,0,0,0,0
2021,Public,SHELBY,"Compass Community School, Orange Mound Campus",21,21,0,0,0,0,0
2021,Public,SHELBY,Cordova Elementary,127,124,0,2,1,0,0
2021,Public,SHELBY,Cromwell Elementary,70,50,0,2,5,0,11
2021,Public,SHELBY,Crump Elementary,101,93,0,4,4,0,0
2021,Public,SHELBY,Cummings Elementary/Middle,36,33,0,0,3,0,0
2021,Public,SHELBY,Delano Elementary,60,59,0,1,0,0,0
2021,Public,SHELBY,Dexter Elementary,129,122,0,5,2,0,0
2021,Public,SHELBY,Double Tree Elementary,61,57,0,1,3,0,0
2021,Public,SHELBY,Douglass Elementary/Middle,31,31,0,0,0,0,0
2021,Public,SHELBY,Downtown Elementary,118,112,0,4,2,0,0
2021,Public,SHELBY,Dunbar Elementary,33,33,0,0,0,0,0
2021,Public,SHELBY,E.E. Jeter Elementary/Middle,44,44,0,0,0,0,0
2021,Public,SHELBY,Egypt Elementary,94,92,0,0,2,0,0
2021,Public,SHELBY,Evans Elementary,71,65,0,1,5,0,0
2021,Public,SHELBY,Ford Road Elementary,83,83,0,0,0,0,0
2021,Public,SHELBY,Fox Meadows Elementary,100,89,1,2,8,0,0
2021,Public,SHELBY,Freedom Preparatory Academy Westwood Elementary At Parkrose Campus,82,79,0,0,3,0,0
2021,Public,SHELBY,Freedom Preparatory Academy Whitehaven Elementary At Millbranch Campus,88,86,0,0,2,0,0
2021,Public,SHELBY,Gardenview Elementary,55,52,0,2,1,0,0
2021,Public,SHELBY,Geeter School,32,32,0,0,0,0,0
2021,Public,SHELBY,Germanshire Elementary,93,92,0,0,1,0,0
2021,Public,SHELBY,Germantown Elementary,79,77,0,1,1,0,0
2021,Public,SHELBY,Getwell Elementary,78,78,0,0,0,0,0
2021,Public,SHELBY,Grahamwood Elementary,139,132,0,0,7,0,0
2021,Public,SHELBY,Granville T. Woods Academy Of Innovation Charter School,43,41,0,1,1,0,0
2021,Public,SHELBY,Hamilton School,57,53,0,0,4,0,0
2021,Public,SHELBY,Hawkins Mill Elementary,52,44,0,2,6,0,0
2021,Public,SHELBY,Hickory Ridge Elementary,137,120,0,2,15,0,0
2021,Public,SHELBY,Highland Oaks Elementary,134,130,0,0,4,0,0
2021,Public,SHELBY,Holmes Road Elementary,104,98,0,1,4,0,0
2021,Public,SHELBY,Ida B. Wells Academy Es/Ms,7,7,0,0,0,0,0
2021,Public,SHELBY,Idlewild Elementary,89,85,0,2,1,1,0
2021,Public,SHELBY,J. P. Freeman Elementary/Middle,68,66,0,0,2,0,0
2021,Public,SHELBY,Jackson Elementary,42,39,0,0,3,0,0
2021,Public,SHELBY,Journey East Academy,50,50,0,0,0,0,0
2021,Public,SHELBY,Kate Bond Elementary School,122,120,0,1,1,0,0
2021,Public,SHELBY,Keystone Elementary,67,63,0,1,3,0,0
2021,Public,SHELBY,Kingsbury Elementary,70,64,0,1,5,0,0
2021,Public,SHELBY,Kipp Memphis Collegiate Elementary,73,67,0,1,5,0,0
2021,Public,SHELBY,Larose Elementary,41,31,0,3,6,0,1
2021,Public,SHELBY,Leadership Preparatory Charter School,48,47,0,0,1,0,0
2021,Public,SHELBY,Levi Elementary,82,80,0,0,2,0,0
2021,Public,SHELBY,Lowrance Elementary/Middle,78,76,0,0,2,0,0
2021,Public,SHELBY,Lucie E. Campbell Elementary,99,95,0,3,1,0,0
2021,Public,SHELBY,Lucy Elementary,51,46,0,0,5,0,0
2021,Public,SHELBY,Macon-Hall Elementary,144,141,1,1,1,0,0
2021,Public,SHELBY,Memphis Business Academy Elementary School,38,38,0,0,0,0,0
2021,Public,SHELBY,Memphis Business Academy Hickory Hill Elementary School,13,11,0,0,0,0,2
2021,Public,SHELBY,Memphis College Preparatory,46,30,1,2,0,0,11
2021,Public,SHELBY,Memphis Delta Preparatory,50,46,0,4,0,0,0
2021,Public,SHELBY,Memphis Merit Academy,58,56,0,0,2,0,0
2021,Public,SHELBY,Memphis School Of Excellence Elementary,66,64,0,1,1,0,0
2021,Public,SHELBY,Memphis School Of Excellence Elementary Cordova,44,43,0,0,1,0,0
2021,Public,SHELBY,Memphis Stem Academy,41,38,0,1,2,0,0
2021,Public,SHELBY,Newberry Elementary,53,50,0,1,2,0,0
2021,Public,SHELBY,Northaven Elementary,49,48,0,0,1,0,0
2021,Public,SHELBY,Oak Forest Elementary,82,80,0,2,0,0,0
2021,Public,SHELBY,Oakhaven Elementary,89,86,0,0,3,0,0
2021,Public,SHELBY,Oakshire Elementary,60,55,0,1,4,0,0
2021,Public,SHELBY,Parkway Village Elementary,108,93,0,1,13,1,0
2021,Public,SHELBY,Peabody Elementary,66,65,0,1,0,0,0
2021,Public,SHELBY,Perea Elementary School,56,54,0,1,1,0,0
2021,Public,SHELBY,Power Center Academy Elementary - Southeast,46,46,0,0,0,0,0
2021,Public,SHELBY,Power Center Academy Elementary School,113,109,0,2,2,0,0
2021,Public,SHELBY,Promise Academy,49,48,0,0,1,0,0
2021,Public,SHELBY,Raleigh-Bartlett Meadows Elementary,76,71,0,2,3,0,0
2021,Public,SHELBY,Richland Elementary,171,167,1,1,1,1,0
2021,Public,SHELBY,Riverview Elementary/Middle,21,21,0,0,0,0,0
2021,Public,SHELBY,Riverwood Elementary School,149,142,0,4,2,1,0
2021,Public,SHELBY,Robert R. Church Elementary,77,76,0,0,1,0,0
2021,Public,SHELBY,Ross Elementary,98,94,0,1,3,0,0
2021,Public,SHELBY,Rozelle Elementary,31,30,0,0,1,0,0
2021,Public,SHELBY,Scenic Hills Elementary,55,52,0,3,0,0,0
2021,Public,SHELBY,Sea Isle Elementary,69,67,0,0,2,0,0
2021,Public,SHELBY,Shady Grove Elementary,52,48,1,0,3,0,0
2021,Public,SHELBY,Sharpe Elementary,47,45,0,0,2,0,0
2021,Public,SHELBY,Sheffield Elementary,85,73,0,0,11,0,0
2021,Public,SHELBY,Shelby Oaks Elementary,122,115,0,1,6,0,0
2021,Public,SHELBY,Sherwood Elementary,99,97,0,0,1,0,0
2021,Public,SHELBY,Shrine School,8,8,0,0,0,0,0
2021,Public,SHELBY,Snowden Elementary/Middle,94,89,0,3,2,0,0
2021,Public,SHELBY,South Park Elementary,92,85,0,0,7,0,0
2021,Public,SHELBY,Southern Avenue Charter School Of Academic Excellence Creative Arts,56,51,0,0,1,4,0
2021,Public,SHELBY,Southwind Elementary,113,109,0,1,3,0,0
2021,Public,SHELBY,Springdale Elementary,31,28,0,0,3,0,0
2021,Public,SHELBY,Star Academy,67,64,0,2,1,0,0
2021,Public,SHELBY,Treadwell Elementary,142,117,0,0,25,0,0
2021,Public,SHELBY,Vision Preparatory Charter School,71,69,0,1,1,0,0
2021,Public,SHELBY,Vollentine Elementary,60,58,0,1,0,0,0
2021,Public,SHELBY,Wells Station Elementary,86,78,0,0,8,0,0
2021,Public,SHELBY,Westhaven Elementary,112,105,0,2,5,0,0
2021,Public,SHELBY,Westside Elementary,41,33,0,2,6,0,0
2021,Public,SHELBY,White Station Elementary,109,108,0,1,0,0,0
2021,Public,SHELBY,Whitehaven Elementary,59,53,0,3,3,0,0
2021,Public,SHELBY,William Herbert Brewster Elementary School,68,58,0,1,8,0,1
2021,Public,SHELBY,Winchester Elementary,97,89,1,0,7,0,0
2021,Public,SHELBY,Winridge Elementary,98,88,0,2,3,0,0
2021,Public,CHEATHAM,Ashland City Elementary,86,81,0,1,3,0,1
2021,Public,CHEATHAM,East Cheatham Elementary,62,61,0,1,0,0,0
2021,Public,CHEATHAM,Kingston Springs Elementary,59,58,0,1,0,0,0
2021,Public,CHEATHAM,Pegram Elementary Fine Arts Magnet School,43,37,0,5,0,1,0
2021,Public,CHEATHAM,Pleasant View Elementary,125,120,0,3,1,1,0
2021,Public,CHEATHAM,West Cheatham Elementary,71,66,1,2,0,0,2
2021,Public,DICKSON,Centennial Elementary,78,76,0,2,0,0,0
2021,Public,DICKSON,Charlotte Elementary,82,75,0,2,5,0,0
2021,Public,DICKSON,Dickson Elementary,35,35,0,0,0,0,0
2021,Public,DICKSON,Oakmont Elementary,56,53,0,3,0,0,0
2021,Public,DICKSON,Stuart Burns Elementary,132,127,3,2,0,0,0
2021,Public,DICKSON,Sullivan Central Elementary School,48,46,0,1,1,0,0
2021,Public,DICKSON,The Discovery School,32,27,1,1,0,0,0
2021,Public,DICKSON,Vanleer Elementary,47,47,0,0,0,0,0
2021,Public,DICKSON,White Bluff Elementary,63,63,0,0,0,0,0
2021,Public,HOUSTON,Erin Elementary,61,58,0,0,2,1,0
2021,Public,HOUSTON,Tennessee Ridge Elementary,28,27,0,0,0,0,0
2021,Public,HUMPHREYS,Lakeview Elementary,31,26,1,4,0,0,0
2021,Public,HUMPHREYS,Mc Ewen Elementary,61,59,0,2,0,0,0
2021,Public,HUMPHREYS,Waverly Elementary,96,93,0,1,2,0,0
2021,Public,MONTGOMERY,Barkers Mill Elementary,156,142,0,6,8,0,0
2021,Public,MONTGOMERY,Barksdale Elementary,144,136,0,3,5,0,0
2021,Public,MONTGOMERY,Byrns Darden Elementary,100,95,0,4,1,0,0
2021,Public,MONTGOMERY,Carmel Elementary,72,68,0,2,1,0,1
2021,Public,MONTGOMERY,Cumberland Heights Elementary,87,83,0,2,2,0,0
2021,Public,MONTGOMERY,East Montgomery Elementary,114,109,0,3,2,0,0
2021,Public,MONTGOMERY,Glenellen Elementary,195,182,0,9,4,0,0
2021,Public,MONTGOMERY,Hazelwood Elementary,147,137,0,5,4,0,1
2021,Public,MONTGOMERY,Kenwood Elementary,104,95,0,4,5,0,0
2021,Public,MONTGOMERY,Liberty Elementary,139,129,0,5,5,0,0
2021,Public,MONTGOMERY,Minglewood Elementary,139,130,0,1,4,0,2
2021,Public,MONTGOMERY,Montgomery Central Elementary,64,60,0,3,0,1,0
2021,Public,MONTGOMERY,Moore Magnet Elementary,79,68,0,6,3,0,2
2021,Public,MONTGOMERY,Norman Smith Elementary,97,93,0,4,0,0,0
2021,Public,MONTGOMERY,Northeast Elementary,109,100,0,4,4,1,0
2021,Public,MONTGOMERY,Oakland Elementary,203,193,1,9,0,0,0
2021,Public,MONTGOMERY,Pisgah Elementary,176,169,0,7,0,0,0
2021,Public,MONTGOMERY,Ringgold Elementary,139,133,0,5,1,0,0
2021,Public,MONTGOMERY,Rossview Elementary,176,168,0,2,2,0,0
2021,Public,MONTGOMERY,Sango Elementary,128,122,0,6,0,0,0
2021,Public,MONTGOMERY,St. Bethlehem Elementary,173,164,0,3,6,0,0
2021,Public,MONTGOMERY,West Creek Elementary,143,132,1,8,2,0,0
2021,Public,MONTGOMERY,Woodlawn Elementary,132,127,1,3,1,0,0
2021,Public,ROBERTSON,Coopertown Elementary,76,70,2,0,2,0,2
2021,Public,ROBERTSON,Crestview Elementary School,142,135,1,1,1,0,4
2021,Public,ROBERTSON,East Robertson Elementary,82,72,1,4,2,0,3
2021,Public,ROBERTSON,Greenbrier Elementary,100,97,0,3,0,0,0
2021,Public,ROBERTSON,Jo Byrns Elementary School,45,43,0,0,1,0,1
2021,Public,ROBERTSON,Krisle Elementary,55,54,0,0,1,0,0
2021,Public,ROBERTSON,Robert F. Woodall Elementary,146,141,0,3,2,0,0
2021,Public,ROBERTSON,Watauga Elementary,54,49,0,2,3,0,0
2021,Public,ROBERTSON,Westside Elementary,96,89,0,0,7,0,0
2021,Public,RUTHERFORD,Black Fox Elementary,143,138,0,3,2,0,0
2021,Public,RUTHERFORD,Bradley Academy - An Arts Integrated School,45,41,0,0,1,0,2
2021,Public,RUTHERFORD,Cason Lane Academy,115,110,0,1,2,0,2
2021,Public,RUTHERFORD,Discovery School,60,57,0,3,0,0,0
2021,Public,RUTHERFORD,Erma Siegel Elementary,127,123,0,3,0,1,0
2021,Public,RUTHERFORD,Hobgood Elementary,89,81,0,2,4,1,1
2021,Public,RUTHERFORD,John Pittard Elementary,107,100,0,3,4,0,0
2021,Public,RUTHERFORD,Mitchell-Neilson Elementary,89,81,0,6,0,1,1
2021,Public,RUTHERFORD,Northfield Elementary,95,88,0,2,4,0,1
2021,Public,RUTHERFORD,Overall Creek Elementary,152,143,0,7,0,2,0
2021,Public,RUTHERFORD,Reeves-Rogers Elementary,58,57,0,1,0,0,0
2021,Public,RUTHERFORD,Salem Elementary School,184,176,0,5,3,0,0
2021,Public,RUTHERFORD,Scales Elementary School,166,162,0,2,0,2,0
2021,Public,RUTHERFORD,Barfield Elementary,142,133,0,7,1,0,0
2021,Public,RUTHERFORD,Blackman Elementary School,204,191,0,8,3,1,1
2021,Public,RUTHERFORD,Brown's Chapel Elementary School,129,122,0,4,3,0,0
2021,Public,RUTHERFORD,Buchanan Elementary,76,68,0,7,1,0,0
2021,Public,RUTHERFORD,Cedar Grove Elementary,134,127,0,2,5,0,0
2021,Public,RUTHERFORD,Christiana Elementary,111,104,1,6,0,0,0
2021,Public,RUTHERFORD,David Youree Elementary,133,126,0,6,1,0,0
2021,Public,RUTHERFORD,Eagleville School,56,56,0,0,0,0,0
2021,Public,RUTHERFORD,Homer Pittard Campus School,41,39,0,2,0,0,0
2021,Public,RUTHERFORD,John Colemon Elementary,102,96,0,1,4,0,1
2021,Public,RUTHERFORD,Kittrell Elementary,53,46,0,2,5,0,0
2021,Public,RUTHERFORD,Lascassas Elementary,125,116,0,4,5,0,0
2021,Public,RUTHERFORD,Lavergne Lake Elementary School,142,137,0,1,4,0,0
2021,Public,RUTHERFORD,Mcfadden School Of Excellence,60,57,0,2,0,1,0
2021,Public,RUTHERFORD,Plainview Elementary School,89,79,0,7,3,0,0
2021,Public,RUTHERFORD,Rock Springs Elementary,175,168,0,2,5,0,0
2021,Public,RUTHERFORD,Rockvale Elementary,133,131,0,2,0,0,0
2021,Public,RUTHERFORD,Rocky Fork Elementary School,149,143,0,2,3,0,0
2021,Public,RUTHERFORD,Roy L Waldron Elementary,205,199,0,0,6,0,0
2021,Public,RUTHERFORD,Smyrna Elementary,122,109,1,2,10,0,0
2021,Public,RUTHERFORD,Smyrna Primary,100,92,1,1,5,0,1
2021,Public,RUTHERFORD,Stewarts Creek Elementary School,160,153,0,7,0,0,0
2021,Public,RUTHERFORD,Stewartsboro Elementary,120,113,0,4,3,0,0
2021,Public,RUTHERFORD,Thurman Francis Arts Academy/Magnet School For The Arts,46,45,0,1,0,0,0
2021,Public,RUTHERFORD,Walter Hill Elementary,92,84,0,5,2,0,1
2021,Public,RUTHERFORD,Wilson Elementary School,98,93,0,5,0,0,0
2021,Public,STEWART,Dover Elementary,62,59,0,2,0,0,1
2021,Public,STEWART,North Stewart Elementary,79,76,0,0,3,0,0
2021,Public,SUMNER,Beech Elementary,93,89,0,3,1,0,0
2021,Public,SUMNER,Benny C. Bills Elementary School,109,101,2,6,0,0,0
2021,Public,SUMNER,Bethpage Elementary,44,43,0,1,0,0,0
2021,Public,SUMNER,Clyde Riggs Elementary,46,45,0,1,0,0,0
2021,Public,SUMNER,Dr. William Burrus Elementary At Drakes Creek,118,113,0,3,2,0,0
2021,Public,SUMNER,Gene W. Brown Elementary,81,75,2,4,0,0,0
2021,Public,SUMNER,George A Whitten Elementary,80,74,0,5,1,0,0
2021,Public,SUMNER,Guild Elementary,85,80,0,0,4,0,0
2021,Public,SUMNER,Harold B. Williams Elementary School,135,130,0,3,2,0,0
2021,Public,SUMNER,Howard Elementary,90,86,0,1,0,0,3
2021,Public,SUMNER,Indian Lake Elementary,71,65,2,3,0,0,1
2021,Public,SUMNER,J W Wiseman Elementary,56,54,0,1,0,0,1
2021,Public,SUMNER,Jack Anderson Elementary,127,117,5,1,2,0,2
2021,Public,SUMNER,Lakeside Park Elementary,60,52,2,3,1,0,1
2021,Public,SUMNER,Madison Creek Elementary,100,98,0,2,0,0,0
2021,Public,SUMNER,Merrol Hyde Magnet School,40,39,0,1,0,0,0
2021,Public,SUMNER,Millersville Elementary,39,35,3,1,0,0,0
2021,Public,SUMNER,Nannie Berry Elementary,74,64,0,5,2,0,3
2021,Public,SUMNER,North Sumner Elementary,35,34,0,1,0,0,0
2021,Public,SUMNER,Oakmont Elementary,29,25,0,3,1,0,0
2021,Public,SUMNER,Portland Gateview Elementary School,110,109,0,1,0,0,0
2021,Public,SUMNER,Station Camp Elementary,168,158,0,9,0,1,0
2021,Public,SUMNER,Union Elementary School,76,70,0,5,0,0,1
2021,Public,SUMNER,Vena Stuart Elementary,104,94,5,0,0,0,5
2021,Public,SUMNER,Walton Ferry Elementary,57,49,3,2,2,0,1
2021,Public,SUMNER,Watt Hardison Elementary,69,66,0,3,0,0,0
2021,Public,SUMNER,Westmoreland Elementary,79,77,1,0,1,0,0
2021,Public,TROUSDALE,Trousdale Co Elementary,127,120,1,3,2,1,0
2021,Public,WILLIAMSON,Franklin Elementary,59,59,0,0,0,0,0
2021,Public,WILLIAMSON,Johnson Elementary,56,55,0,1,0,0,0
2021,Public,WILLIAMSON,Liberty Elementary,86,80,0,6,0,0,0
2021,Public,WILLIAMSON,Moore Elementary,90,87,0,3,0,0,0
2021,Public,WILLIAMSON,Poplar Grove K-4,57,54,0,2,1,0,0
2021,Public,WILLIAMSON,Allendale Elementary School,79,74,0,3,2,0,0
2021,Public,WILLIAMSON,Bethesda Elementary,103,95,0,6,1,1,0
2021,Public,WILLIAMSON,Chapman's Retreat Elementary,91,79,0,11,0,0,1
2021,Public,WILLIAMSON,Clovercroft Elementary School,87,80,0,7,0,0,0
2021,Public,WILLIAMSON,College Grove Elementary,96,87,0,6,3,0,0
2021,Public,WILLIAMSON,Creekside Elementary School,144,134,0,8,2,0,0
2021,Public,WILLIAMSON,Crockett Elementary,78,73,0,2,3,0,0
2021,Public,WILLIAMSON,Edmondson Elementary,91,89,0,2,0,0,0
2021,Public,WILLIAMSON,Fairview Elementary,73,69,0,4,0,0,0
2021,Public,WILLIAMSON,Grassland Elementary,67,62,0,4,1,0,0
2021,Public,WILLIAMSON,Heritage Elementary,108,100,0,7,1,0,0
2021,Public,WILLIAMSON,Hillsboro Elementary/ Middle School,28,24,0,4,0,0,0
2021,Public,WILLIAMSON,Hunters Bend Elementary,56,54,0,2,0,0,0
2021,Public,WILLIAMSON,Jordan Elementary School,76,72,0,4,0,0,0
2021,Public,WILLIAMSON,Kenrose Elementary,109,103,0,3,3,0,0
2021,Public,WILLIAMSON,Lipscomb Elementary,86,85,0,1,0,0,0
2021,Public,WILLIAMSON,Longview Elementary School,145,126,0,15,4,0,0
2021,Public,WILLIAMSON,Mill Creek Elementary School,114,107,0,5,2,0,0
2021,Public,WILLIAMSON,Nolensville Elementary,128,123,0,5,0,0,0
2021,Public,WILLIAMSON,Oak View Elem School,67,63,0,3,1,0,0
2021,Public,WILLIAMSON,Pearre Creek Elementary School,121,109,1,9,1,0,1
2021,Public,WILLIAMSON,Scales Elementary,113,105,0,7,1,0,0
2021,Public,WILLIAMSON,Sunset Elementary School,81,80,0,0,1,0,0
2021,Public,WILLIAMSON,Thompson's Station Elementary School,150,134,0,13,3,0,0
2021,Public,WILLIAMSON,Trinity Elementary,118,110,0,4,1,0,3
2021,Public,WILLIAMSON,Walnut Grove Elementary,79,74,0,5,0,0,0
2021,Public,WILLIAMSON,Westwood Elementary School,86,80,0,2,4,0,0
2021,Public,WILLIAMSON,Winstead Elementary School,105,100,0,4,1,0,0
2021,Public,WILSON,Byars Dowdy Elementary,86,79,0,2,3,1,0
2021,Public,WILSON,Castle Heights Elementary,117,109,0,4,4,0,0
2021,Public,WILSON,Coles Ferry Elementary,105,101,0,2,2,0,0
2021,Public,WILSON,Jones Brummett Elementary School,105,99,0,1,5,0,0
2021,Public,WILSON,Sam Houston Elementary,107,101,0,6,0,0,0
2021,Public,WILSON,Carroll Oakland Elementary,84,82,0,1,1,0,0
2021,Public,WILSON,Elzie D Patton Elementary School,72,70,0,1,1,0,0
2021,Public,WILSON,Gladeville Elementary,120,115,0,4,1,0,0
2021,Public,WILSON,Lakeview Elementary School,79,77,0,1,1,0,0
2021,Public,WILSON,Mt. Juliet Elementary,114,110,1,1,2,0,0
2021,Public,WILSON,Rutland Elementary,170,159,0,6,5,0,0
2021,Public,WILSON,Southside Elementary,74,68,0,2,4,0,0
2021,Public,WILSON,Springdale Elementary School,110,104,0,4,2,0,0
2021,Public,WILSON,Stoner Creek Elementary,104,99,0,4,1,0,0
2021,Public,WILSON,Tuckers Crossroads Elementary,37,34,0,3,0,0,0
2021,Public,WILSON,W A Wright Elementary,80,78,0,2,0,0,0
2021,Public,WILSON,Watertown Elementary,85,83,0,1,1,0,0
2021,Public,WILSON,West Elementary,126,120,0,1,1,2,2
2021,Public,SHELBY,Cornerstone Prep - Lester Campus,67,59,0,0,4,0,4
2021,Public,SHELBY,Cornerstone Prep Denver Campus,111,107,3,1,0,0,0
2021,Public,SHELBY,Corning Achievement Elementary,30,27,0,0,0,0,3
2021,Public,SHELBY,Frayser Achievement Elementary,39,31,0,0,1,0,7
2021,Public,SHELBY,Georgian Hills Achievement Elementary School,31,30,0,0,1,0,0
2021,Public,SHELBY,Journey Coleman School,63,51,7,1,0,0,4
2021,Public,SHELBY,Journey Hanley School,97,87,4,0,1,0,5
2021,Public,SHELBY,Kipp Memphis Academy Elementary,61,48,0,0,13,0,0
2021,Public,SHELBY,Libertas School,82,56,3,2,0,1,17
2021,Public,SHELBY,Memphis Scholars Caldwell-Guthrie,54,42,2,1,3,0,4
2021,Public,SHELBY,Memphis Scholars Florida Kansas,25,20,0,0,1,0,4
2021,Public,SHELBY,Promise Academy - Spring Hill,54,50,0,0,0,0,4
2021,Public,SHELBY,Whitney Achievement Elementary School,43,41,0,0,2,0,0
2021,Public,DAVIDSON,A. Z. Kelley Elementary,142,138,0,1,3,0,0
2021,Public,DAVIDSON,Alex Green Elementary,70,62,1,3,2,0,2
2021,Public,DAVIDSON,Amqui Elementary,98,92,3,0,2,0,1
2021,Public,DAVIDSON,Andrew Jackson Elementary,90,84,0,4,2,0,0
2021,Public,DAVIDSON,Bellshire Elementary,61,59,0,0,2,0,0
2021,Public,DAVIDSON,Cane Ridge Elementary,110,109,1,0,0,0,0
2021,Public,DAVIDSON,Carter-Lawrence Elementary,27,26,0,1,0,0,0
2021,Public,DAVIDSON,Chadwell Elementary,62,54,0,0,7,0,1
2021,Public,DAVIDSON,Charlotte Park Elementary,96,86,0,0,10,0,0
2021,Public,DAVIDSON,Cockrill Elementary,39,39,0,0,0,0,0
2021,Public,DAVIDSON,Cole Elementary,126,113,1,0,5,0,7
2021,Public,DAVIDSON,Crieve Hall Elementary,111,103,0,1,7,0,0
2021,Public,DAVIDSON,Cumberland Elementary,97,90,0,2,1,0,4
2021,Public,DAVIDSON,Dan Mills Elementary,101,97,0,4,0,0,0
2021,Public,DAVIDSON,Dodson Elementary,68,64,0,4,0,0,0
2021,Public,DAVIDSON,Dupont Elementary,51,48,0,2,0,0,0
2021,Public,DAVIDSON,Eagle View Elementary School,109,104,0,2,3,0,0
2021,Public,DAVIDSON,Eakin Elementary,122,119,0,2,1,0,0
2021,Public,DAVIDSON,East End Preparatory School,81,77,0,2,2,0,0
2021,Public,DAVIDSON,Explore Community School,75,72,0,2,1,0,0
2021,Public,DAVIDSON,Fall-Hamilton Elementary,33,32,0,1,0,0,0
2021,Public,DAVIDSON,Gateway Elementary,47,43,0,0,3,0,1
2021,Public,DAVIDSON,Glencliff Elementary,89,82,0,1,6,0,0
2021,Public,DAVIDSON,Glendale Elementary,92,88,0,4,0,0,0
2021,Public,DAVIDSON,Glengarry Elementary,84,65,0,0,19,0,0
2021,Public,DAVIDSON,Glenview Elementary,105,96,0,0,8,0,1
2021,Public,DAVIDSON,Goodlettsville Elementary,67,62,0,1,4,0,0
2021,Public,DAVIDSON,Gower Elementary,104,99,0,4,0,0,1
2021,Public,DAVIDSON,Granbery Elementary,169,165,0,2,2,0,0
2021,Public,DAVIDSON,Harpeth Valley Elementary,128,126,0,2,0,0,0
2021,Public,DAVIDSON,Harris-Hillman Special Education,5,5,0,0,0,0,0
2021,Public,DAVIDSON,Hattie Cotton Elementary,40,36,0,1,2,0,1
2021,Public,DAVIDSON,Haywood Elementary,112,100,0,0,12,0,0
2021,Public,DAVIDSON,Henry C. Maxwell Elementary,103,100,0,0,2,0,1
2021,Public,DAVIDSON,Hermitage Elementary,57,56,0,0,1,0,0
2021,Public,DAVIDSON,Hickman Elementary,67,65,0,0,2,0,0
2021,Public,DAVIDSON,Hull-Jackson Elementary,50,47,1,2,0,0,0
2021,Public,DAVIDSON,Ida B. Wells Elementary,42,36,0,0,0,0,6
2021,Public,DAVIDSON,Inglewood Elementary,32,31,0,0,1,0,0
2021,Public,DAVIDSON,J. E. Moss Elementary,133,120,0,4,8,0,1
2021,Public,DAVIDSON,Joelton Elementary,48,45,0,0,3,0,0
2021,Public,DAVIDSON,John B. Whitsitt Elementary,70,65,0,1,4,0,0
2021,Public,DAVIDSON,Jones Elementary,35,30,2,2,1,0,0
2021,Public,DAVIDSON,Julia Green Elementary,95,92,0,3,0,0,0
2021,Public,DAVIDSON,Kipp Academy Nashville Elementary School,76,70,0,2,4,0,0
2021,Public,DAVIDSON,Kipp Nashville College Prep Elementary,86,85,1,0,0,0,0
2021,Public,DAVIDSON,Lakeview Elementary,117,98,2,1,4,0,12
2021,Public,DAVIDSON,Lockeland Elementary,57,54,0,2,1,0,0
2021,Public,DAVIDSON,May Werthan Shayne Elementary School,147,140,0,6,1,0,0
2021,Public,DAVIDSON,Mcgavock Elementary,49,46,0,1,2,0,0
2021,Public,DAVIDSON,Mt. View Elementary,129,114,0,2,8,0,5
2021,Public,DAVIDSON,Napier Elementary,54,49,1,1,0,0,3
2021,Public,DAVIDSON,Nashville Classical,73,63,1,7,0,0,2
2021,Public,DAVIDSON,Neely's Bend Elementary,61,51,0,3,6,1,0
2021,Public,DAVIDSON,Norman Binkley Elementary,122,109,0,2,11,0,0
2021,Public,DAVIDSON,Old Center Elementary,55,51,0,1,0,1,2
