time	geography	geography_name	grade	N_dtap	N_polio	N_mmr	N_hep_b	N_varicella	N_personal_exempt	N_medical_exempt	N_full_exempt	pct_dtap	pct_polio	pct_mmr	pct_hep_b	pct_varicella	pct_personal_exempt	pct_medical_exempt	pct_full_exempt	enrollment
2020-09-01	51199	York	7th grade	NA	NA	NA	NA	NA	20	3	23	NA	NA	NA	NA	NA	1.92	0.29	2.2	1044
2020-09-01	51199	York	Kindergarten	NA	NA	NA	NA	NA	19	1	20	NA	NA	NA	NA	NA	2.51	0.13	2.64	757
2021-09-01	51001	Accomack	12th grade	NA	NA	NA	NA	NA	2	2	4	NA	NA	NA	NA	NA	0.64	0.64	1.27	314
2021-09-01	51001	Accomack	7th grade	NA	NA	NA	NA	NA	1	1	2	NA	NA	NA	NA	NA	0.28	0.28	0.56	359
2021-09-01	51001	Accomack	Kindergarten	NA	NA	NA	NA	NA	2	1	3	NA	NA	NA	NA	NA	0.63	0.31	0.94	319
2021-09-01	51003	Albemarle	12th grade	NA	NA	NA	NA	NA	25	10	35	NA	NA	NA	NA	NA	2.08	0.83	2.91	1201
2021-09-01	51003	Albemarle	7th grade	NA	NA	NA	NA	NA	18	3	21	NA	NA	NA	NA	NA	1.79	0.3	2.09	1003
2021-09-01	51003	Albemarle	Kindergarten	NA	NA	NA	NA	NA	3	0	3	NA	NA	NA	NA	NA	0.3	0	0.3	1011
2021-09-01	51510	Alexandria City	12th grade	NA	NA	NA	NA	NA	0	0	0	NA	NA	NA	NA	NA	0	0	0	257
2021-09-01	51510	Alexandria City	7th grade	NA	NA	NA	NA	NA	11	9	20	NA	NA	NA	NA	NA	0.8	0.65	1.45	1379
2021-09-01	51510	Alexandria City	Kindergarten	NA	NA	NA	NA	NA	5	5	10	NA	NA	NA	NA	NA	0.3	0.3	0.59	1689
2021-09-01	51005	Alleghany	12th grade	NA	NA	NA	NA	NA	0	0	0	NA	NA	NA	NA	NA	0	0	0	145
2021-09-01	51005	Alleghany	7th grade	NA	NA	NA	NA	NA	1	0	1	NA	NA	NA	NA	NA	0.63	0	0.63	159
2021-09-01	51005	Alleghany	Kindergarten	NA	NA	NA	NA	NA	1	0	1	NA	NA	NA	NA	NA	0.56	0	0.56	180
2021-09-01	51007	Amelia	12th grade	NA	NA	NA	NA	NA	0	0	0	NA	NA	NA	NA	NA	0	0	0	98
2021-09-01	51007	Amelia	7th grade	NA	NA	NA	NA	NA	1	0	1	NA	NA	NA	NA	NA	0.79	0	0.79	126
2021-09-01	51007	Amelia	Kindergarten	NA	NA	NA	NA	NA	2	2	4	NA	NA	NA	NA	NA	1.61	1.61	3.23	124
2021-09-01	51009	Amherst	12th grade	NA	NA	NA	NA	NA	2	3	5	NA	NA	NA	NA	NA	0.69	1.04	1.73	289
2021-09-01	51009	Amherst	7th grade	NA	NA	NA	NA	NA	1	0	1	NA	NA	NA	NA	NA	0.66	0	0.66	152
2021-09-01	51009	Amherst	Kindergarten	NA	NA	NA	NA	NA	3	0	3	NA	NA	NA	NA	NA	0.95	0	0.95	317
2021-09-01	51011	Appomattox	12th grade	NA	NA	NA	NA	NA	3	0	3	NA	NA	NA	NA	NA	1.68	0	1.68	179
2021-09-01	51011	Appomattox	7th grade	NA	NA	NA	NA	NA	4	0	4	NA	NA	NA	NA	NA	2.13	0	2.13	188
2021-09-01	51013	Arlington	12th grade	NA	NA	NA	NA	NA	11	4	15	NA	NA	NA	NA	NA	0.53	0.19	0.72	2095
2021-09-01	51013	Arlington	7th grade	NA	NA	NA	NA	NA	18	3	21	NA	NA	NA	NA	NA	1.05	0.18	1.23	1713
2021-09-01	51013	Arlington	Kindergarten	NA	NA	NA	NA	NA	13	6	19	NA	NA	NA	NA	NA	0.67	0.31	0.98	1929
2021-09-01	51015	Augusta	12th grade	NA	NA	NA	NA	NA	17	3	20	NA	NA	NA	NA	NA	2.26	0.4	2.66	752
2021-09-01	51015	Augusta	7th grade	NA	NA	NA	NA	NA	15	0	15	NA	NA	NA	NA	NA	2.78	0	2.78	540
2021-09-01	51015	Augusta	Kindergarten	NA	NA	NA	NA	NA	12	1	13	NA	NA	NA	NA	NA	1.61	0.13	1.75	744
2021-09-01	51017	Bath	12th grade	NA	NA	NA	NA	NA	2	0	2	NA	NA	NA	NA	NA	5.56	0	5.56	36
2021-09-01	51017	Bath	7th grade	NA	NA	NA	NA	NA	2	0	2	NA	NA	NA	NA	NA	5.26	0	5.26	38
2021-09-01	51017	Bath	Kindergarten	NA	NA	NA	NA	NA	0	1	1	NA	NA	NA	NA	NA	0	2.86	2.86	35
2021-09-01	51019	Bedford	12th grade	NA	NA	NA	NA	NA	25	4	29	NA	NA	NA	NA	NA	3.28	0.52	3.8	763
2021-09-01	51019	Bedford	7th grade	NA	NA	NA	NA	NA	19	3	22	NA	NA	NA	NA	NA	2.65	0.42	3.06	718
2021-09-01	51019	Bedford	Kindergarten	NA	NA	NA	NA	NA	23	2	25	NA	NA	NA	NA	NA	3.2	0.28	3.48	719
2021-09-01	51021	Bland	12th grade	NA	NA	NA	NA	NA	0	0	0	NA	NA	NA	NA	NA	0	0	0	51
2021-09-01	51021	Bland	7th grade	NA	NA	NA	NA	NA	0	0	0	NA	NA	NA	NA	NA	0	0	0	49
2021-09-01	51021	Bland	Kindergarten	NA	NA	NA	NA	NA	0	0	0	NA	NA	NA	NA	NA	0	0	0	44
2021-09-01	51023	Botetourt	12th grade	NA	NA	NA	NA	NA	5	0	5	NA	NA	NA	NA	NA	1.95	0	1.95	256
2021-09-01	51023	Botetourt	7th grade	NA	NA	NA	NA	NA	6	0	6	NA	NA	NA	NA	NA	1.78	0	1.78	337
2021-09-01	51023	Botetourt	Kindergarten	NA	NA	NA	NA	NA	8	2	10	NA	NA	NA	NA	NA	2.21	0.55	2.76	362
2021-09-01	51520	Bristol City	12th grade	NA	NA	NA	NA	NA	1	1	2	NA	NA	NA	NA	NA	0.61	0.61	1.22	164
2021-09-01	51520	Bristol City	7th grade	NA	NA	NA	NA	NA	1	0	1	NA	NA	NA	NA	NA	0.53	0	0.53	187
2021-09-01	51520	Bristol City	Kindergarten	NA	NA	NA	NA	NA	1	2	3	NA	NA	NA	NA	NA	0.96	1.92	2.88	104
2021-09-01	51025	Brunswick	12th grade	NA	NA	NA	NA	NA	2	0	2	NA	NA	NA	NA	NA	1.38	0	1.38	145
2021-09-01	51025	Brunswick	7th grade	NA	NA	NA	NA	NA	1	1	2	NA	NA	NA	NA	NA	0.75	0.75	1.5	133
2021-09-01	51025	Brunswick	Kindergarten	NA	NA	NA	NA	NA	1	1	2	NA	NA	NA	NA	NA	0.69	0.69	1.38	145
2021-09-01	51027	Buchanan	12th grade	NA	NA	NA	NA	NA	0	2	2	NA	NA	NA	NA	NA	0	0.9	0.9	221
2021-09-01	51027	Buchanan	7th grade	NA	NA	NA	NA	NA	1	0	1	NA	NA	NA	NA	NA	0.55	0	0.55	183
2021-09-01	51027	Buchanan	Kindergarten	NA	NA	NA	NA	NA	1	1	2	NA	NA	NA	NA	NA	0.6	0.6	1.2	166
2021-09-01	51029	Buckingham	12th grade	NA	NA	NA	NA	NA	1	1	2	NA	NA	NA	NA	NA	0.85	0.85	1.69	118
2021-09-01	51029	Buckingham	7th grade	NA	NA	NA	NA	NA	0	0	0	NA	NA	NA	NA	NA	0	0	0	11
2021-09-01	51029	Buckingham	Kindergarten	NA	NA	NA	NA	NA	2	0	2	NA	NA	NA	NA	NA	1.65	0	1.65	121
2021-09-01	51530	Buena Vista City	12th grade	NA	NA	NA	NA	NA	0	0	0	NA	NA	NA	NA	NA	0	0	0	74
2021-09-01	51530	Buena Vista City	7th grade	NA	NA	NA	NA	NA	0	0	0	NA	NA	NA	NA	NA	0	0	0	64
2021-09-01	51530	Buena Vista City	Kindergarten	NA	NA	NA	NA	NA	1	0	1	NA	NA	NA	NA	NA	1.72	0	1.72	58
2021-09-01	51031	Campbell	12th grade	NA	NA	NA	NA	NA	6	10	16	NA	NA	NA	NA	NA	0.97	1.62	2.59	617
2021-09-01	51031	Campbell	7th grade	NA	NA	NA	NA	NA	8	3	11	NA	NA	NA	NA	NA	2.41	0.9	3.31	332
2021-09-01	51031	Campbell	Kindergarten	NA	NA	NA	NA	NA	10	3	13	NA	NA	NA	NA	NA	1.79	0.54	2.33	559
2021-09-01	51033	Caroline	12th grade	NA	NA	NA	NA	NA	6	0	6	NA	NA	NA	NA	NA	2.08	0	2.08	289
2021-09-01	51033	Caroline	7th grade	NA	NA	NA	NA	NA	9	0	9	NA	NA	NA	NA	NA	2.63	0	2.63	342
2021-09-01	51033	Caroline	Kindergarten	NA	NA	NA	NA	NA	5	0	5	NA	NA	NA	NA	NA	1.54	0	1.54	324
2021-09-01	51035	Carroll	7th grade	NA	NA	NA	NA	NA	0	0	0	NA	NA	NA	NA	NA	0	0	0	16
2021-09-01	51035	Carroll	Kindergarten	NA	NA	NA	NA	NA	0	0	0	NA	NA	NA	NA	NA	0	0	0	136
2021-09-01	51036	Charles City	12th grade	NA	NA	NA	NA	NA	0	0	0	NA	NA	NA	NA	NA	0	0	0	35
2021-09-01	51036	Charles City	7th grade	NA	NA	NA	NA	NA	1	0	1	NA	NA	NA	NA	NA	2.27	0	2.27	44
2021-09-01	51036	Charles City	Kindergarten	NA	NA	NA	NA	NA	0	0	0	NA	NA	NA	NA	NA	0	0	0	42
2021-09-01	51037	Charlotte	12th grade	NA	NA	NA	NA	NA	5	0	5	NA	NA	NA	NA	NA	3.88	0	3.88	129
2021-09-01	51037	Charlotte	7th grade	NA	NA	NA	NA	NA	7	0	7	NA	NA	NA	NA	NA	5.34	0	5.34	131
2021-09-01	51037	Charlotte	Kindergarten	NA	NA	NA	NA	NA	10	0	10	NA	NA	NA	NA	NA	6.94	0	6.94	144
2021-09-01	51540	Charlottesville City	7th grade	NA	NA	NA	NA	NA	8	0	8	NA	NA	NA	NA	NA	2.78	0	2.78	288
2021-09-01	51540	Charlottesville City	Kindergarten	NA	NA	NA	NA	NA	2	0	2	NA	NA	NA	NA	NA	0.63	0	0.63	319
2021-09-01	51550	Chesapeake City	12th grade	NA	NA	NA	NA	NA	31	4	35	NA	NA	NA	NA	NA	0.94	0.12	1.07	3283
2021-09-01	51550	Chesapeake City	7th grade	NA	NA	NA	NA	NA	62	1	63	NA	NA	NA	NA	NA	1.9	0.03	1.93	3263
2021-09-01	51550	Chesapeake City	Kindergarten	NA	NA	NA	NA	NA	63	7	70	NA	NA	NA	NA	NA	2.21	0.25	2.45	2854
2021-09-01	51041	Chesterfield	12th grade	NA	NA	NA	NA	NA	60	32	92	NA	NA	NA	NA	NA	1.23	0.65	1.88	4886
2021-09-01	51041	Chesterfield	7th grade	NA	NA	NA	NA	NA	76	56	132	NA	NA	NA	NA	NA	1.5	1.1	2.6	5080
2021-09-01	51041	Chesterfield	Kindergarten	NA	NA	NA	NA	NA	73	21	94	NA	NA	NA	NA	NA	1.56	0.45	2.01	4672
2021-09-01	51043	Clarke	12th grade	NA	NA	NA	NA	NA	4	3	7	NA	NA	NA	NA	NA	2.44	1.83	4.27	164
2021-09-01	51043	Clarke	7th grade	NA	NA	NA	NA	NA	9	1	10	NA	NA	NA	NA	NA	4.97	0.55	5.52	181
2021-09-01	51043	Clarke	Kindergarten	NA	NA	NA	NA	NA	3	0	3	NA	NA	NA	NA	NA	1.92	0	1.92	156
2021-09-01	51570	Colonial Heights City	12th grade	NA	NA	NA	NA	NA	3	1	4	NA	NA	NA	NA	NA	1.36	0.45	1.82	220
2021-09-01	51570	Colonial Heights City	7th grade	NA	NA	NA	NA	NA	6	0	6	NA	NA	NA	NA	NA	2.87	0	2.87	209
2021-09-01	51570	Colonial Heights City	Kindergarten	NA	NA	NA	NA	NA	5	2	7	NA	NA	NA	NA	NA	2.28	0.91	3.2	219
2021-09-01	51580	Covington City	12th grade	NA	NA	NA	NA	NA	0	0	0	NA	NA	NA	NA	NA	0	0	0	58
2021-09-01	51580	Covington City	7th grade	NA	NA	NA	NA	NA	0	0	0	NA	NA	NA	NA	NA	0	0	0	73
2021-09-01	51580	Covington City	Kindergarten	NA	NA	NA	NA	NA	0	0	0	NA	NA	NA	NA	NA	0	0	0	73
2021-09-01	51045	Craig	12th grade	NA	NA	NA	NA	NA	0	0	0	NA	NA	NA	NA	NA	0	0	0	48
2021-09-01	51045	Craig	7th grade	NA	NA	NA	NA	NA	0	1	1	NA	NA	NA	NA	NA	0	2.94	2.94	34
2021-09-01	51045	Craig	Kindergarten	NA	NA	NA	NA	NA	1	0	1	NA	NA	NA	NA	NA	2.94	0	2.94	34
2021-09-01	51047	Culpeper	12th grade	NA	NA	NA	NA	NA	11	7	18	NA	NA	NA	NA	NA	1.74	1.11	2.84	633
2021-09-01	51047	Culpeper	7th grade	NA	NA	NA	NA	NA	23	3	26	NA	NA	NA	NA	NA	3.46	0.45	3.91	665
2021-09-01	51047	Culpeper	Kindergarten	NA	NA	NA	NA	NA	10	0	10	NA	NA	NA	NA	NA	1.65	0	1.65	607
2021-09-01	51049	Cumberland	12th grade	NA	NA	NA	NA	NA	4	1	5	NA	NA	NA	NA	NA	6.25	1.56	7.81	64
2021-09-01	51049	Cumberland	7th grade	NA	NA	NA	NA	NA	0	0	0	NA	NA	NA	NA	NA	0	0	0	84
2021-09-01	51049	Cumberland	Kindergarten	NA	NA	NA	NA	NA	0	0	0	NA	NA	NA	NA	NA	0	0	0	77
2021-09-01	51590	Danville City	12th grade	NA	NA	NA	NA	NA	8	0	8	NA	NA	NA	NA	NA	3.15	0	3.15	254
2021-09-01	51590	Danville City	7th grade	NA	NA	NA	NA	NA	4	0	4	NA	NA	NA	NA	NA	0.93	0	0.93	431
2021-09-01	51590	Danville City	Kindergarten	NA	NA	NA	NA	NA	3	1	4	NA	NA	NA	NA	NA	0.75	0.25	1.01	398
2021-09-01	51051	Dickenson	12th grade	NA	NA	NA	NA	NA	0	1	1	NA	NA	NA	NA	NA	0	0.74	0.74	136
2021-09-01	51051	Dickenson	7th grade	NA	NA	NA	NA	NA	1	1	2	NA	NA	NA	NA	NA	0.62	0.62	1.25	160
2021-09-01	51053	Dinwiddie	12th grade	NA	NA	NA	NA	NA	0	0	0	NA	NA	NA	NA	NA	0	0	0	310
2021-09-01	51053	Dinwiddie	7th grade	NA	NA	NA	NA	NA	3	0	3	NA	NA	NA	NA	NA	0.95	0	0.95	316
2021-09-01	51053	Dinwiddie	Kindergarten	NA	NA	NA	NA	NA	2	1	3	NA	NA	NA	NA	NA	0.64	0.32	0.96	314
2021-09-01	51057	Essex	12th grade	NA	NA	NA	NA	NA	0	0	0	NA	NA	NA	NA	NA	0	0	0	124
2021-09-01	51057	Essex	7th grade	NA	NA	NA	NA	NA	0	0	0	NA	NA	NA	NA	NA	0	0	0	127
2021-09-01	51057	Essex	Kindergarten	NA	NA	NA	NA	NA	0	0	0	NA	NA	NA	NA	NA	0	0	0	119
2021-09-01	51059	Fairfax	12th grade	NA	NA	NA	NA	NA	190	384	574	NA	NA	NA	NA	NA	1.28	2.59	3.87	14848
2021-09-01	51059	Fairfax	7th grade	NA	NA	NA	NA	NA	145	254	399	NA	NA	NA	NA	NA	1.07	1.87	2.94	13586
2021-09-01	51059	Fairfax	Kindergarten	NA	NA	NA	NA	NA	118	50	168	NA	NA	NA	NA	NA	0.86	0.36	1.22	13765
2021-09-01	51610	Falls Church City	12th grade	NA	NA	NA	NA	NA	1	2	3	NA	NA	NA	NA	NA	0.39	0.78	1.16	258
2021-09-01	51610	Falls Church City	7th grade	NA	NA	NA	NA	NA	2	1	3	NA	NA	NA	NA	NA	0.76	0.38	1.14	263
2021-09-01	51610	Falls Church City	Kindergarten	NA	NA	NA	NA	NA	2	1	3	NA	NA	NA	NA	NA	0.98	0.49	1.46	205
2021-09-01	51061	Fauquier	12th grade	NA	NA	NA	NA	NA	26	4	30	NA	NA	NA	NA	NA	2.49	0.38	2.87	1045
2021-09-01	51061	Fauquier	7th grade	NA	NA	NA	NA	NA	26	5	31	NA	NA	NA	NA	NA	3.12	0.6	3.72	834
2021-09-01	51061	Fauquier	Kindergarten	NA	NA	NA	NA	NA	32	3	35	NA	NA	NA	NA	NA	3.48	0.33	3.81	919
2021-09-01	51063	Floyd	12th grade	NA	NA	NA	NA	NA	6	0	6	NA	NA	NA	NA	NA	3.64	0	3.64	165
2021-09-01	51063	Floyd	7th grade	NA	NA	NA	NA	NA	6	0	6	NA	NA	NA	NA	NA	5.31	0	5.31	113
2021-09-01	51063	Floyd	Kindergarten	NA	NA	NA	NA	NA	5	0	5	NA	NA	NA	NA	NA	4.42	0	4.42	113
2021-09-01	51065	Fluvanna	12th grade	NA	NA	NA	NA	NA	4	2	6	NA	NA	NA	NA	NA	0.27	0.13	0.4	1504
2021-09-01	51065	Fluvanna	7th grade	NA	NA	NA	NA	NA	6	2	8	NA	NA	NA	NA	NA	2.03	0.68	2.7	296
2021-09-01	51067	Franklin	12th grade	NA	NA	NA	NA	NA	4	4	8	NA	NA	NA	NA	NA	0.93	0.93	1.85	432
2021-09-01	51067	Franklin	7th grade	NA	NA	NA	NA	NA	11	1	12	NA	NA	NA	NA	NA	2.05	0.19	2.23	537
2021-09-01	51067	Franklin	Kindergarten	NA	NA	NA	NA	NA	10	0	10	NA	NA	NA	NA	NA	2.09	0	2.09	479
2021-09-01	51620	Franklin City	12th grade	NA	NA	NA	NA	NA	0	0	0	NA	NA	NA	NA	NA	0	0	0	76
2021-09-01	51620	Franklin City	7th grade	NA	NA	NA	NA	NA	1	0	1	NA	NA	NA	NA	NA	1.39	0	1.39	72
2021-09-01	51620	Franklin City	Kindergarten	NA	NA	NA	NA	NA	1	0	1	NA	NA	NA	NA	NA	1.45	0	1.45	69
2021-09-01	51069	Frederick	12th grade	NA	NA	NA	NA	NA	12	1	13	NA	NA	NA	NA	NA	1.63	0.14	1.76	738
2021-09-01	51069	Frederick	7th grade	NA	NA	NA	NA	NA	14	0	14	NA	NA	NA	NA	NA	1.25	0	1.25	1124
2021-09-01	51069	Frederick	Kindergarten	NA	NA	NA	NA	NA	12	2	14	NA	NA	NA	NA	NA	1.18	0.2	1.38	1017
2021-09-01	51630	Fredericksburg City	12th grade	NA	NA	NA	NA	NA	2	0	2	NA	NA	NA	NA	NA	0.77	0	0.77	259
2021-09-01	51630	Fredericksburg City	Kindergarten	NA	NA	NA	NA	NA	2	0	2	NA	NA	NA	NA	NA	1.22	0	1.22	164
2021-09-01	51640	Galax City	12th grade	NA	NA	NA	NA	NA	1	0	1	NA	NA	NA	NA	NA	1.33	0	1.33	75
2021-09-01	51640	Galax City	7th grade	NA	NA	NA	NA	NA	1	0	1	NA	NA	NA	NA	NA	0.88	0	0.88	114
2021-09-01	51071	Giles	12th grade	NA	NA	NA	NA	NA	0	0	0	NA	NA	NA	NA	NA	0	0	0	187
2021-09-01	51071	Giles	7th grade	NA	NA	NA	NA	NA	4	3	7	NA	NA	NA	NA	NA	2.48	1.86	4.35	161
2021-09-01	51071	Giles	Kindergarten	NA	NA	NA	NA	NA	1	0	1	NA	NA	NA	NA	NA	0.56	0	0.56	179
2021-09-01	51073	Gloucester	12th grade	NA	NA	NA	NA	NA	17	11	28	NA	NA	NA	NA	NA	4.28	2.77	7.05	397
2021-09-01	51073	Gloucester	7th grade	NA	NA	NA	NA	NA	13	10	23	NA	NA	NA	NA	NA	5.86	4.5	10.36	222
2021-09-01	51073	Gloucester	Kindergarten	NA	NA	NA	NA	NA	21	12	33	NA	NA	NA	NA	NA	5.74	3.28	9.02	366
2021-09-01	51075	Goochland	12th grade	NA	NA	NA	NA	NA	5	0	5	NA	NA	NA	NA	NA	2.35	0	2.35	213
2021-09-01	51075	Goochland	7th grade	NA	NA	NA	NA	NA	0	0	0	NA	NA	NA	NA	NA	0	0	0	191
2021-09-01	51075	Goochland	Kindergarten	NA	NA	NA	NA	NA	3	0	3	NA	NA	NA	NA	NA	1.8	0	1.8	167
2021-09-01	51077	Grayson	12th grade	NA	NA	NA	NA	NA	2	0	2	NA	NA	NA	NA	NA	1.96	0	1.96	102
2021-09-01	51077	Grayson	7th grade	NA	NA	NA	NA	NA	0	0	0	NA	NA	NA	NA	NA	0	0	0	98
2021-09-01	51077	Grayson	Kindergarten	NA	NA	NA	NA	NA	3	0	3	NA	NA	NA	NA	NA	2.29	0	2.29	131
2021-09-01	51079	Greene	12th grade	NA	NA	NA	NA	NA	2	0	2	NA	NA	NA	NA	NA	0.72	0	0.72	277
2021-09-01	51079	Greene	7th grade	NA	NA	NA	NA	NA	13	0	13	NA	NA	NA	NA	NA	5.04	0	5.04	258
2021-09-01	51079	Greene	Kindergarten	NA	NA	NA	NA	NA	2	0	2	NA	NA	NA	NA	NA	1.09	0	1.09	183
2021-09-01	51081	Greensville	12th grade	NA	NA	NA	NA	NA	0	0	0	NA	NA	NA	NA	NA	0	0	0	153
2021-09-01	51081	Greensville	7th grade	NA	NA	NA	NA	NA	1	1	2	NA	NA	NA	NA	NA	0.57	0.57	1.14	175
2021-09-01	51081	Greensville	Kindergarten	NA	NA	NA	NA	NA	1	0	1	NA	NA	NA	NA	NA	0.65	0	0.65	154
2021-09-01	51083	Halifax	12th grade	NA	NA	NA	NA	NA	1	2	3	NA	NA	NA	NA	NA	0.31	0.62	0.93	324
2021-09-01	51083	Halifax	7th grade	NA	NA	NA	NA	NA	2	0	2	NA	NA	NA	NA	NA	0.59	0	0.59	338
2021-09-01	51083	Halifax	Kindergarten	NA	NA	NA	NA	NA	2	0	2	NA	NA	NA	NA	NA	0.55	0	0.55	361
2021-09-01	51650	Hampton City	12th grade	NA	NA	NA	NA	NA	8	2	10	NA	NA	NA	NA	NA	0.64	0.16	0.8	1245
2021-09-01	51650	Hampton City	7th grade	NA	NA	NA	NA	NA	24	1	25	NA	NA	NA	NA	NA	1.69	0.07	1.76	1424
2021-09-01	51650	Hampton City	Kindergarten	NA	NA	NA	NA	NA	36	1	37	NA	NA	NA	NA	NA	2.39	0.07	2.46	1505
2021-09-01	51085	Hanover	12th grade	NA	NA	NA	NA	NA	15	4	19	NA	NA	NA	NA	NA	1.33	0.36	1.69	1126
2021-09-01	51085	Hanover	7th grade	NA	NA	NA	NA	NA	19	2	21	NA	NA	NA	NA	NA	1.44	0.15	1.59	1321
2021-09-01	51085	Hanover	Kindergarten	NA	NA	NA	NA	NA	8	1	9	NA	NA	NA	NA	NA	0.78	0.1	0.87	1032
2021-09-01	51660	Harrisonburg City	12th grade	NA	NA	NA	NA	NA	0	0	0	NA	NA	NA	NA	NA	0	0	0	38
2021-09-01	51660	Harrisonburg City	7th grade	NA	NA	NA	NA	NA	8	2	10	NA	NA	NA	NA	NA	1.61	0.4	2.01	497
2021-09-01	51660	Harrisonburg City	Kindergarten	NA	NA	NA	NA	NA	4	0	4	NA	NA	NA	NA	NA	0.78	0	0.78	514
2021-09-01	51087	Henrico	12th grade	NA	NA	NA	NA	NA	50	12	62	NA	NA	NA	NA	NA	1.35	0.32	1.68	3696
2021-09-01	51087	Henrico	7th grade	NA	NA	NA	NA	NA	34	5	39	NA	NA	NA	NA	NA	0.85	0.12	0.97	4005
2021-09-01	51087	Henrico	Kindergarten	NA	NA	NA	NA	NA	42	3	45	NA	NA	NA	NA	NA	1.11	0.08	1.19	3793
2021-09-01	51089	Henry	12th grade	NA	NA	NA	NA	NA	2	3	5	NA	NA	NA	NA	NA	0.4	0.6	0.99	503
2021-09-01	51089	Henry	7th grade	NA	NA	NA	NA	NA	7	2	9	NA	NA	NA	NA	NA	1.13	0.32	1.46	618
2021-09-01	51089	Henry	Kindergarten	NA	NA	NA	NA	NA	5	0	5	NA	NA	NA	NA	NA	1	0	1	498
2021-09-01	51091	Highland	12th grade	NA	NA	NA	NA	NA	0	0	0	NA	NA	NA	NA	NA	0	0	0	17
2021-09-01	51091	Highland	Kindergarten	NA	NA	NA	NA	NA	0	0	0	NA	NA	NA	NA	NA	0	0	0	15
2021-09-01	51670	Hopewell City	12th grade	NA	NA	NA	NA	NA	5	0	5	NA	NA	NA	NA	NA	1.87	0	1.87	268
2021-09-01	51670	Hopewell City	7th grade	NA	NA	NA	NA	NA	15	3	18	NA	NA	NA	NA	NA	4.49	0.9	5.39	334
2021-09-01	51670	Hopewell City	Kindergarten	NA	NA	NA	NA	NA	14	2	16	NA	NA	NA	NA	NA	4.62	0.66	5.28	303
2021-09-01	51095	James City	12th grade	NA	NA	NA	NA	NA	2	0	2	NA	NA	NA	NA	NA	18.18	0	18.18	11
2021-09-01	51095	James City	7th grade	NA	NA	NA	NA	NA	3	0	3	NA	NA	NA	NA	NA	9.09	0	9.09	33
2021-09-01	51095	James City	Kindergarten	NA	NA	NA	NA	NA	6	0	6	NA	NA	NA	NA	NA	10.17	0	10.17	59
2021-09-01	51101	King William	12th grade	NA	NA	NA	NA	NA	5	0	5	NA	NA	NA	NA	NA	3.01	0	3.01	166
2021-09-01	51101	King William	7th grade	NA	NA	NA	NA	NA	2	1	3	NA	NA	NA	NA	NA	1.43	0.71	2.14	140
2021-09-01	51101	King William	Kindergarten	NA	NA	NA	NA	NA	4	3	7	NA	NA	NA	NA	NA	2.86	2.14	5	140
2021-09-01	51103	Lancaster	12th grade	NA	NA	NA	NA	NA	1	0	1	NA	NA	NA	NA	NA	1.19	0	1.19	84
2021-09-01	51103	Lancaster	7th grade	NA	NA	NA	NA	NA	1	0	1	NA	NA	NA	NA	NA	1.25	0	1.25	80
2021-09-01	51103	Lancaster	Kindergarten	NA	NA	NA	NA	NA	1	1	2	NA	NA	NA	NA	NA	1.35	1.35	2.7	74
2021-09-01	51105	Lee	7th grade	NA	NA	NA	NA	NA	0	0	0	NA	NA	NA	NA	NA	0	0	0	77
2021-09-01	51105	Lee	Kindergarten	NA	NA	NA	NA	NA	3	0	3	NA	NA	NA	NA	NA	1.8	0	1.8	167
2021-09-01	51678	Lexington City	7th grade	NA	NA	NA	NA	NA	5	0	5	NA	NA	NA	NA	NA	9.26	0	9.26	54
2021-09-01	51678	Lexington City	Kindergarten	NA	NA	NA	NA	NA	0	1	1	NA	NA	NA	NA	NA	0	1.89	1.89	53
2021-09-01	51107	Loudoun	12th grade	NA	NA	NA	NA	NA	93	41	134	NA	NA	NA	NA	NA	1.34	0.59	1.93	6938
2021-09-01	51107	Loudoun	7th grade	NA	NA	NA	NA	NA	65	44	109	NA	NA	NA	NA	NA	1.05	0.71	1.76	6189
2021-09-01	51107	Loudoun	Kindergarten	NA	NA	NA	NA	NA	55	26	81	NA	NA	NA	NA	NA	0.99	0.47	1.46	5536
2021-09-01	51109	Louisa	12th grade	NA	NA	NA	NA	NA	5	0	5	NA	NA	NA	NA	NA	1.3	0	1.3	384
2021-09-01	51109	Louisa	7th grade	NA	NA	NA	NA	NA	11	2	13	NA	NA	NA	NA	NA	2.8	0.51	3.31	393
2021-09-01	51109	Louisa	Kindergarten	NA	NA	NA	NA	NA	5	0	5	NA	NA	NA	NA	NA	1.4	0	1.4	358
2021-09-01	51111	Lunenburg	12th grade	NA	NA	NA	NA	NA	1	0	1	NA	NA	NA	NA	NA	0.88	0	0.88	114
2021-09-01	51111	Lunenburg	7th grade	NA	NA	NA	NA	NA	5	0	5	NA	NA	NA	NA	NA	3.79	0	3.79	132
2021-09-01	51111	Lunenburg	Kindergarten	NA	NA	NA	NA	NA	3	0	3	NA	NA	NA	NA	NA	2.44	0	2.44	123
2021-09-01	51680	Lynchburg City	12th grade	NA	NA	NA	NA	NA	60	62	122	NA	NA	NA	NA	NA	3.94	4.07	8.02	1522
2021-09-01	51680	Lynchburg City	7th grade	NA	NA	NA	NA	NA	31	14	45	NA	NA	NA	NA	NA	2.02	0.91	2.93	1536
