time	geography	geography_name	grade	N_dtap	N_polio	N_mmr	N_hep_b	N_varicella	N_personal_exempt	N_medical_exempt	N_full_exempt	pct_dtap	pct_polio	pct_mmr	pct_hep_b	pct_varicella	pct_personal_exempt	pct_medical_exempt	pct_full_exempt
2009-09-01	32510	Carson City	Kindergarten	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	97.78	NA	NA	NA	NA	NA
2009-09-01	32001	Churchill	Kindergarten	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	100	NA	NA	NA	NA	NA
2009-09-01	32003	Clark	Kindergarten	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	93.82	NA	NA	NA	NA	NA
2009-09-01	32005	Douglas	Kindergarten	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	82.93	NA	NA	NA	NA	NA
2009-09-01	32007	Elko	Kindergarten	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	98.21	NA	NA	NA	NA	NA
2009-09-01	32009	Esmeralda	Kindergarten	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
2009-09-01	32011	Eureka	Kindergarten	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
2009-09-01	32013	Humboldt	Kindergarten	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	96.67	NA	NA	NA	NA	NA
2009-09-01	32015	Lander	Kindergarten	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
2009-09-01	32017	Lincoln	Kindergarten	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
2009-09-01	32019	Lyon	Kindergarten	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	86.67	NA	NA	NA	NA	NA
2009-09-01	32021	Mineral	Kindergarten	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	86.67	NA	NA	NA	NA	NA
2009-09-01	32023	Nye	Kindergarten	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	100	NA	NA	NA	NA	NA
2009-09-01	32027	Pershing	Kindergarten	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
2009-09-01	32029	Storey	Kindergarten	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
2009-09-01	32031	Washoe	Kindergarten	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	97.54	NA	NA	NA	NA	NA
2009-09-01	32033	White Pine	Kindergarten	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
2010-09-01	32510	Carson City	Kindergarten	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	93.1	NA	NA	NA	NA	NA
2010-09-01	32001	Churchill	Kindergarten	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	93.33	NA	NA	NA	NA	NA
2010-09-01	32003	Clark	Kindergarten	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	91.25	NA	NA	NA	NA	NA
2010-09-01	32005	Douglas	Kindergarten	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	100	NA	NA	NA	NA	NA
2010-09-01	32007	Elko	Kindergarten	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	96.67	NA	NA	NA	NA	NA
2010-09-01	32009	Esmeralda	Kindergarten	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
2010-09-01	32011	Eureka	Kindergarten	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
2010-09-01	32013	Humboldt	Kindergarten	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	96.67	NA	NA	NA	NA	NA
2010-09-01	32015	Lander	Kindergarten	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
2010-09-01	32017	Lincoln	Kindergarten	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
2010-09-01	32019	Lyon	Kindergarten	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	91.67	NA	NA	NA	NA	NA
2010-09-01	32021	Mineral	Kindergarten	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
2010-09-01	32023	Nye	Kindergarten	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	85	NA	NA	NA	NA	NA
2010-09-01	32027	Pershing	Kindergarten	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
2010-09-01	32029	Storey	Kindergarten	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
2010-09-01	32031	Washoe	Kindergarten	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	99.06	NA	NA	NA	NA	NA
2010-09-01	32033	White Pine	Kindergarten	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
2011-09-01	32510	Carson City	Kindergarten	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	94.05	NA	NA	NA	NA	NA
2011-09-01	32001	Churchill	Kindergarten	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	95.74	NA	NA	NA	NA	NA
2011-09-01	32003	Clark	Kindergarten	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	93.68	NA	NA	NA	NA	NA
2011-09-01	32005	Douglas	Kindergarten	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	87.5	NA	NA	NA	NA	NA
2011-09-01	32007	Elko	Kindergarten	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	83.33	NA	NA	NA	NA	NA
2011-09-01	32009	Esmeralda	Kindergarten	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
2011-09-01	32011	Eureka	Kindergarten	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
2011-09-01	32013	Humboldt	Kindergarten	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
2011-09-01	32015	Lander	Kindergarten	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
2011-09-01	32017	Lincoln	Kindergarten	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
2011-09-01	32019	Lyon	Kindergarten	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
2011-09-01	32021	Mineral	Kindergarten	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
2011-09-01	32023	Nye	Kindergarten	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	64.29	NA	NA	NA	NA	NA
2011-09-01	32027	Pershing	Kindergarten	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
2011-09-01	32029	Storey	Kindergarten	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
2011-09-01	32031	Washoe	Kindergarten	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	96.02	NA	NA	NA	NA	NA
2011-09-01	32033	White Pine	Kindergarten	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
2012-09-01	32510	Carson City	Kindergarten	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	97.83	NA	NA	NA	NA	NA
2012-09-01	32001	Churchill	Kindergarten	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
2012-09-01	32003	Clark	Kindergarten	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	94.37	NA	NA	NA	NA	NA
2012-09-01	32005	Douglas	Kindergarten	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	84.44	NA	NA	NA	NA	NA
2012-09-01	32007	Elko	Kindergarten	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	71.43	NA	NA	NA	NA	NA
2012-09-01	32009	Esmeralda	Kindergarten	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
2012-09-01	32011	Eureka	Kindergarten	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
2012-09-01	32013	Humboldt	Kindergarten	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
2012-09-01	32015	Lander	Kindergarten	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
2012-09-01	32017	Lincoln	Kindergarten	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
2012-09-01	32019	Lyon	Kindergarten	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	92.11	NA	NA	NA	NA	NA
2012-09-01	32021	Mineral	Kindergarten	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
2012-09-01	32023	Nye	Kindergarten	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	93.33	NA	NA	NA	NA	NA
2012-09-01	32027	Pershing	Kindergarten	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	93.33	NA	NA	NA	NA	NA
2012-09-01	32029	Storey	Kindergarten	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
2012-09-01	32031	Washoe	Kindergarten	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	96.39	NA	NA	NA	NA	NA
2012-09-01	32033	White Pine	Kindergarten	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	87.5	NA	NA	NA	NA	NA
2013-09-01	32510	Carson City	Kindergarten	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	98.04	NA	NA	NA	NA	NA
2013-09-01	32001	Churchill	Kindergarten	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	100	NA	NA	NA	NA	NA
2013-09-01	32003	Clark	Kindergarten	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	95.07	NA	NA	NA	NA	NA
2013-09-01	32005	Douglas	Kindergarten	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	86.67	NA	NA	NA	NA	NA
2013-09-01	32007	Elko	Kindergarten	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	96.67	NA	NA	NA	NA	NA
2013-09-01	32009	Esmeralda	Kindergarten	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
2013-09-01	32011	Eureka	Kindergarten	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
2013-09-01	32013	Humboldt	Kindergarten	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
2013-09-01	32015	Lander	Kindergarten	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	75	NA	NA	NA	NA	NA
2013-09-01	32017	Lincoln	Kindergarten	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
2013-09-01	32019	Lyon	Kindergarten	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	100	NA	NA	NA	NA	NA
2013-09-01	32021	Mineral	Kindergarten	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	85.71	NA	NA	NA	NA	NA
2013-09-01	32023	Nye	Kindergarten	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
2013-09-01	32027	Pershing	Kindergarten	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
2013-09-01	32029	Storey	Kindergarten	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
2013-09-01	32031	Washoe	Kindergarten	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	98.51	NA	NA	NA	NA	NA
2013-09-01	32033	White Pine	Kindergarten	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
2014-09-01	32510	Carson City	Kindergarten	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	86.67	NA	NA	NA	NA	NA
2014-09-01	32001	Churchill	Kindergarten	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
2014-09-01	32003	Clark	Kindergarten	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	91.96	NA	NA	NA	NA	NA
2014-09-01	32005	Douglas	Kindergarten	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	70	NA	NA	NA	NA	NA
2014-09-01	32007	Elko	Kindergarten	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	88.57	NA	NA	NA	NA	NA
2014-09-01	32009	Esmeralda	Kindergarten	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
2014-09-01	32011	Eureka	Kindergarten	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	71.43	NA	NA	NA	NA	NA
2014-09-01	32013	Humboldt	Kindergarten	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	100	NA	NA	NA	NA	NA
2014-09-01	32015	Lander	Kindergarten	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
2014-09-01	32017	Lincoln	Kindergarten	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	95.24	NA	NA	NA	NA	NA
2014-09-01	32019	Lyon	Kindergarten	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	100	NA	NA	NA	NA	NA
2014-09-01	32021	Mineral	Kindergarten	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
2014-09-01	32023	Nye	Kindergarten	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	89.83	NA	NA	NA	NA	NA
2014-09-01	32027	Pershing	Kindergarten	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
2014-09-01	32029	Storey	Kindergarten	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
2014-09-01	32031	Washoe	Kindergarten	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	98.63	NA	NA	NA	NA	NA
2014-09-01	32033	White Pine	Kindergarten	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	66.67	NA	NA	NA	NA	NA
2015-09-01	32510	Carson City	Kindergarten	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
2015-09-01	32001	Churchill	Kindergarten	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	100	NA	NA	NA	NA	NA
2015-09-01	32003	Clark	Kindergarten	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	93.02	NA	NA	NA	NA	NA
2015-09-01	32005	Douglas	Kindergarten	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	50	NA	NA	NA	NA	NA
2015-09-01	32007	Elko	Kindergarten	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	98.33	NA	NA	NA	NA	NA
2015-09-01	32009	Esmeralda	Kindergarten	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
2015-09-01	32011	Eureka	Kindergarten	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
